Date,Hour,MWh,kWh
2/7/23,23.0,70.48,70480.0
2/7/23,24.0,70.5,70500.0
2/8/23,1.0,70.9,70900.0
2/8/23,2.0,70.82,70820.0
2/8/23,3.0,70.61,70610.0
2/8/23,4.0,70.3,70300.0
2/8/23,5.0,70.32,70320.0
2/8/23,6.0,70.22,70220.0
2/8/23,7.0,70.23,70230.0
2/8/23,8.0,70.33,70330.0
2/8/23,9.0,71.06,71060.0
2/8/23,10.0,71.46,71460.0
2/8/23,11.0,71.11,71110.0
2/8/23,12.0,70.82,70820.0
2/8/23,13.0,70.24,70240.0
2/8/23,14.0,69.52,69520.0
2/8/23,15.0,68.79,68790.0
2/8/23,16.0,69.18,69180.0
2/8/23,17.0,69.07,69070.0
2/8/23,18.0,68.99,68990.0
2/8/23,19.0,68.56,68560.0
2/8/23,20.0,68.22,68220.0
2/8/23,21.0,67.85,67850.0
2/8/23,22.0,67.78,67780.0
2/8/23,23.0,68.92,68920.0
2/8/23,24.0,71.93,71930.0
2/9/23,1.0,71.93,71930.0
2/9/23,2.0,71.86,71860.0
2/9/23,3.0,71.65,71650.0
2/9/23,4.0,71.53,71530.0
2/9/23,5.0,71.44,71440.0
2/9/23,6.0,71.83,71830.0
2/9/23,7.0,71.8,71800.0
2/9/23,8.0,71.82,71820.0
2/9/23,9.0,54.86,54860.0
2/9/23,10.0,55.69,55690.0
2/9/23,11.0,56.09,56090.0
2/9/23,12.0,56.47,56470.0
2/9/23,13.0,56.61,56610.0
2/9/23,14.0,56.69,56690.0
2/9/23,15.0,56.59,56590.0
2/9/23,16.0,56.53,56530.0
2/9/23,17.0,56.55,56550.0
2/9/23,18.0,56.35,56350.0
2/9/23,19.0,56.37,56370.0
2/9/23,20.0,56.44,56440.0
2/9/23,21.0,60.12,60120.0
2/9/23,22.0,71.44,71440.0
2/9/23,23.0,71.55,71550.0
2/9/23,24.0,71.15,71150.0
2/10/23,1.0,71.39,71390.0
2/10/23,2.0,70.29,70290.0
2/10/23,3.0,70.17,70170.0
2/10/23,4.0,70.15,70150.0
2/10/23,5.0,69.91,69910.0
2/10/23,6.0,69.6,69600.0
2/10/23,7.0,69.58,69580.0
2/10/23,8.0,69.89,69890.0
2/10/23,9.0,71.46,71460.0
2/10/23,10.0,71.42,71420.0
2/10/23,11.0,71.46,71460.0
2/10/23,12.0,71.33,71330.0
2/10/23,13.0,71.4,71400.0
2/10/23,14.0,71.33,71330.0
2/10/23,15.0,71.33,71330.0
2/10/23,16.0,71.35,71350.0
2/10/23,17.0,71.19,71190.0
2/10/23,18.0,69.95,69950.0
2/10/23,19.0,69.47,69470.0
2/10/23,20.0,69.53,69530.0
2/10/23,21.0,69.45,69450.0
2/10/23,22.0,69.39,69390.0
2/10/23,23.0,69.26,69260.0
2/10/23,24.0,69.24,69240.0
2/11/23,1.0,69.3,69300.0
2/11/23,2.0,69.06,69060.0
2/11/23,3.0,68.9,68900.0
2/11/23,4.0,68.93,68930.0
2/11/23,5.0,69.0,69000.0
2/11/23,6.0,68.98,68980.0
2/11/23,7.0,69.08,69080.0
2/11/23,8.0,68.91,68910.0
2/11/23,9.0,70.57,70570.0
2/11/23,10.0,71.55,71550.0
2/11/23,11.0,71.47,71470.0
2/11/23,12.0,71.45,71450.0
2/11/23,13.0,71.24,71240.0
2/11/23,14.0,70.74,70740.0
2/11/23,15.0,70.41,70410.0
2/11/23,16.0,70.42,70420.0
2/11/23,17.0,70.41,70410.0
2/11/23,18.0,70.29,70290.0
2/11/23,19.0,70.13,70130.0
2/11/23,20.0,69.98,69980.0
2/11/23,21.0,69.94,69940.0
2/11/23,22.0,70.0,70000.0
2/11/23,23.0,69.91,69910.0
2/11/23,24.0,69.84,69840.0
2/12/23,1.0,69.98,69980.0
2/12/23,2.0,69.97,69970.0
2/12/23,3.0,69.99,69990.0
2/12/23,4.0,70.01,70010.0
2/12/23,5.0,70.01,70010.0
2/12/23,6.0,70.05,70050.0
2/12/23,7.0,70.07,70070.0
2/12/23,8.0,70.05,70050.0
2/12/23,9.0,70.04,70040.0
2/12/23,10.0,70.25,70250.0
2/12/23,11.0,70.46,70460.0
2/12/23,12.0,70.52,70520.0
2/12/23,13.0,70.69,70690.0
2/12/23,14.0,70.92,70920.0
2/12/23,15.0,70.68,70680.0
2/12/23,16.0,70.71,70710.0
2/12/23,17.0,70.64,70640.0
2/12/23,18.0,70.61,70610.0
2/12/23,19.0,70.53,70530.0
2/12/23,20.0,70.47,70470.0
2/12/23,21.0,70.51,70510.0
2/12/23,22.0,70.43,70430.0
2/12/23,23.0,70.25,70250.0
2/12/23,24.0,70.1,70100.0
2/13/23,1.0,69.98,69980.0
2/13/23,2.0,69.93,69930.0
2/13/23,3.0,69.82,69820.0
2/13/23,4.0,69.8,69800.0
2/13/23,5.0,69.77,69770.0
2/13/23,6.0,69.69,69690.0
2/13/23,7.0,69.65,69650.0
2/13/23,8.0,69.79,69790.0
2/13/23,9.0,69.95,69950.0
2/13/23,10.0,70.47,70470.0
2/13/23,11.0,71.08,71080.0
2/13/23,12.0,71.6,71600.0
2/13/23,13.0,71.77,71770.0
2/13/23,14.0,71.68,71680.0
2/13/23,15.0,71.42,71420.0
2/13/23,16.0,71.42,71420.0
2/13/23,17.0,71.24,71240.0
2/13/23,18.0,71.09,71090.0
2/13/23,19.0,45.72,45720.0
2/13/23,20.0,69.88,69880.0
2/13/23,21.0,69.54,69540.0
2/13/23,22.0,71.12,71120.0
2/13/23,23.0,70.92,70920.0
2/13/23,24.0,71.07,71070.0
2/14/23,1.0,71.08,71080.0
2/14/23,2.0,71.01,71010.0
2/14/23,3.0,70.81,70810.0
2/14/23,4.0,70.57,70570.0
2/14/23,5.0,70.3,70300.0
2/14/23,6.0,69.93,69930.0
2/14/23,7.0,69.83,69830.0
2/14/23,8.0,69.76,69760.0
2/14/23,9.0,69.91,69910.0
2/14/23,10.0,71.4,71400.0
2/14/23,11.0,72.01,72010.0
2/14/23,12.0,71.8,71800.0
2/14/23,13.0,71.71,71710.0
2/14/23,14.0,71.29,71290.0
2/14/23,15.0,70.75,70750.0
2/14/23,16.0,70.7,70700.0
2/14/23,17.0,70.38,70380.0
2/14/23,18.0,69.77,69770.0
2/14/23,19.0,68.52,68520.0
2/14/23,20.0,66.97,66970.0
2/14/23,21.0,67.67,67670.0
2/14/23,22.0,69.83,69830.0
2/14/23,23.0,71.81,71810.0
2/14/23,24.0,71.72,71720.0
2/15/23,1.0,71.41,71410.0
2/15/23,2.0,71.31,71310.0
2/15/23,3.0,71.39,71390.0
2/15/23,4.0,71.16,71160.0
2/15/23,5.0,71.24,71240.0
2/15/23,6.0,71.14,71140.0
2/15/23,7.0,71.4,71400.0
2/15/23,8.0,71.45,71450.0
2/15/23,9.0,64.36,64360.0
2/15/23,10.0,54.73,54730.0
2/15/23,11.0,56.06,56060.0
2/15/23,12.0,56.53,56530.0
2/15/23,13.0,54.81,54810.0
2/15/23,14.0,54.88,54880.0
2/15/23,15.0,55.0,55000.0
2/15/23,16.0,55.76,55760.0
2/15/23,17.0,54.99,54990.0
2/15/23,18.0,55.3,55300.0
2/15/23,19.0,56.58,56580.0
2/15/23,20.0,56.4,56400.0
2/15/23,21.0,56.31,56310.0
2/15/23,22.0,62.09,62090.0
2/15/23,23.0,71.52,71520.0
2/15/23,24.0,71.72,71720.0
2/16/23,1.0,71.75,71750.0
2/16/23,2.0,71.96,71960.0
2/16/23,3.0,72.08,72080.0
2/16/23,4.0,72.06,72060.0
2/16/23,5.0,72.06,72060.0
2/16/23,6.0,71.88,71880.0
2/16/23,7.0,71.88,71880.0
2/16/23,8.0,71.75,71750.0
2/16/23,9.0,68.66,68660.0
2/16/23,10.0,55.95,55950.0
2/16/23,11.0,56.84,56840.0
2/16/23,12.0,56.97,56970.0
2/16/23,13.0,57.03,57030.0
2/16/23,14.0,56.94,56940.0
2/16/23,15.0,57.03,57030.0
2/16/23,16.0,57.09,57090.0
2/16/23,17.0,57.04,57040.0
2/16/23,18.0,57.01,57010.0
2/16/23,19.0,56.85,56850.0
2/16/23,20.0,56.82,56820.0
2/16/23,21.0,56.69,56690.0
2/16/23,22.0,56.65,56650.0
2/16/23,23.0,56.61,56610.0
2/16/23,24.0,55.68,55680.0
2/17/23,1.0,68.45,68450.0
2/17/23,2.0,71.24,71240.0
2/17/23,3.0,71.54,71540.0
2/17/23,4.0,71.41,71410.0
2/17/23,5.0,71.41,71410.0
2/17/23,6.0,71.32,71320.0
2/17/23,7.0,71.45,71450.0
2/17/23,8.0,71.44,71440.0
2/17/23,9.0,71.05,71050.0
2/17/23,10.0,70.54,70540.0
2/17/23,11.0,70.14,70140.0
2/17/23,12.0,70.05,70050.0
2/17/23,13.0,69.47,69470.0
2/17/23,14.0,69.71,69710.0
2/17/23,15.0,69.81,69810.0
2/17/23,16.0,69.69,69690.0
2/17/23,17.0,69.3,69300.0
2/17/23,18.0,68.96,68960.0
2/17/23,19.0,68.59,68590.0
2/17/23,20.0,68.32,68320.0
2/17/23,21.0,70.22,70220.0
2/17/23,22.0,70.74,70740.0
2/17/23,23.0,70.72,70720.0
2/17/23,24.0,70.54,70540.0
2/18/23,1.0,70.36,70360.0
2/18/23,2.0,70.17,70170.0
2/18/23,3.0,70.0,70000.0
2/18/23,4.0,69.86,69860.0
2/18/23,5.0,69.78,69780.0
2/18/23,6.0,69.7,69700.0
2/18/23,7.0,69.68,69680.0
2/18/23,8.0,69.69,69690.0
2/18/23,9.0,70.04,70040.0
2/18/23,10.0,70.59,70590.0
2/18/23,11.0,70.92,70920.0
2/18/23,12.0,71.29,71290.0
2/18/23,13.0,71.55,71550.0
2/18/23,14.0,71.82,71820.0
2/18/23,15.0,71.83,71830.0
2/18/23,16.0,71.96,71960.0
2/18/23,17.0,72.01,72010.0
2/18/23,18.0,71.91,71910.0
2/18/23,19.0,71.55,71550.0
2/18/23,20.0,70.99,70990.0
2/18/23,21.0,70.78,70780.0
2/18/23,22.0,70.51,70510.0
2/18/23,23.0,70.6,70600.0
2/18/23,24.0,70.71,70710.0
2/19/23,1.0,70.59,70590.0
2/19/23,2.0,70.38,70380.0
2/19/23,3.0,70.29,70290.0
2/19/23,4.0,70.42,70420.0
2/19/23,5.0,70.35,70350.0
2/19/23,6.0,70.42,70420.0
2/19/23,7.0,70.63,70630.0
2/19/23,8.0,70.41,70410.0
2/19/23,9.0,70.65,70650.0
2/19/23,10.0,71.57,71570.0
2/19/23,11.0,71.79,71790.0
2/19/23,12.0,72.12,72120.0
2/19/23,13.0,71.92,71920.0
2/19/23,14.0,71.32,71320.0
2/19/23,15.0,71.52,71520.0
2/19/23,16.0,71.79,71790.0
2/19/23,17.0,70.83,70830.0
2/19/23,18.0,70.91,70910.0
2/19/23,19.0,70.61,70610.0
2/19/23,20.0,70.15,70150.0
2/19/23,21.0,70.58,70580.0
2/19/23,22.0,71.94,71940.0
2/19/23,23.0,71.82,71820.0
2/19/23,24.0,71.59,71590.0
2/20/23,1.0,71.45,71450.0
2/20/23,2.0,71.28,71280.0
2/20/23,3.0,71.22,71220.0
2/20/23,4.0,71.16,71160.0
2/20/23,5.0,71.28,71280.0
2/20/23,6.0,71.17,71170.0
2/20/23,7.0,71.08,71080.0
2/20/23,8.0,70.96,70960.0
2/20/23,9.0,71.51,71510.0
2/20/23,10.0,71.97,71970.0
2/20/23,11.0,72.35,72350.0
2/20/23,12.0,72.31,72310.0
2/20/23,13.0,72.02,72020.0
2/20/23,14.0,71.14,71140.0
2/20/23,15.0,70.74,70740.0
2/20/23,16.0,70.44,70440.0
2/20/23,17.0,70.59,70590.0
2/20/23,18.0,70.42,70420.0
2/20/23,19.0,69.91,69910.0
2/20/23,20.0,70.04,70040.0
2/20/23,21.0,69.73,69730.0
2/20/23,22.0,71.14,71140.0
2/20/23,23.0,71.37,71370.0
2/20/23,24.0,71.16,71160.0
2/21/23,1.0,71.33,71330.0
2/21/23,2.0,71.42,71420.0
2/21/23,3.0,71.61,71610.0
2/21/23,4.0,71.59,71590.0
2/21/23,5.0,71.52,71520.0
2/21/23,6.0,71.61,71610.0
2/21/23,7.0,71.69,71690.0
2/21/23,8.0,71.66,71660.0
2/21/23,9.0,71.71,71710.0
2/21/23,10.0,71.63,71630.0
2/21/23,11.0,71.28,71280.0
2/21/23,12.0,70.36,70360.0
2/21/23,13.0,70.29,70290.0
2/21/23,14.0,69.31,69310.0
2/21/23,15.0,69.12,69120.0
2/21/23,16.0,68.7,68700.0
2/21/23,17.0,68.77,68770.0
2/21/23,18.0,68.59,68590.0
2/21/23,19.0,68.66,68660.0
2/21/23,20.0,68.54,68540.0
2/21/23,21.0,68.4,68400.0
2/21/23,22.0,68.58,68580.0
2/21/23,23.0,68.43,68430.0
2/21/23,24.0,68.26,68260.0
2/22/23,1.0,68.15,68150.0
2/22/23,2.0,68.06,68060.0
2/22/23,3.0,67.79,67790.0
2/22/23,4.0,67.76,67760.0
2/22/23,5.0,67.77,67770.0
2/22/23,6.0,65.76,65760.0
2/22/23,7.0,55.99,55990.0
2/22/23,8.0,56.31,56310.0
2/22/23,9.0,56.52,56520.0
2/22/23,10.0,56.66,56660.0
2/22/23,11.0,56.78,56780.0
2/22/23,12.0,57.04,57040.0
2/22/23,13.0,57.09,57090.0
2/22/23,14.0,57.21,57210.0
2/22/23,15.0,57.23,57230.0
2/22/23,16.0,57.03,57030.0
2/22/23,17.0,57.16,57160.0
2/22/23,18.0,57.03,57030.0
2/22/23,19.0,57.05,57050.0
2/22/23,20.0,56.96,56960.0
2/22/23,21.0,56.92,56920.0
2/22/23,22.0,56.84,56840.0
2/22/23,23.0,56.72,56720.0
2/22/23,24.0,56.61,56610.0
2/23/23,1.0,56.59,56590.0
2/23/23,2.0,56.64,56640.0
2/23/23,3.0,56.48,56480.0
2/23/23,4.0,56.39,56390.0
2/23/23,5.0,56.42,56420.0
2/23/23,6.0,56.45,56450.0
2/23/23,7.0,56.3,56300.0
2/23/23,8.0,56.27,56270.0
2/23/23,9.0,56.5,56500.0
2/23/23,10.0,56.64,56640.0
2/23/23,11.0,56.66,56660.0
2/23/23,12.0,56.74,56740.0
2/23/23,13.0,57.0,57000.0
2/23/23,14.0,57.07,57070.0
2/23/23,15.0,56.97,56970.0
2/23/23,16.0,56.99,56990.0
2/23/23,17.0,57.07,57070.0
2/23/23,18.0,57.04,57040.0
2/23/23,19.0,57.05,57050.0
2/23/23,20.0,56.94,56940.0
2/23/23,21.0,56.78,56780.0
2/23/23,22.0,56.76,56760.0
2/23/23,23.0,56.75,56750.0
2/23/23,24.0,56.58,56580.0
2/24/23,1.0,56.37,56370.0
2/24/23,2.0,63.66,63660.0
2/24/23,3.0,72.27,72270.0
2/24/23,4.0,71.95,71950.0
2/24/23,5.0,71.78,71780.0
2/24/23,6.0,71.76,71760.0
2/24/23,7.0,71.78,71780.0
2/24/23,8.0,71.72,71720.0
2/24/23,9.0,70.14,70140.0
2/24/23,10.0,55.79,55790.0
2/24/23,11.0,56.61,56610.0
2/24/23,12.0,56.67,56670.0
2/24/23,13.0,56.86,56860.0
2/24/23,14.0,56.77,56770.0
2/24/23,15.0,57.02,57020.0
2/24/23,16.0,56.86,56860.0
2/24/23,17.0,56.83,56830.0
2/24/23,18.0,56.78,56780.0
2/24/23,19.0,56.81,56810.0
2/24/23,20.0,58.18,58180.0
2/24/23,21.0,71.3,71300.0
2/24/23,22.0,71.02,71020.0
2/24/23,23.0,71.71,71710.0
2/24/23,24.0,70.71,70710.0
2/25/23,1.0,69.53,69530.0
2/25/23,2.0,68.99,68990.0
2/25/23,3.0,68.71,68710.0
2/25/23,4.0,68.73,68730.0
2/25/23,5.0,68.65,68650.0
2/25/23,6.0,68.66,68660.0
2/25/23,7.0,68.76,68760.0
2/25/23,8.0,68.76,68760.0
2/25/23,9.0,68.66,68660.0
2/25/23,10.0,68.86,68860.0
2/25/23,11.0,68.98,68980.0
2/25/23,12.0,69.21,69210.0
2/25/23,13.0,69.47,69470.0
2/25/23,14.0,70.04,70040.0
2/25/23,15.0,70.36,70360.0
2/25/23,16.0,70.8,70800.0
2/25/23,17.0,70.75,70750.0
2/25/23,18.0,70.67,70670.0
2/25/23,19.0,70.59,70590.0
2/25/23,20.0,70.12,70120.0
2/25/23,21.0,70.19,70190.0
2/25/23,22.0,70.44,70440.0
2/25/23,23.0,70.27,70270.0
2/25/23,24.0,70.29,70290.0
2/26/23,1.0,70.14,70140.0
2/26/23,2.0,70.02,70020.0
2/26/23,3.0,70.27,70270.0
2/26/23,4.0,70.03,70030.0
2/26/23,5.0,70.01,70010.0
2/26/23,6.0,70.0,70000.0
2/26/23,7.0,70.01,70010.0
2/26/23,8.0,69.89,69890.0
2/26/23,9.0,69.98,69980.0
2/26/23,10.0,70.41,70410.0
2/26/23,11.0,70.98,70980.0
2/26/23,12.0,71.33,71330.0
2/26/23,13.0,71.23,71230.0
2/26/23,14.0,70.98,70980.0
2/26/23,15.0,70.25,70250.0
2/26/23,16.0,70.14,70140.0
2/26/23,17.0,69.97,69970.0
2/26/23,18.0,69.91,69910.0
2/26/23,19.0,69.32,69320.0
2/26/23,20.0,69.38,69380.0
2/26/23,21.0,68.83,68830.0
2/26/23,22.0,70.44,70440.0
2/26/23,23.0,71.55,71550.0
2/26/23,24.0,71.22,71220.0
2/27/23,1.0,70.83,70830.0
2/27/23,2.0,70.64,70640.0
2/27/23,3.0,70.33,70330.0
2/27/23,4.0,70.43,70430.0
2/27/23,5.0,70.69,70690.0
2/27/23,6.0,71.35,71350.0
2/27/23,7.0,71.08,71080.0
2/27/23,8.0,70.78,70780.0
2/27/23,9.0,70.73,70730.0
2/27/23,10.0,60.2,60200.0
2/27/23,11.0,62.05,62050.0
2/27/23,12.0,71.64,71640.0
2/27/23,13.0,71.65,71650.0
2/27/23,14.0,71.42,71420.0
2/27/23,15.0,71.05,71050.0
2/27/23,16.0,70.39,70390.0
2/27/23,17.0,70.06,70060.0
2/27/23,18.0,69.97,69970.0
2/27/23,19.0,69.83,69830.0
2/27/23,20.0,69.83,69830.0
2/27/23,21.0,69.71,69710.0
2/27/23,22.0,69.43,69430.0
2/27/23,23.0,69.11,69110.0
2/27/23,24.0,70.14,70140.0
2/28/23,1.0,71.45,71450.0
2/28/23,2.0,71.34,71340.0
2/28/23,3.0,71.28,71280.0
2/28/23,4.0,71.25,71250.0
2/28/23,5.0,71.13,71130.0
2/28/23,6.0,70.85,70850.0
2/28/23,7.0,70.66,70660.0
2/28/23,8.0,70.75,70750.0
2/28/23,9.0,70.97,70970.0
2/28/23,10.0,71.34,71340.0
2/28/23,11.0,71.17,71170.0
2/28/23,12.0,70.78,70780.0
2/28/23,13.0,69.74,69740.0
2/28/23,14.0,69.04,69040.0
2/28/23,15.0,68.56,68560.0
2/28/23,16.0,68.38,68380.0
2/28/23,17.0,68.21,68210.0
2/28/23,18.0,68.07,68070.0
2/28/23,19.0,67.49,67490.0
2/28/23,20.0,66.52,66520.0
2/28/23,21.0,65.73,65730.0
2/28/23,22.0,65.46,65459.99999999999
2/28/23,23.0,68.98,68980.0
2/28/23,24.0,71.2,71200.0
3/1/23,1.0,71.17,71170.0
3/1/23,2.0,71.11,71110.0
3/1/23,3.0,71.09,71090.0
3/1/23,4.0,71.47,71470.0
3/1/23,5.0,71.4,71400.0
3/1/23,6.0,71.44,71440.0
3/1/23,7.0,71.48,71480.0
3/1/23,8.0,71.43,71430.0
3/1/23,9.0,71.51,71510.0
3/1/23,10.0,71.39,71390.0
3/1/23,11.0,71.3,71300.0
3/1/23,12.0,71.08,71080.0
3/1/23,13.0,70.01,70010.0
3/1/23,14.0,69.34,69340.0
3/1/23,15.0,68.52,68520.0
3/1/23,16.0,68.43,68430.0
3/1/23,17.0,68.22,68220.0
3/1/23,18.0,68.12,68120.0
3/1/23,19.0,68.25,68250.0
3/1/23,20.0,67.9,67900.0
3/1/23,21.0,68.13,68130.0
3/1/23,22.0,68.01,68010.0
3/1/23,23.0,67.86,67860.0
3/1/23,24.0,70.84,70840.0
3/2/23,1.0,70.85,70850.0
3/2/23,2.0,70.53,70530.0
3/2/23,3.0,70.22,70220.0
3/2/23,4.0,69.98,69980.0
3/2/23,5.0,70.44,70440.0
3/2/23,6.0,70.37,70370.0
3/2/23,7.0,70.17,70170.0
3/2/23,8.0,70.24,70240.0
3/2/23,9.0,70.17,70170.0
3/2/23,10.0,70.35,70350.0
3/2/23,11.0,70.31,70310.0
3/2/23,12.0,70.15,70150.0
3/2/23,13.0,69.14,69140.0
3/2/23,14.0,68.85,68850.0
3/2/23,15.0,71.46,71460.0
3/2/23,16.0,71.6,71600.0
3/2/23,17.0,71.68,71680.0
3/2/23,18.0,71.41,71410.0
3/2/23,19.0,71.0,71000.0
3/2/23,20.0,70.92,70920.0
3/2/23,21.0,71.38,71380.0
3/2/23,22.0,71.19,71190.0
3/2/23,23.0,71.38,71380.0
3/2/23,24.0,71.55,71550.0
3/3/23,1.0,71.19,71190.0
3/3/23,2.0,71.97,71970.0
3/3/23,3.0,71.61,71610.0
3/3/23,4.0,71.92,71920.0
3/3/23,5.0,72.12,72120.0
3/3/23,6.0,71.9,71900.0
3/3/23,7.0,71.69,71690.0
3/3/23,8.0,71.57,71570.0
3/3/23,9.0,72.11,72110.0
3/3/23,10.0,71.69,71690.0
3/3/23,11.0,71.05,71050.0
3/3/23,12.0,71.25,71250.0
3/3/23,13.0,70.72,70720.0
3/3/23,14.0,69.16,69160.0
3/3/23,15.0,68.89,68890.0
3/3/23,16.0,68.5,68500.0
3/3/23,17.0,68.55,68550.0
3/3/23,18.0,68.52,68520.0
3/3/23,19.0,68.88,68880.0
3/3/23,20.0,68.89,68890.0
3/3/23,21.0,68.54,68540.0
3/3/23,22.0,68.06,68060.0
3/3/23,23.0,67.1,67100.0
3/3/23,24.0,66.55,66550.0
3/4/23,1.0,66.21,66210.0
3/4/23,2.0,67.81,67810.0
3/4/23,3.0,71.37,71370.0
3/4/23,4.0,70.84,70840.0
3/4/23,5.0,70.5,70500.0
3/4/23,6.0,70.52,70520.0
3/4/23,7.0,70.26,70260.0
3/4/23,8.0,70.28,70280.0
3/4/23,9.0,70.82,70820.0
3/4/23,10.0,71.42,71420.0
3/4/23,11.0,71.11,71110.0
3/4/23,12.0,70.39,70390.0
3/4/23,13.0,71.04,71040.0
3/4/23,14.0,70.57,70570.0
3/4/23,15.0,69.96,69960.0
3/4/23,16.0,69.94,69940.0
3/4/23,17.0,69.97,69970.0
3/4/23,18.0,69.85,69850.0
3/4/23,19.0,69.42,69420.0
3/4/23,20.0,68.62,68620.0
3/4/23,21.0,68.21,68210.0
3/4/23,22.0,70.78,70780.0
3/4/23,23.0,71.15,71150.0
3/4/23,24.0,70.77,70770.0
3/5/23,1.0,70.52,70520.0
3/5/23,2.0,70.18,70180.0
3/5/23,3.0,69.82,69820.0
3/5/23,4.0,69.61,69610.0
3/5/23,5.0,69.48,69480.0
3/5/23,6.0,69.57,69570.0
3/5/23,7.0,69.73,69730.0
3/5/23,8.0,69.85,69850.0
3/5/23,9.0,70.29,70290.0
3/5/23,10.0,70.95,70950.0
3/5/23,11.0,71.19,71190.0
3/5/23,12.0,71.48,71480.0
3/5/23,13.0,71.71,71710.0
3/5/23,14.0,71.16,71160.0
3/5/23,15.0,71.06,71060.0
3/5/23,16.0,70.12,70120.0
3/5/23,17.0,70.58,70580.0
3/5/23,18.0,70.58,70580.0
3/5/23,19.0,69.71,69710.0
3/5/23,20.0,68.76,68760.0
3/5/23,21.0,68.22,68220.0
3/5/23,22.0,68.43,68430.0
3/5/23,23.0,71.03,71030.0
3/5/23,24.0,71.23,71230.0
3/6/23,1.0,70.41,70410.0
3/6/23,2.0,70.2,70200.0
3/6/23,3.0,69.81,69810.0
3/6/23,4.0,69.8,69800.0
3/6/23,5.0,69.81,69810.0
3/6/23,6.0,69.84,69840.0
3/6/23,7.0,69.84,69840.0
3/6/23,8.0,70.15,70150.0
3/6/23,9.0,70.57,70570.0
3/6/23,10.0,71.28,71280.0
3/6/23,11.0,71.72,71720.0
3/6/23,12.0,71.33,71330.0
3/6/23,13.0,70.95,70950.0
3/6/23,14.0,70.16,70160.0
3/6/23,15.0,69.21,69210.0
3/6/23,16.0,68.94,68940.0
3/6/23,17.0,68.23,68230.0
3/6/23,18.0,68.9,68900.0
3/6/23,19.0,68.22,68220.0
3/6/23,20.0,67.57,67570.0
3/6/23,21.0,67.84,67840.0
3/6/23,22.0,69.28,69280.0
3/6/23,23.0,71.81,71810.0
3/6/23,24.0,71.28,71280.0
3/7/23,1.0,70.87,70870.0
3/7/23,2.0,70.41,70410.0
3/7/23,3.0,70.22,70220.0
3/7/23,4.0,69.89,69890.0
3/7/23,5.0,70.11,70110.0
3/7/23,6.0,70.71,70710.0
3/7/23,7.0,70.56,70560.0
3/7/23,8.0,70.32,70320.0
3/7/23,9.0,70.62,70620.0
3/7/23,10.0,71.06,71060.0
3/7/23,11.0,70.56,70560.0
3/7/23,12.0,70.12,70120.0
3/7/23,13.0,69.19,69190.0
3/7/23,14.0,68.86,68860.0
3/7/23,15.0,68.28,68280.0
3/7/23,16.0,67.48,67480.0
3/7/23,17.0,67.29,67290.0
3/7/23,18.0,68.02,68020.0
3/7/23,19.0,67.61,67610.0
3/7/23,20.0,66.65,66650.0
3/7/23,21.0,67.2,67200.0
3/7/23,22.0,71.2,71200.0
3/7/23,23.0,71.5,71500.0
3/7/23,24.0,70.89,70890.0
3/8/23,1.0,70.69,70690.0
3/8/23,2.0,70.46,70460.0
3/8/23,3.0,70.2,70200.0
3/8/23,4.0,69.85,69850.0
3/8/23,5.0,69.38,69380.0
3/8/23,6.0,69.09,69090.0
3/8/23,7.0,68.97,68970.0
3/8/23,8.0,68.89,68890.0
3/8/23,9.0,69.21,69210.0
3/8/23,10.0,69.53,69530.0
3/8/23,11.0,69.94,69940.0
3/8/23,12.0,70.39,70390.0
3/8/23,13.0,70.59,70590.0
3/8/23,14.0,70.94,70940.0
3/8/23,15.0,71.11,71110.0
3/8/23,16.0,72.22,72220.0
3/8/23,17.0,72.49,72490.0
3/8/23,18.0,71.65,71650.0
3/8/23,19.0,70.88,70880.0
3/8/23,20.0,70.96,70960.0
3/8/23,21.0,71.68,71680.0
3/8/23,22.0,71.88,71880.0
3/8/23,23.0,72.12,72120.0
3/8/23,24.0,72.68,72680.0
3/9/23,1.0,72.76,72760.0
3/9/23,2.0,73.06,73060.0
3/9/23,3.0,72.58,72580.0
3/9/23,4.0,72.15,72150.0
3/9/23,5.0,72.06,72060.0
3/9/23,6.0,72.53,72530.0
3/9/23,7.0,72.36,72360.0
3/9/23,8.0,72.28,72280.0
3/9/23,9.0,72.66,72660.0
3/9/23,10.0,72.97,72970.0
3/9/23,11.0,73.25,73250.0
3/9/23,12.0,73.11,73110.0
3/9/23,13.0,73.2,73200.0
3/9/23,14.0,73.33,73330.0
3/9/23,15.0,73.09,73090.0
3/9/23,16.0,72.76,72760.0
3/9/23,17.0,71.58,71580.0
3/9/23,18.0,71.13,71130.0
3/9/23,19.0,71.45,71450.0
3/9/23,20.0,71.22,71220.0
3/9/23,21.0,70.97,70970.0
3/9/23,22.0,70.3,70300.0
3/9/23,23.0,70.76,70760.0
3/9/23,24.0,70.23,70230.0
3/10/23,1.0,70.26,70260.0
3/10/23,2.0,71.68,71680.0
3/10/23,3.0,71.95,71950.0
3/10/23,4.0,72.08,72080.0
3/10/23,5.0,72.13,72130.0
3/10/23,6.0,72.19,72190.0
3/10/23,7.0,72.05,72050.0
3/10/23,8.0,72.35,72350.0
3/10/23,9.0,72.42,72420.0
3/10/23,10.0,72.48,72480.0
3/10/23,11.0,72.75,72750.0
3/10/23,12.0,72.9,72900.0
3/10/23,13.0,72.98,72980.0
