January,Hour,MWh,February,Hour,MWh,March,Hour,MWh,April,Hour,MWh,May,Hour,MWh,June,Hour,MWh,July,Hour,MWh,August,Hour,MWh,September,Hour,MWh
1/25/23,9,70.75,2/25/23,9,68.66,3/25/23,10,69.19,4/25/23,9,72.57,5/25/23,9,73.45,6/25/23,9,71.65,7/25/23,9,70.01,8/25/23,9,68.36,9/25/23,9,66.24
1/25/23,10,70.97,2/25/23,10,68.86,3/25/23,11,67.4,4/25/23,10,72.76,5/25/23,10,73.32,6/25/23,10,71.12,7/25/23,10,69.12,8/25/23,10,67.76,9/25/23,10,67.15
1/25/23,11,70.71,2/25/23,11,68.98,3/25/23,12,66.59,4/25/23,11,73.04,5/25/23,11,72.78,6/25/23,11,69.51,7/25/23,11,68.5,8/25/23,11,65.34,9/25/23,11,67.68
1/25/23,12,70.74,2/25/23,12,69.21,3/25/23,13,67.3,4/25/23,12,73.03,5/25/23,12,72.26,6/25/23,12,68.27,7/25/23,12,66.41,8/25/23,12,62.7,9/25/23,12,67.6
1/25/23,13,70.29,2/25/23,13,69.47,3/25/23,14,68.49,4/25/23,13,72.55,5/25/23,13,72.23,6/25/23,13,66.87,7/25/23,13,63.8,8/25/23,13,60.28,9/25/23,13,66.67
1/25/23,14,69.96,2/25/23,14,70.04,3/25/23,15,68.97,4/25/23,14,72.39,5/25/23,14,71.46,6/25/23,14,65.45,7/25/23,14,62.54,8/25/23,14,57.64,9/25/23,14,65.96
1/25/23,15,69.35,2/25/23,15,70.36,3/25/23,16,69.16,4/25/23,15,71.89,5/25/23,15,71.13,6/25/23,15,64.48,7/25/23,15,61.94,8/25/23,15,57.29,9/25/23,15,63.91
1/25/23,16,69.89,2/25/23,16,70.8,3/25/23,17,69.1,4/25/23,16,70.75,5/25/23,16,71,6/25/23,16,63.46,7/25/23,16,61.62,8/25/23,16,57.19,9/25/23,16,63.55
1/25/23,17,70.32,2/25/23,17,70.75,3/25/23,18,68.49,4/25/23,17,70.24,5/25/23,17,71.02,6/25/23,17,63.36,7/25/23,17,61.24,8/25/23,17,56.27,9/25/23,17,63.49
1/25/23,18,70.55,2/25/23,18,70.67,3/25/23,19,68.73,4/25/23,18,70.2,5/25/23,18,71,6/25/23,18,63.37,7/25/23,18,61.01,8/25/23,18,12.86,9/25/23,18,63
1/25/23,19,70.46,2/25/23,19,70.59,3/25/23,20,68.61,4/25/23,19,70.09,5/25/23,19,70.88,6/25/23,19,63.46,7/25/23,19,60.8,8/25/23,19,10.15,9/25/23,19,62.12
1/25/23,20,70.33,2/25/23,20,70.12,3/25/23,21,68.65,4/25/23,20,69.82,5/25/23,20,70.56,6/25/23,20,63.4,7/25/23,20,61.12,8/25/23,20,53.52,9/25/23,20,61.49
1/25/23,21,70.07,2/25/23,21,70.19,3/25/23,22,69.27,4/25/23,21,68.86,5/25/23,21,70.11,6/25/23,21,61.8,7/25/23,21,60.79,8/25/23,21,57.21,9/25/23,21,60.87
1/25/23,22,69.58,2/25/23,22,70.44,3/25/23,23,69.38,4/25/23,22,67.23,5/25/23,22,69.62,6/25/23,22,61.04,7/25/23,22,59.9,8/25/23,22,57.22,9/25/23,22,60.47
1/25/23,23,69.11,2/25/23,23,70.27,3/25/23,24,69.27,4/25/23,23,66.95,5/25/23,23,69.4,6/25/23,23,61.08,7/25/23,23,60.13,8/25/23,23,57.2,9/25/23,23,60.35
1/25/23,24,69.8,2/25/23,24,70.29,3/26/23,1,69.05,4/25/23,24,66.9,5/25/23,24,69,6/25/23,24,61.07,7/25/23,24,59.86,8/25/23,24,56.91,9/25/23,24,59.89
1/26/23,1,70.1,2/26/23,1,70.14,3/26/23,2,69.12,4/26/23,1,68.86,5/26/23,1,70.66,6/26/23,1,60.86,7/26/23,1,59.62,8/26/23,1,57.83,9/26/23,1,59.48
1/26/23,2,70.08,2/26/23,2,70.02,3/26/23,3,69.27,4/26/23,2,71.08,5/26/23,2,71.98,6/26/23,2,60.95,7/26/23,2,58.85,8/26/23,2,59.33,9/26/23,2,59.35
1/26/23,3,69.86,2/26/23,3,70.27,3/26/23,4,69.12,4/26/23,3,69.23,5/26/23,3,71.73,6/26/23,3,60.67,7/26/23,3,58.53,8/26/23,3,58.98,9/26/23,3,58.68
1/26/23,4,69.63,2/26/23,4,70.03,3/26/23,5,69.06,4/26/23,4,69.15,5/26/23,4,71.33,6/26/23,4,60.59,7/26/23,4,58.34,8/26/23,4,61.71,9/26/23,4,69.15
1/26/23,5,69.49,2/26/23,5,70.01,3/26/23,6,68.94,4/26/23,5,69.04,5/26/23,5,71.09,6/26/23,5,62.58,7/26/23,5,63.97,8/26/23,5,68.61,9/26/23,5,68.71
1/26/23,6,69.37,2/26/23,6,70,3/26/23,7,69.33,4/26/23,6,69.21,5/26/23,6,70.85,6/26/23,6,72.24,7/26/23,6,68.85,8/26/23,6,68.58,9/26/23,6,67.69
1/26/23,7,69.36,2/26/23,7,70.01,3/26/23,8,69.51,4/26/23,7,69.88,5/26/23,7,70.81,6/26/23,7,72.6,7/26/23,7,68.76,8/26/23,7,68.02,9/26/23,7,67.41
1/26/23,8,69.24,2/26/23,8,69.89,3/26/23,9,69.48,4/26/23,8,69.94,5/26/23,8,70.72,6/26/23,8,72.67,7/26/23,8,68.85,8/26/23,8,67.97,9/26/23,8,67.56
1/26/23,9,69.44,2/26/23,9,69.98,3/26/23,10,69.09,4/26/23,9,70.06,5/26/23,9,70.91,6/26/23,9,71.97,7/26/23,9,69.07,8/26/23,9,68.07,9/26/23,9,67.94
1/26/23,10,69.63,2/26/23,10,70.41,3/26/23,11,67.98,4/26/23,10,71.62,5/26/23,10,71.28,6/26/23,10,71.85,7/26/23,10,67.78,8/26/23,10,67.24,9/26/23,10,68.44
1/26/23,11,69.76,2/26/23,11,70.98,3/26/23,12,66.61,4/26/23,11,71.95,5/26/23,11,71.68,6/26/23,11,70.18,7/26/23,11,65.46,8/26/23,11,64.74,9/26/23,11,67.82
1/26/23,12,70.03,2/26/23,12,71.33,3/26/23,13,66.64,4/26/23,12,71.91,5/26/23,12,72.01,6/26/23,12,68.82,7/26/23,12,63.12,8/26/23,12,61.97,9/26/23,12,66.48
1/26/23,13,70.33,2/26/23,13,71.23,3/26/23,14,67.95,4/26/23,13,71.98,5/26/23,13,72.03,6/26/23,13,67.14,7/26/23,13,61.88,8/26/23,13,59.24,9/26/23,13,66.05
1/26/23,14,70.34,2/26/23,14,70.98,3/26/23,15,68.49,4/26/23,14,70.88,5/26/23,14,72.1,6/26/23,14,65.05,7/26/23,14,61.1,8/26/23,14,57.51,9/26/23,14,65.78
1/26/23,15,70.52,2/26/23,15,70.25,3/26/23,16,68.77,4/26/23,15,70.97,5/26/23,15,71.98,6/26/23,15,63.93,7/26/23,15,60.17,8/26/23,15,55.75,9/26/23,15,65.81
1/26/23,16,70.65,2/26/23,16,70.14,3/26/23,17,68.97,4/26/23,16,70.78,5/26/23,16,71.73,6/26/23,16,63.31,7/26/23,16,59.23,8/26/23,16,55.07,9/26/23,16,65.62
1/26/23,17,70.61,2/26/23,17,69.97,3/26/23,18,68.3,4/26/23,17,71.14,5/26/23,17,71.52,6/26/23,17,63.39,7/26/23,17,58.84,8/26/23,17,54.43,9/26/23,17,65.7
1/26/23,18,70.43,2/26/23,18,69.91,3/26/23,19,67.83,4/26/23,18,70.98,5/26/23,18,71.25,6/26/23,18,63.22,7/26/23,18,58.66,8/26/23,18,54.34,9/26/23,18,65.38
1/26/23,19,70.01,2/26/23,19,69.32,3/26/23,20,67.63,4/26/23,19,70.32,5/26/23,19,70.92,6/26/23,19,63.25,7/26/23,19,59.32,8/26/23,19,54.23,9/26/23,19,64.18
1/26/23,20,69.86,2/26/23,20,69.38,3/26/23,21,67.72,4/26/23,20,69.76,5/26/23,20,70.74,6/26/23,20,63.16,7/26/23,20,59.12,8/26/23,20,55.07,9/26/23,20,63.18
1/26/23,21,69.48,2/26/23,21,68.83,3/26/23,22,67.62,4/26/23,21,69.09,5/26/23,21,70.32,6/26/23,21,63.57,7/26/23,21,58.78,8/26/23,21,54.82,9/26/23,21,62.73
1/26/23,22,69.43,2/26/23,22,70.44,3/26/23,23,68.37,4/26/23,22,67.62,5/26/23,22,70.17,6/26/23,22,63.68,7/26/23,22,58.56,8/26/23,22,55.33,9/26/23,22,62.28
1/26/23,23,69.39,2/26/23,23,71.55,3/26/23,24,68.73,4/26/23,23,67.13,5/26/23,23,69.89,6/26/23,23,63.46,7/26/23,23,58.57,8/26/23,23,55.51,9/26/23,23,62.1
1/26/23,24,69.14,2/26/23,24,71.22,3/27/23,1,68.28,4/26/23,24,69.15,5/26/23,24,69.63,6/26/23,24,63.13,7/26/23,24,59.17,8/26/23,24,54.95,9/26/23,24,61.92
1/27/23,1,68.97,2/27/23,1,70.83,3/27/23,2,68.31,4/27/23,1,71.65,5/27/23,1,69.17,6/27/23,1,62.9,7/27/23,1,59.21,8/27/23,1,54.63,9/27/23,1,61.64
1/27/23,2,69.05,2/27/23,2,70.64,3/27/23,3,67.24,4/27/23,2,71.67,5/27/23,2,68.91,6/27/23,2,62.64,7/27/23,2,58.94,8/27/23,2,54.6,9/27/23,2,61.65
1/27/23,3,69.11,2/27/23,3,70.33,3/27/23,4,66.7,4/27/23,3,71.5,5/27/23,3,68.76,6/27/23,3,62.43,7/27/23,3,58.16,8/27/23,3,56.43,9/27/23,3,61.59
1/27/23,4,69.13,2/27/23,4,70.43,3/27/23,5,66.89,4/27/23,4,71.4,5/27/23,4,68.83,6/27/23,4,64.54,7/27/23,4,58.32,8/27/23,4,66.98,9/27/23,4,65.94
1/27/23,5,69.06,2/27/23,5,70.69,3/27/23,6,66.93,4/27/23,5,71.39,5/27/23,5,73.25,6/27/23,5,68.66,7/27/23,5,63.21,8/27/23,5,67.26,9/27/23,5,67.22
1/27/23,6,69,2/27/23,6,71.35,3/27/23,7,67.11,4/27/23,6,71.17,5/27/23,6,73.58,6/27/23,6,68.42,7/27/23,6,70.3,8/27/23,6,67.23,9/27/23,6,67.57
1/27/23,7,69.17,2/27/23,7,71.08,3/27/23,8,67.69,4/27/23,7,71.6,5/27/23,7,73.32,6/27/23,7,68.13,7/27/23,7,70.02,8/27/23,7,67.06,9/27/23,7,67.44
1/27/23,8,68.87,2/27/23,8,70.78,3/27/23,9,67.33,4/27/23,8,71.52,5/27/23,8,73.29,6/27/23,8,67.94,7/27/23,8,63.62,8/27/23,8,67.19,9/27/23,8,67.28
1/27/23,9,69.02,2/27/23,9,70.73,3/27/23,10,67.29,4/27/23,9,71.39,5/27/23,9,73.47,6/27/23,9,68.25,7/27/23,9,61.65,8/27/23,9,67.32,9/27/23,9,66.99
1/27/23,10,69.4,2/27/23,10,60.2,3/27/23,11,67.34,4/27/23,10,71.51,5/27/23,10,73.71,6/27/23,10,68.22,7/27/23,10,59.45,8/27/23,10,65.8,9/27/23,10,66.82
1/27/23,11,69.78,2/27/23,11,62.05,3/27/23,12,67.33,4/27/23,11,71.89,5/27/23,11,73.63,6/27/23,11,67.56,7/27/23,11,57.42,8/27/23,11,64.19,9/27/23,11,66.74
1/27/23,12,69.98,2/27/23,12,71.64,3/27/23,13,67.38,4/27/23,12,72.06,5/27/23,12,73.47,6/27/23,12,66.61,7/27/23,12,60.2,8/27/23,12,61.46,9/27/23,12,66.87
1/27/23,13,70.44,2/27/23,13,71.65,3/27/23,14,67.27,4/27/23,13,71.9,5/27/23,13,73.26,6/27/23,13,65.87,7/27/23,13,57.63,8/27/23,13,59.38,9/27/23,13,67.23
1/27/23,14,70.78,2/27/23,14,71.42,3/27/23,15,67.44,4/27/23,14,71.78,5/27/23,14,73.29,6/27/23,14,65.19,7/27/23,14,55.84,8/27/23,14,57.59,9/27/23,14,67.32
1/27/23,15,70.89,2/27/23,15,71.05,3/27/23,16,67.62,4/27/23,15,71.04,5/27/23,15,73.27,6/27/23,15,64.72,7/27/23,15,53.88,8/27/23,15,56.01,9/27/23,15,66.72
1/27/23,16,70.8,2/27/23,16,70.39,3/27/23,17,67.77,4/27/23,16,70.86,5/27/23,16,73.06,6/27/23,16,64.27,7/27/23,16,52.94,8/27/23,16,54.63,9/27/23,16,65.33
1/27/23,17,70.87,2/27/23,17,70.06,3/27/23,18,67.68,4/27/23,17,70.03,5/27/23,17,72.36,6/27/23,17,63.68,7/27/23,17,51.36,8/27/23,17,54.5,9/27/23,17,65.25
1/27/23,18,70.77,2/27/23,18,69.97,3/27/23,19,69.8,4/27/23,18,70.07,5/27/23,18,71.47,6/27/23,18,63.68,7/27/23,18,55.25,8/27/23,18,54.98,9/27/23,18,64.93
1/27/23,19,70.67,2/27/23,19,69.83,3/27/23,20,72.18,4/27/23,19,70.16,5/27/23,19,71.03,6/27/23,19,63.89,7/27/23,19,55.32,8/27/23,19,55.89,9/27/23,19,64.65
1/27/23,20,70.48,2/27/23,20,69.83,3/27/23,21,72.49,4/27/23,20,70.5,5/27/23,20,71.01,6/27/23,20,64.01,7/27/23,20,55.48,8/27/23,20,55.77,9/27/23,20,64.34
1/27/23,21,70.3,2/27/23,21,69.71,3/27/23,22,73.29,4/27/23,21,70.33,5/27/23,21,71.12,6/27/23,21,63.8,7/27/23,21,55.28,8/27/23,21,55.57,9/27/23,21,64.19
1/27/23,22,70.28,2/27/23,22,69.43,3/27/23,23,73.32,4/27/23,22,69.9,5/27/23,22,71.15,6/27/23,22,62.6,7/27/23,22,55.13,8/27/23,22,55.08,9/27/23,22,64.04
1/27/23,23,70.27,2/27/23,23,69.11,3/27/23,24,73.47,4/27/23,23,69.61,5/27/23,23,71.09,6/27/23,23,60.94,7/27/23,23,54.86,8/27/23,23,54.97,9/27/23,23,63.81
1/27/23,24,70.05,2/27/23,24,70.14,3/28/23,1,73.21,4/27/23,24,69.52,5/27/23,24,71.16,6/27/23,24,60.6,7/27/23,24,61.14,8/27/23,24,54.95,9/27/23,24,63.39
1/28/23,1,69.56,2/28/23,1,71.45,3/28/23,2,72.64,4/28/23,1,69.79,5/28/23,1,72.41,6/28/23,1,60.63,7/28/23,1,61.37,8/28/23,1,54.83,9/28/23,1,63.08
1/28/23,2,69.56,2/28/23,2,71.34,3/28/23,3,72.65,4/28/23,2,70.05,5/28/23,2,73.15,6/28/23,2,60.42,7/28/23,2,60.94,8/28/23,2,54.79,9/28/23,2,62.94
1/28/23,3,69.43,2/28/23,3,71.28,3/28/23,4,72.73,4/28/23,3,70.03,5/28/23,3,73.17,6/28/23,3,60.28,7/28/23,3,60.53,8/28/23,3,54.68,9/28/23,3,62.72
1/28/23,4,69.33,2/28/23,4,71.25,3/28/23,5,72.64,4/28/23,4,70.23,5/28/23,4,72.94,6/28/23,4,62.87,7/28/23,4,60.44,8/28/23,4,59.63,9/28/23,4,66.76
1/28/23,5,69.31,2/28/23,5,71.13,3/28/23,6,72.4,4/28/23,5,69.72,5/28/23,5,72.9,6/28/23,5,70.54,7/28/23,5,67.05,8/28/23,5,64.09,9/28/23,5,68.37
1/28/23,6,69.33,2/28/23,6,70.85,3/28/23,7,71.99,4/28/23,6,69.35,5/28/23,6,72.88,6/28/23,6,70.43,7/28/23,6,70.33,8/28/23,6,63.67,9/28/23,6,68.36
1/28/23,7,69.36,2/28/23,7,70.66,3/28/23,8,72.53,4/28/23,7,68.55,5/28/23,7,72.86,6/28/23,7,70.25,7/28/23,7,70.22,8/28/23,7,63.32,9/28/23,7,68.16
1/28/23,8,69.26,2/28/23,8,70.75,3/28/23,9,72.98,4/28/23,8,69,5/28/23,8,72.95,6/28/23,8,70.35,7/28/23,8,63.59,8/28/23,8,63.12,9/28/23,8,67.88
1/28/23,9,69.58,2/28/23,9,70.97,3/28/23,10,73.14,4/28/23,9,69.2,5/28/23,9,73,6/28/23,9,70.54,7/28/23,9,62.92,8/28/23,9,63.56,9/28/23,9,68.12
1/28/23,10,70.34,2/28/23,10,71.34,3/28/23,11,73.71,4/28/23,10,70.97,5/28/23,10,73.19,6/28/23,10,69.93,7/28/23,10,62.46,8/28/23,10,63.61,9/28/23,10,67.13
1/28/23,11,71.13,2/28/23,11,71.17,3/28/23,12,73.65,4/28/23,11,70.84,5/28/23,11,73.27,6/28/23,11,68.58,7/28/23,11,61.78,8/28/23,11,63.22,9/28/23,11,68.41
1/28/23,12,71.45,2/28/23,12,70.78,3/28/23,13,72.89,4/28/23,12,71.6,5/28/23,12,73.08,6/28/23,12,67.14,7/28/23,12,66.06,8/28/23,12,61.43,9/28/23,12,68.35
1/28/23,13,71.54,2/28/23,13,69.74,3/28/23,14,72.98,4/28/23,13,72.32,5/28/23,13,73.17,6/28/23,13,65.73,7/28/23,13,66.73,8/28/23,13,61.42,9/28/23,13,68.36
1/28/23,14,71.26,2/28/23,14,69.04,3/28/23,15,73.24,4/28/23,14,71.76,5/28/23,14,73.23,6/28/23,14,64.88,7/28/23,14,66.73,8/28/23,14,61.43,9/28/23,14,68.05
1/28/23,15,71.39,2/28/23,15,68.56,3/28/23,16,72.27,4/28/23,15,69.47,5/28/23,15,73.25,6/28/23,15,63.33,7/28/23,15,66.66,8/28/23,15,60.81,9/28/23,15,67.95
1/28/23,16,71.45,2/28/23,16,68.38,3/28/23,17,71.66,4/28/23,16,69.24,5/28/23,16,73.29,6/28/23,16,62.95,7/28/23,16,66.72,8/28/23,16,60.55,9/28/23,16,67.71
1/28/23,17,71.42,2/28/23,17,68.21,3/28/23,18,72.44,4/28/23,17,68.44,5/28/23,17,72.8,6/28/23,17,62.77,7/28/23,17,66.44,8/28/23,17,59.31,9/28/23,17,67.44
1/28/23,18,71.43,2/28/23,18,68.07,3/28/23,19,72.25,4/28/23,18,68.33,5/28/23,18,72.38,6/28/23,18,62.69,7/28/23,18,65.82,8/28/23,18,58.8,9/28/23,18,67.27
1/28/23,19,71.07,2/28/23,19,67.49,3/28/23,20,72.8,4/28/23,19,68.17,5/28/23,19,71.9,6/28/23,19,62.76,7/28/23,19,65.73,8/28/23,19,58.88,9/28/23,19,66.55
1/28/23,20,71.19,2/28/23,20,66.52,3/28/23,21,73,4/28/23,20,67.9,5/28/23,20,71.49,6/28/23,20,63.46,7/28/23,20,65.63,8/28/23,20,58.13,9/28/23,20,65.95
1/28/23,21,70.68,2/28/23,21,65.73,3/28/23,22,72.54,4/28/23,21,67.53,5/28/23,21,70.59,6/28/23,21,63.54,7/28/23,21,65.33,8/28/23,21,56.74,9/28/23,21,65.56
1/28/23,22,70.82,2/28/23,22,65.46,3/28/23,23,72.49,4/28/23,22,67.18,5/28/23,22,70,6/28/23,22,62.96,7/28/23,22,65.1,8/28/23,22,56.49,9/28/23,22,65.26
1/28/23,23,70.87,2/28/23,23,68.98,3/28/23,24,73.23,4/28/23,23,66.44,5/28/23,23,69.56,6/28/23,23,62.93,7/28/23,23,64.92,8/28/23,23,56.56,9/28/23,23,64.89
1/28/23,24,70.39,2/28/23,24,71.2,3/29/23,1,73.7,4/28/23,24,65.68,5/28/23,24,69.31,6/28/23,24,62.73,7/28/23,24,64.91,8/28/23,24,56.57,9/28/23,24,64.71
1/29/23,1,70.35,,,,3/29/23,2,73.26,4/29/23,1,65.35,5/29/23,1,71.36,6/29/23,1,62.76,7/29/23,1,64.64,8/29/23,1,56.98,9/29/23,1,64.62
1/29/23,2,70.52,,,,3/29/23,3,72.85,4/29/23,2,65.33,5/29/23,2,73.13,6/29/23,2,62.48,7/29/23,2,64.47,8/29/23,2,56.74,9/29/23,2,63.93
1/29/23,3,70.03,,,,3/29/23,4,72.68,4/29/23,3,65.51,5/29/23,3,73.14,6/29/23,3,61.82,7/29/23,3,64.18,8/29/23,3,56.07,9/29/23,3,68.39
1/29/23,4,69.83,,,,3/29/23,5,72.58,4/29/23,4,65.78,5/29/23,4,73.13,6/29/23,4,60.16,7/29/23,4,63.89,8/29/23,4,61.99,9/29/23,4,68.49
1/29/23,5,69.83,,,,3/29/23,6,72.28,4/29/23,5,65.52,5/29/23,5,73.08,6/29/23,5,63.76,7/29/23,5,63.67,8/29/23,5,64.83,9/29/23,5,68.53
1/29/23,6,69.76,,,,3/29/23,7,72.1,4/29/23,6,65.34,5/29/23,6,72.92,6/29/23,6,72.37,7/29/23,6,63.74,8/29/23,6,64.68,9/29/23,6,68.63
1/29/23,7,69.85,,,,3/29/23,8,72.02,4/29/23,7,64.71,5/29/23,7,72.68,6/29/23,7,72.21,7/29/23,7,63.54,8/29/23,7,64.67,9/29/23,7,68.5
1/29/23,8,69.94,,,,3/29/23,9,72.15,4/29/23,8,64.59,5/29/23,8,72.95,6/29/23,8,72.49,7/29/23,8,63.44,8/29/23,8,64.46,9/29/23,8,68.28
1/29/23,9,70.38,,,,3/29/23,10,72.58,4/29/23,9,66.57,5/29/23,9,72.94,6/29/23,9,72.59,7/29/23,9,63.71,8/29/23,9,64.48,9/29/23,9,68.41
1/29/23,10,70.71,,,,3/29/23,11,73.34,4/29/23,10,67.14,5/29/23,10,73.15,6/29/23,10,70.83,7/29/23,10,63.78,8/29/23,10,64.39,9/29/23,10,69.66
1/29/23,11,70.86,,,,3/29/23,12,73.89,4/29/23,11,68.21,5/29/23,11,72.49,6/29/23,11,68.98,7/29/23,11,63.04,8/29/23,11,64.81,9/29/23,11,70.06
1/29/23,12,70.86,,,,3/29/23,13,74.04,4/29/23,12,68.69,5/29/23,12,70.86,6/29/23,12,67.32,7/29/23,12,62.99,8/29/23,12,64.97,9/29/23,12,69.7
1/29/23,13,70.74,,,,3/29/23,14,74.03,4/29/23,13,68.65,5/29/23,13,70.55,6/29/23,13,65.65,7/29/23,13,63.29,8/29/23,13,63.87,9/29/23,13,69.02
1/29/23,14,70.78,,,,3/29/23,15,74.05,4/29/23,14,68.14,5/29/23,14,70.45,6/29/23,14,65.27,7/29/23,14,63.84,8/29/23,14,62.87,9/29/23,14,68.17
1/29/23,15,70.94,,,,3/29/23,16,73.67,4/29/23,15,67.87,5/29/23,15,70.25,6/29/23,15,63.99,7/29/23,15,64.44,8/29/23,15,61.78,9/29/23,15,67.04
1/29/23,16,71.09,,,,3/29/23,17,72.76,4/29/23,16,67.78,5/29/23,16,69.92,6/29/23,16,63.45,7/29/23,16,64.65,8/29/23,16,61.43,9/29/23,16,66.74
1/29/23,17,70.99,,,,3/29/23,18,72.01,4/29/23,17,67.85,5/29/23,17,69.82,6/29/23,17,63.18,7/29/23,17,64.25,8/29/23,17,60.13,9/29/23,17,66.65
1/29/23,18,70.92,,,,3/29/23,19,73.1,4/29/23,18,67.2,5/29/23,18,69.53,6/29/23,18,63.18,7/29/23,18,64.21,8/29/23,18,59.55,9/29/23,18,66.04
1/29/23,19,71.06,,,,3/29/23,20,73.25,4/29/23,19,67.01,5/29/23,19,69.42,6/29/23,19,63.21,7/29/23,19,64.17,8/29/23,19,59.95,9/29/23,19,65.87
1/29/23,20,70.97,,,,3/29/23,21,71.32,4/29/23,20,67.09,5/29/23,20,69.33,6/29/23,20,63.14,7/29/23,20,63.88,8/29/23,20,59.95,9/29/23,20,64.94
1/29/23,21,70.96,,,,3/29/23,22,71.96,4/29/23,21,66.03,5/29/23,21,68.66,6/29/23,21,62.82,7/29/23,21,64.05,8/29/23,21,59.3,9/29/23,21,63.98
1/29/23,22,70.95,,,,3/29/23,23,71.92,4/29/23,22,65.91,5/29/23,22,67.51,6/29/23,22,62.53,7/29/23,22,63.84,8/29/23,22,59.29,9/29/23,22,63.54
1/29/23,23,71.13,,,,3/29/23,24,71.57,4/29/23,23,65.95,5/29/23,23,66.84,6/29/23,23,62.15,7/29/23,23,63.73,8/29/23,23,59.32,9/29/23,23,62.68
1/29/23,24,71.11,,,,3/30/23,1,72.03,4/29/23,24,66.07,5/29/23,24,66.41,6/29/23,24,61.95,7/29/23,24,63.52,8/29/23,24,59.35,9/29/23,24,62.33
1/30/23,1,70.97,,,,3/30/23,2,72.81,4/30/23,1,68.92,5/30/23,1,69.02,6/30/23,1,61.99,7/30/23,1,62.53,8/30/23,1,59.08,9/30/23,1,62.38
1/30/23,2,71.08,,,,3/30/23,3,72.72,4/30/23,2,72.24,5/30/23,2,70.7,6/30/23,2,66.49,7/30/23,2,61.99,8/30/23,2,59.01,9/30/23,2,62.02
1/30/23,3,71.05,,,,3/30/23,4,72.05,4/30/23,3,72.08,5/30/23,3,70.98,6/30/23,3,71.36,7/30/23,3,61.98,8/30/23,3,59.06,9/30/23,3,61.88
1/30/23,4,70.7,,,,3/30/23,5,72.27,4/30/23,4,71.93,5/30/23,4,70.75,6/30/23,4,71.14,7/30/23,4,67.99,8/30/23,4,64.62,9/30/23,4,61.77
1/30/23,5,70.93,,,,3/30/23,6,72,4/30/23,5,71.86,5/30/23,5,70.66,6/30/23,5,70.87,7/30/23,5,70.29,8/30/23,5,67.07,9/30/23,5,64.69
1/30/23,6,71.13,,,,3/30/23,7,71.9,4/30/23,6,71.85,5/30/23,6,70.75,6/30/23,6,70.78,7/30/23,6,70.14,8/30/23,6,66.78,9/30/23,6,69.32
1/30/23,7,71.13,,,,3/30/23,8,71.67,4/30/23,7,71.74,5/30/23,7,70.78,6/30/23,7,70.28,7/30/23,7,69.88,8/30/23,7,66.6,9/30/23,7,69.2
1/30/23,8,71.15,,,,3/30/23,9,72.4,4/30/23,8,71.51,5/30/23,8,71.19,6/30/23,8,69.93,7/30/23,8,69.93,8/30/23,8,66.73,9/30/23,8,69.16
1/30/23,9,71.13,,,,3/30/23,10,73.65,4/30/23,9,71.85,5/30/23,9,71.85,6/30/23,9,69.73,7/30/23,9,70.07,8/30/23,9,66.71,9/30/23,9,69.42
1/30/23,10,71.24,,,,3/30/23,11,74.15,4/30/23,10,71.62,5/30/23,10,71.92,6/30/23,10,68.72,7/30/23,10,69.25,8/30/23,10,66.77,9/30/23,10,69.78
1/30/23,11,71.31,,,,3/30/23,12,74.54,4/30/23,11,70.96,5/30/23,11,71.2,6/30/23,11,68.04,7/30/23,11,68.07,8/30/23,11,65.83,9/30/23,11,69.52
1/30/23,12,71.15,,,,3/30/23,13,74.02,4/30/23,12,70.82,5/30/23,12,70.54,6/30/23,12,68.05,7/30/23,12,66.04,8/30/23,12,65.64,9/30/23,12,69.05
1/30/23,13,71.28,,,,3/30/23,14,73.98,4/30/23,13,71.34,5/30/23,13,70.33,6/30/23,13,66.6,7/30/23,13,64.2,8/30/23,13,65.92,9/30/23,13,68.74
1/30/23,14,71.56,,,,3/30/23,15,73.99,4/30/23,14,71.67,5/30/23,14,69.75,6/30/23,14,65.21,7/30/23,14,62.14,8/30/23,14,65.71,9/30/23,14,67.78
1/30/23,15,71.74,,,,3/30/23,16,74.13,4/30/23,15,71.61,5/30/23,15,69.48,6/30/23,15,64.8,7/30/23,15,61.41,8/30/23,15,65.51,9/30/23,15,67.42
1/30/23,16,71.76,,,,3/30/23,17,73.71,4/30/23,16,71.86,5/30/23,16,69.05,6/30/23,16,64.93,7/30/23,16,60.81,8/30/23,16,65.51,9/30/23,16,67.06
1/30/23,17,71.87,,,,3/30/23,18,73.59,4/30/23,17,71.4,5/30/23,17,68.35,6/30/23,17,64.68,7/30/23,17,59.42,8/30/23,17,65.27,9/30/23,17,66.75
1/30/23,18,71.79,,,,3/30/23,19,73.25,4/30/23,18,71.48,5/30/23,18,68.39,6/30/23,18,64.8,7/30/23,18,58.95,8/30/23,18,65.29,9/30/23,18,66.59
1/30/23,19,71.72,,,,3/30/23,20,72.19,4/30/23,19,71.3,5/30/23,19,68.29,6/30/23,19,64.84,7/30/23,19,59.32,8/30/23,19,65.32,9/30/23,19,66.05
1/30/23,20,71.58,,,,3/30/23,21,71.95,4/30/23,20,70.96,5/30/23,20,67.99,6/30/23,20,64.86,7/30/23,20,59.85,8/30/23,20,65.03,9/30/23,20,65.1
