January,Hour,kWh,MWh,February,Hour,kWh,MWh,March,Hour,kWh,MWh,April,Hour,kWh,MWh,May,Hour,kWh,MWh,June,Hour,kWh,MWh,July,Hour,kWh,MWh,August,Hour,kWh,MWh,September,Hour,kWh,MWh
1/6/23,24,"15,740.00",15.74,2/6/23,24,"15,873.00",15.873,3/6/23,24,"15,153.00",15.153,4/6/23,24,"15,393.00",15.393,5/6/23,24,"15,150.00",15.15,6/6/23,24,"14,904.00",14.904,7/6/23,24,"14,979.00",14.98,8/6/23,24,"14,778.00",14.78,9/6/23,24,"15,111.00",15.11
1/7/23,1,"15,730.00",15.73,2/7/23,1,"15,824.00",15.824,3/7/23,1,"15,121.00",15.121,4/7/23,1,"15,374.00",15.374,5/7/23,1,"15,095.00",15.095,6/7/23,1,"14,881.00",14.881,7/7/23,1,"14,966.00",14.97,8/7/23,1,"14,742.00",14.74,9/7/23,1,"15,047.00",15.05
1/7/23,2,"15,720.00",15.72,2/7/23,2,"15,821.00",15.821,3/7/23,2,"15,105.00",15.105,4/7/23,2,"15,328.00",15.328,5/7/23,2,"15,040.00",15.04,6/7/23,2,"14,836.00",14.836,7/7/23,2,"14,943.00",14.94,8/7/23,2,"14,748.00",14.75,9/7/23,2,"15,024.00",15.02
1/7/23,3,"15,695.00",15.7,2/7/23,3,"15,814.00",15.814,3/7/23,3,"15,153.00",15.153,4/7/23,3,"15,315.00",15.315,5/7/23,3,"14,982.00",14.982,6/7/23,3,"14,820.00",14.82,7/7/23,3,"14,917.00",14.92,8/7/23,3,"14,729.00",14.73,9/7/23,3,"14,988.00",14.99
1/7/23,4,"15,685.00",15.69,2/7/23,4,"15,782.00",15.782,3/7/23,4,"15,183.00",15.183,4/7/23,4,"15,283.00",15.283,5/7/23,4,"14,991.00",14.991,6/7/23,4,"14,813.00",14.813,7/7/23,4,"14,914.00",14.91,8/7/23,4,"14,739.00",14.74,9/7/23,4,"14,972.00",14.97
1/7/23,5,"15,698.00",15.7,2/7/23,5,"15,827.00",15.827,3/7/23,5,"15,228.00",15.228,4/7/23,5,"15,309.00",15.309,5/7/23,5,"14,933.00",14.933,6/7/23,5,"14,778.00",14.778,7/7/23,5,"14,923.00",14.92,8/7/23,5,"14,761.00",14.76,9/7/23,5,"14,946.00",14.95
1/7/23,6,"15,720.00",15.72,2/7/23,6,"15,824.00",15.824,3/7/23,6,"15,273.00",15.273,4/7/23,6,"15,322.00",15.322,5/7/23,6,"14,849.00",14.849,6/7/23,6,"14,778.00",14.778,7/7/23,6,"14,907.00",14.91,8/7/23,6,"14,774.00",14.77,9/7/23,6,"14,901.00",14.9
1/7/23,7,"15,714.00",15.71,2/7/23,7,"15,792.00",15.792,3/7/23,7,"15,338.00",15.338,4/7/23,7,"15,309.00",15.309,5/7/23,7,"14,804.00",14.804,6/7/23,7,"14,774.00",14.774,7/7/23,7,"14,894.00",14.89,8/7/23,7,"14,781.00",14.78,9/7/23,7,"14,859.00",14.86
1/7/23,8,"15,711.00",15.71,2/7/23,8,"15,763.00",15.763,3/7/23,8,"15,413.00",15.413,4/7/23,8,"15,299.00",15.299,5/7/23,8,"14,820.00",14.82,6/7/23,8,"14,797.00",14.797,7/7/23,8,"14,907.00",14.91,8/7/23,8,"14,800.00",14.8,9/7/23,8,"14,774.00",14.77
1/7/23,9,"15,717.00",15.72,2/7/23,9,"15,847.00",15.847,3/7/23,9,"15,455.00",15.455,4/7/23,9,"15,231.00",15.231,5/7/23,9,"14,998.00",14.998,6/7/23,9,"14,898.00",14.898,7/7/23,9,"14,943.00",14.94,8/7/23,9,"14,943.00",14.94,9/7/23,9,"14,875.00",14.88
1/7/23,10,"15,795.00",15.8,2/7/23,10,"15,895.00",15.895,3/7/23,10,"15,477.00",15.477,4/7/23,10,"15,098.00",15.098,5/7/23,10,"15,144.00",15.144,6/7/23,10,"14,966.00",14.966,7/7/23,10,"15,024.00",15.02,8/7/23,10,"15,115.00",15.12,9/7/23,10,"15,043.00",15.04
1/7/23,11,"15,951.00",15.95,2/7/23,11,"16,054.00",16.054,3/7/23,11,"15,539.00",15.539,4/7/23,11,"15,153.00",15.153,5/7/23,11,"15,196.00",15.196,6/7/23,11,"15,105.00",15.105,7/7/23,11,"15,186.00",15.19,8/7/23,11,"15,244.00",15.24,9/7/23,11,"15,199.00",15.2
1/7/23,12,"16,077.00",16.08,2/7/23,12,"16,278.00",16.278,3/7/23,12,"15,711.00",15.711,4/7/23,12,"15,170.00",15.17,5/7/23,12,"15,325.00",15.325,6/7/23,12,"15,251.00",15.251,7/7/23,12,"15,328.00",15.33,8/7/23,12,"15,400.00",15.4,9/7/23,12,"15,303.00",15.3
1/7/23,13,"16,168.00",16.17,2/7/23,13,"16,414.00",16.414,3/7/23,13,"15,818.00",15.818,4/7/23,13,"15,251.00",15.251,5/7/23,13,"15,448.00",15.448,6/7/23,13,"15,345.00",15.345,7/7/23,13,"15,452.00",15.45,8/7/23,13,"13,206.00",13.21,9/7/23,13,"15,364.00",15.36
1/7/23,14,"16,148.00",16.15,2/7/23,14,"16,469.00",16.469,3/7/23,14,"15,921.00",15.921,4/7/23,14,"15,406.00",15.406,5/7/23,14,"15,523.00",15.523,6/7/23,14,"15,432.00",15.432,7/7/23,14,"15,594.00",15.59,8/7/23,14,324,0.32,9/7/23,14,"15,442.00",15.44
1/7/23,15,"16,339.00",16.34,2/7/23,15,"16,498.00",16.498,3/7/23,15,"15,986.00",15.986,4/7/23,15,"15,487.00",15.487,5/7/23,15,"15,601.00",15.601,6/7/23,15,"15,549.00",15.549,7/7/23,15,"15,620.00",15.62,8/7/23,15,327,0.33,9/7/23,15,"1,520.00",1.52
1/7/23,16,"16,352.00",16.35,2/7/23,16,"16,556.00",16.556,3/7/23,16,"15,980.00",15.98,4/7/23,16,"15,575.00",15.575,5/7/23,16,"15,594.00",15.594,6/7/23,16,"15,461.00",15.461,7/7/23,16,"15,704.00",15.7,8/7/23,16,311,0.31,9/7/23,16,"1,095.00",1.1
1/7/23,17,"16,417.00",16.42,2/7/23,17,"16,530.00",16.53,3/7/23,17,"15,993.00",15.993,4/7/23,17,"15,623.00",15.623,5/7/23,17,"15,639.00",15.639,6/7/23,17,"15,487.00",15.487,7/7/23,17,"1,371.00",1.37,8/7/23,17,305,0.31,9/7/23,17,"1,147.00",1.15
1/7/23,18,"16,317.00",16.32,2/7/23,18,"16,514.00",16.514,3/7/23,18,"15,873.00",15.873,4/7/23,18,"15,620.00",15.62,5/7/23,18,"15,743.00",15.743,6/7/23,18,"15,533.00",15.533,7/7/23,18,"14,904.00",14.9,8/7/23,18,259,0.26,9/7/23,18,"1,144.00",1.14
1/7/23,19,"16,145.00",16.15,2/7/23,19,"16,362.00",16.362,3/7/23,19,"15,571.00",15.571,4/7/23,19,"15,338.00",15.338,5/7/23,19,"15,695.00",15.695,6/7/23,19,"15,513.00",15.513,7/7/23,19,"15,247.00",15.25,8/7/23,19,262,0.26,9/7/23,19,"14,953.00",14.95
1/7/23,20,"16,067.00",16.07,2/7/23,20,"16,164.00",16.164,3/7/23,20,"15,299.00",15.299,4/7/23,20,"14,962.00",14.962,5/7/23,20,"15,652.00",15.652,6/7/23,20,"15,461.00",15.461,7/7/23,20,"15,273.00",15.27,8/7/23,20,"12,004.00",12,9/7/23,20,"15,150.00",15.15
1/7/23,21,"16,061.00",16.06,2/7/23,21,"16,074.00",16.074,3/7/23,21,"15,325.00",15.325,4/7/23,21,"14,823.00",14.823,5/7/23,21,"15,539.00",15.539,6/7/23,21,"15,306.00",15.306,7/7/23,21,"15,082.00",15.08,8/7/23,21,"14,781.00",14.78,9/7/23,21,"15,069.00",15.07
1/7/23,22,"16,048.00",16.05,2/7/23,22,"15,973.00",15.973,3/7/23,22,"15,241.00",15.241,4/7/23,22,"14,761.00",14.761,5/7/23,22,"15,409.00",15.409,6/7/23,22,"15,076.00",15.076,7/7/23,22,"14,914.00",14.91,8/7/23,22,"14,787.00",14.79,9/7/23,22,"14,927.00",14.93
1/7/23,23,"16,051.00",16.05,2/7/23,23,"15,905.00",15.905,3/7/23,23,"15,092.00",15.092,4/7/23,23,"14,703.00",14.703,5/7/23,23,"15,387.00",15.387,6/7/23,23,"15,034.00",15.034,7/7/23,23,"14,881.00",14.88,8/7/23,23,"14,736.00",14.74,9/7/23,23,"14,898.00",14.9
1/7/23,24,"16,006.00",16.01,2/7/23,24,"15,918.00",15.918,3/7/23,24,"15,066.00",15.066,4/7/23,24,"14,680.00",14.68,5/7/23,24,"15,328.00",15.328,6/7/23,24,"14,959.00",14.959,7/7/23,24,"14,839.00",14.84,8/7/23,24,"14,700.00",14.7,9/7/23,24,"14,927.00",14.93
1/8/23,1,"15,947.00",15.95,2/8/23,1,"15,879.00",15.879,3/8/23,1,"14,949.00",14.949,4/8/23,1,"14,645.00",14.645,5/8/23,1,"15,312.00",15.312,6/8/23,1,"14,894.00",14.894,7/8/23,1,"14,823.00",14.82,8/8/23,1,"14,690.00",14.69,9/8/23,1,"14,810.00",14.81
1/8/23,2,"15,947.00",15.95,2/8/23,2,"15,895.00",15.895,3/8/23,2,"14,930.00",14.93,4/8/23,2,"14,642.00",14.642,5/8/23,2,"15,293.00",15.293,6/8/23,2,"14,842.00",14.842,7/8/23,2,"14,794.00",14.79,8/8/23,2,"14,687.00",14.69,9/8/23,2,"14,736.00",14.74
1/8/23,3,"15,973.00",15.97,2/8/23,3,"15,908.00",15.908,3/8/23,3,"14,888.00",14.888,4/8/23,3,"14,629.00",14.629,5/8/23,3,"15,247.00",15.247,6/8/23,3,"14,826.00",14.826,7/8/23,3,"14,829.00",14.83,8/8/23,3,"14,674.00",14.67,9/8/23,3,"14,700.00",14.7
1/8/23,4,"15,963.00",15.96,2/8/23,4,"15,928.00",15.928,3/8/23,4,"14,852.00",14.852,4/8/23,4,"14,622.00",14.622,5/8/23,4,"15,124.00",15.124,6/8/23,4,"14,781.00",14.781,7/8/23,4,"14,836.00",14.84,8/8/23,4,"14,658.00",14.66,9/8/23,4,"14,680.00",14.68
1/8/23,5,"15,986.00",15.99,2/8/23,5,"15,947.00",15.947,3/8/23,5,"14,881.00",14.881,4/8/23,5,"14,609.00",14.609,5/8/23,5,"15,108.00",15.108,6/8/23,5,"14,729.00",14.729,7/8/23,5,"14,826.00",14.83,8/8/23,5,"14,671.00",14.67,9/8/23,5,"14,664.00",14.66
1/8/23,6,"15,938.00",15.94,2/8/23,6,"15,967.00",15.967,3/8/23,6,"14,894.00",14.894,4/8/23,6,"14,596.00",14.596,5/8/23,6,"15,115.00",15.115,6/8/23,6,"14,684.00",14.684,7/8/23,6,"14,820.00",14.82,8/8/23,6,"14,671.00",14.67,9/8/23,6,"14,687.00",14.69
1/8/23,7,"15,879.00",15.88,2/8/23,7,"15,973.00",15.973,3/8/23,7,"14,862.00",14.862,4/8/23,7,"14,593.00",14.593,5/8/23,7,"15,115.00",15.115,6/8/23,7,"14,655.00",14.655,7/8/23,7,"14,842.00",14.84,8/8/23,7,"14,674.00",14.67,9/8/23,7,"14,677.00",14.68
1/8/23,8,"15,889.00",15.89,2/8/23,8,"15,983.00",15.983,3/8/23,8,"14,849.00",14.849,4/8/23,8,"14,580.00",14.58,5/8/23,8,"15,137.00",15.137,6/8/23,8,"14,651.00",14.651,7/8/23,8,"14,888.00",14.89,8/8/23,8,"14,680.00",14.68,9/8/23,8,"14,674.00",14.67
1/8/23,9,"15,895.00",15.9,2/8/23,9,"16,035.00",16.035,3/8/23,9,"14,885.00",14.885,4/8/23,9,"14,567.00",14.567,5/8/23,9,"15,166.00",15.166,6/8/23,9,"14,667.00",14.667,7/8/23,9,"14,966.00",14.97,8/8/23,9,"14,739.00",14.74,9/8/23,9,"14,697.00",14.7
1/8/23,10,"15,925.00",15.93,2/8/23,10,"16,151.00",16.151,3/8/23,10,"14,907.00",14.907,4/8/23,10,"14,574.00",14.574,5/8/23,10,"14,415.00",14.415,6/8/23,10,"14,700.00",14.7,7/8/23,10,"15,056.00",15.06,8/8/23,10,"14,823.00",14.82,9/8/23,10,"14,739.00",14.74
1/8/23,11,"16,051.00",16.05,2/8/23,11,"16,213.00",16.213,3/8/23,11,"14,933.00",14.933,4/8/23,11,"14,557.00",14.557,5/8/23,11,"12,390.00",12.39,6/8/23,11,"14,784.00",14.784,7/8/23,11,"15,179.00",15.18,8/8/23,11,"14,936.00",14.94,9/8/23,11,"14,787.00",14.79
