Date,Hour,kWh,MWh
3/6/23,20.0,"15,610.00",15.61
3/6/23,21.0,"15,358.00",15.358
3/6/23,22.0,"15,209.00",15.209
3/6/23,23.0,"15,166.00",15.166
3/6/23,24.0,"15,153.00",15.153
3/7/23,1.0,"15,121.00",15.121
3/7/23,2.0,"15,105.00",15.105
3/7/23,3.0,"15,153.00",15.153
3/7/23,4.0,"15,183.00",15.183
3/7/23,5.0,"15,228.00",15.228
3/7/23,6.0,"15,273.00",15.273
3/7/23,7.0,"15,338.00",15.338
3/7/23,8.0,"15,413.00",15.413
3/7/23,9.0,"15,455.00",15.455
3/7/23,10.0,"15,477.00",15.477
3/7/23,11.0,"15,539.00",15.539
3/7/23,12.0,"15,711.00",15.711
3/7/23,13.0,"15,818.00",15.818
3/7/23,14.0,"15,921.00",15.921
3/7/23,15.0,"15,986.00",15.986
3/7/23,16.0,"15,980.00",15.98
3/7/23,17.0,"15,993.00",15.993
3/7/23,18.0,"15,873.00",15.873
3/7/23,19.0,"15,571.00",15.571
3/7/23,20.0,"15,299.00",15.299
3/7/23,21.0,"15,325.00",15.325
3/7/23,22.0,"15,241.00",15.241
3/7/23,23.0,"15,092.00",15.092
3/7/23,24.0,"15,066.00",15.066
3/8/23,1.0,"14,949.00",14.949
3/8/23,2.0,"14,930.00",14.93
3/8/23,3.0,"14,888.00",14.888
3/8/23,4.0,"14,852.00",14.852
3/8/23,5.0,"14,881.00",14.881
3/8/23,6.0,"14,894.00",14.894
3/8/23,7.0,"14,862.00",14.862
3/8/23,8.0,"14,849.00",14.849
3/8/23,9.0,"14,885.00",14.885
3/8/23,10.0,"14,907.00",14.907
3/8/23,11.0,"14,933.00",14.933
3/8/23,12.0,"15,001.00",15.001
3/8/23,13.0,"15,011.00",15.011
3/8/23,14.0,"15,124.00",15.124
3/8/23,15.0,"15,205.00",15.205
3/8/23,16.0,"15,153.00",15.153
3/8/23,17.0,"15,173.00",15.173
3/8/23,18.0,"15,121.00",15.121
3/8/23,19.0,"15,043.00",15.043
3/8/23,20.0,"14,959.00",14.959
3/8/23,21.0,"14,833.00",14.833
3/8/23,22.0,"14,723.00",14.723
3/8/23,23.0,"14,826.00",14.826
3/8/23,24.0,"14,849.00",14.849
3/9/23,1.0,"14,842.00",14.842
3/9/23,2.0,"14,826.00",14.826
3/9/23,3.0,"14,817.00",14.817
3/9/23,4.0,"14,846.00",14.846
3/9/23,5.0,"14,820.00",14.82
3/9/23,6.0,"14,842.00",14.842
3/9/23,7.0,"14,826.00",14.826
3/9/23,8.0,"14,826.00",14.826
3/9/23,9.0,"14,846.00",14.846
3/9/23,10.0,"14,878.00",14.878
3/9/23,11.0,"14,920.00",14.92
3/9/23,12.0,"14,979.00",14.979
3/9/23,13.0,"14,946.00",14.946
3/9/23,14.0,"14,774.00",14.774
3/9/23,15.0,"14,726.00",14.726
3/9/23,16.0,"14,713.00",14.713
3/9/23,17.0,"14,813.00",14.813
3/9/23,18.0,"14,752.00",14.752
3/9/23,19.0,"14,528.00",14.528
3/9/23,20.0,"14,418.00",14.418
3/9/23,21.0,"14,499.00",14.499
3/9/23,22.0,"14,580.00",14.58
3/9/23,23.0,"14,586.00",14.586
3/9/23,24.0,"14,596.00",14.596
3/10/23,1.0,"14,574.00",14.574
3/10/23,2.0,"14,574.00",14.574
3/10/23,3.0,"14,590.00",14.59
3/10/23,4.0,"14,557.00",14.557
3/10/23,5.0,"14,531.00",14.531
3/10/23,6.0,"14,593.00",14.593
3/10/23,7.0,"14,599.00",14.599
3/10/23,8.0,"14,609.00",14.609
3/10/23,9.0,"14,632.00",14.632
3/10/23,10.0,"14,651.00",14.651
3/10/23,11.0,"14,703.00",14.703
3/10/23,12.0,"14,742.00",14.742
3/10/23,13.0,"14,674.00",14.674
3/10/23,14.0,"14,625.00",14.625
3/10/23,15.0,"14,752.00",14.752
3/10/23,16.0,"14,765.00",14.765
3/10/23,17.0,"14,723.00",14.723
3/10/23,18.0,"14,664.00",14.664
3/10/23,19.0,"14,629.00",14.629
3/10/23,20.0,"14,570.00",14.57
3/10/23,21.0,"14,548.00",14.548
3/10/23,22.0,"14,531.00",14.531
3/10/23,23.0,"14,557.00",14.557
3/10/23,24.0,"14,531.00",14.531
3/11/23,1.0,"14,493.00",14.493
3/11/23,2.0,"14,486.00",14.486
3/11/23,3.0,"14,476.00",14.476
3/11/23,4.0,"14,473.00",14.473
3/11/23,5.0,"14,467.00",14.467
3/11/23,6.0,"14,463.00",14.463
3/11/23,7.0,"14,470.00",14.47
3/11/23,8.0,"14,467.00",14.467
3/11/23,9.0,"14,480.00",14.48
3/11/23,10.0,"14,505.00",14.505
3/11/23,11.0,"14,548.00",14.548
3/11/23,12.0,"14,609.00",14.609
3/11/23,13.0,"14,655.00",14.655
3/11/23,14.0,"14,677.00",14.677
3/11/23,15.0,"14,693.00",14.693
3/11/23,16.0,"14,710.00",14.71
3/11/23,17.0,"14,723.00",14.723
3/11/23,18.0,"14,700.00",14.7
3/11/23,19.0,"14,655.00",14.655
3/11/23,20.0,"14,625.00",14.625
3/11/23,21.0,"14,590.00",14.59
3/11/23,22.0,"14,561.00",14.561
3/11/23,23.0,"14,557.00",14.557
3/11/23,24.0,"14,580.00",14.58
3/12/23,1.0,"14,580.00",14.58
3/12/23,2.0,"14,531.00",14.531
3/12/23,4.0,"14,531.00",14.531
3/12/23,5.0,"14,515.00",14.515
3/12/23,6.0,"14,518.00",14.518
3/12/23,7.0,"14,522.00",14.522
3/12/23,8.0,"14,518.00",14.518
3/12/23,9.0,"14,522.00",14.522
3/12/23,10.0,"14,512.00",14.512
3/12/23,11.0,"14,522.00",14.522
3/12/23,12.0,"14,522.00",14.522
3/12/23,13.0,"14,525.00",14.525
3/12/23,14.0,"14,515.00",14.515
3/12/23,15.0,"14,515.00",14.515
3/12/23,16.0,"14,512.00",14.512
3/12/23,17.0,"14,515.00",14.515
3/12/23,18.0,"14,515.00",14.515
3/12/23,19.0,"14,502.00",14.502
3/12/23,20.0,"14,502.00",14.502
3/12/23,21.0,"14,502.00",14.502
3/12/23,22.0,"14,493.00",14.493
3/12/23,23.0,"14,493.00",14.493
3/12/23,24.0,"14,493.00",14.493
3/13/23,1.0,"14,496.00",14.496
3/13/23,2.0,"14,502.00",14.502
3/13/23,3.0,"14,512.00",14.512
3/13/23,4.0,"14,502.00",14.502
3/13/23,5.0,"14,499.00",14.499
3/13/23,6.0,"14,496.00",14.496
3/13/23,7.0,"14,502.00",14.502
3/13/23,8.0,"14,486.00",14.486
3/13/23,9.0,"14,493.00",14.493
3/13/23,10.0,"14,505.00",14.505
3/13/23,11.0,"14,525.00",14.525
3/13/23,12.0,"14,548.00",14.548
3/13/23,13.0,"14,570.00",14.57
3/13/23,14.0,"14,593.00",14.593
3/13/23,15.0,"14,606.00",14.606
3/13/23,16.0,"14,612.00",14.612
3/13/23,17.0,"14,612.00",14.612
3/13/23,18.0,"14,606.00",14.606
3/13/23,19.0,"14,586.00",14.586
3/13/23,20.0,"14,564.00",14.564
3/13/23,21.0,"14,544.00",14.544
3/13/23,22.0,"14,518.00",14.518
3/13/23,23.0,"14,505.00",14.505
3/13/23,24.0,"14,489.00",14.489
3/14/23,1.0,"14,483.00",14.483
3/14/23,2.0,"14,470.00",14.47
3/14/23,3.0,"14,489.00",14.489
3/14/23,4.0,"14,483.00",14.483
3/14/23,5.0,"14,483.00",14.483
3/14/23,6.0,"14,489.00",14.489
3/14/23,7.0,"14,480.00",14.48
3/14/23,8.0,"14,489.00",14.489
3/14/23,9.0,"14,486.00",14.486
3/14/23,10.0,"14,496.00",14.496
3/14/23,11.0,"14,512.00",14.512
3/14/23,12.0,"14,531.00",14.531
3/14/23,13.0,"14,564.00",14.564
3/14/23,14.0,"14,599.00",14.599
3/14/23,15.0,"14,632.00",14.632
3/14/23,16.0,"14,635.00",14.635
3/14/23,17.0,"14,661.00",14.661
3/14/23,18.0,"14,658.00",14.658
3/14/23,19.0,"14,635.00",14.635
3/14/23,20.0,"14,596.00",14.596
3/14/23,21.0,"14,574.00",14.574
3/14/23,22.0,"14,557.00",14.557
3/14/23,23.0,"14,554.00",14.554
3/14/23,24.0,"14,538.00",14.538
3/15/23,1.0,"14,531.00",14.531
3/15/23,2.0,"14,531.00",14.531
3/15/23,3.0,"14,528.00",14.528
3/15/23,4.0,"14,522.00",14.522
3/15/23,5.0,"14,515.00",14.515
3/15/23,6.0,"14,505.00",14.505
3/15/23,7.0,"14,493.00",14.493
3/15/23,8.0,"14,470.00",14.47
3/15/23,9.0,"14,486.00",14.486
3/15/23,10.0,"14,525.00",14.525
3/15/23,11.0,"14,567.00",14.567
3/15/23,12.0,"14,612.00",14.612
3/15/23,13.0,"14,706.00",14.706
3/15/23,14.0,"14,823.00",14.823
3/15/23,15.0,"14,949.00",14.949
3/15/23,16.0,"15,072.00",15.072
3/15/23,17.0,"15,144.00",15.144
3/15/23,18.0,"15,209.00",15.209
3/15/23,19.0,"15,222.00",15.222
3/15/23,20.0,"15,102.00",15.102
3/15/23,21.0,"14,797.00",14.797
3/15/23,22.0,"14,619.00",14.619
3/15/23,23.0,"14,561.00",14.561
3/15/23,24.0,"14,554.00",14.554
3/16/23,1.0,"14,551.00",14.551
3/16/23,2.0,"14,538.00",14.538
3/16/23,3.0,"14,525.00",14.525
3/16/23,4.0,"14,515.00",14.515
3/16/23,5.0,"14,518.00",14.518
3/16/23,6.0,"14,515.00",14.515
3/16/23,7.0,"14,515.00",14.515
3/16/23,8.0,"14,512.00",14.512
3/16/23,9.0,"14,528.00",14.528
3/16/23,10.0,"14,593.00",14.593
3/16/23,11.0,"14,774.00",14.774
3/16/23,12.0,"15,089.00",15.089
3/16/23,13.0,"15,306.00",15.306
3/16/23,14.0,"15,526.00",15.526
3/16/23,15.0,"15,708.00",15.708
3/16/23,16.0,"15,821.00",15.821
3/16/23,17.0,"15,899.00",15.899
3/16/23,18.0,"15,947.00",15.947
3/16/23,19.0,"15,876.00",15.876
3/16/23,20.0,"15,704.00",15.704
3/16/23,21.0,"15,494.00",15.494
3/16/23,22.0,"15,312.00",15.312
3/16/23,23.0,"15,244.00",15.244
3/16/23,24.0,"15,163.00",15.163
3/17/23,1.0,"15,085.00",15.085
3/17/23,2.0,"15,027.00",15.027
3/17/23,3.0,"14,991.00",14.991
3/17/23,4.0,"14,943.00",14.943
3/17/23,5.0,"14,946.00",14.946
3/17/23,6.0,"14,962.00",14.962
3/17/23,7.0,"14,966.00",14.966
3/17/23,8.0,"14,956.00",14.956
3/17/23,9.0,"14,846.00",14.846
3/17/23,10.0,"14,849.00",14.849
3/17/23,11.0,"15,043.00",15.043
3/17/23,12.0,"15,387.00",15.387
3/17/23,13.0,"15,516.00",15.516
3/17/23,14.0,"15,490.00",15.49
3/17/23,15.0,"15,448.00",15.448
3/17/23,16.0,"15,413.00",15.413
3/17/23,17.0,"15,361.00",15.361
3/17/23,18.0,"15,260.00",15.26
3/17/23,19.0,"15,144.00",15.144
3/17/23,20.0,"15,060.00",15.06
3/17/23,21.0,"14,949.00",14.949
3/17/23,22.0,"14,898.00",14.898
3/17/23,23.0,"14,752.00",14.752
3/17/23,24.0,"14,629.00",14.629
3/18/23,1.0,"14,590.00",14.59
3/18/23,2.0,"14,564.00",14.564
3/18/23,3.0,"14,544.00",14.544
3/18/23,4.0,"14,541.00",14.541
3/18/23,5.0,"14,535.00",14.535
3/18/23,6.0,"14,505.00",14.505
3/18/23,7.0,"14,505.00",14.505
3/18/23,8.0,"14,531.00",14.531
3/18/23,9.0,"14,541.00",14.541
3/18/23,10.0,"14,544.00",14.544
3/18/23,11.0,"14,567.00",14.567
3/18/23,12.0,"14,603.00",14.603
3/18/23,13.0,"14,655.00",14.655
3/18/23,14.0,"14,697.00",14.697
3/18/23,15.0,"14,748.00",14.748
3/18/23,16.0,"14,638.00",14.638
3/18/23,17.0,"13,971.00",13.971
3/18/23,18.0,"14,207.00",14.207
3/18/23,19.0,"14,227.00",14.227
3/18/23,20.0,"13,112.00",13.112
3/18/23,21.0,"14,366.00",14.366
3/18/23,22.0,"14,502.00",14.502
3/18/23,23.0,"14,486.00",14.486
3/18/23,24.0,"14,483.00",14.483
3/19/23,1.0,"14,463.00",14.463
3/19/23,2.0,"14,447.00",14.447
3/19/23,3.0,"14,463.00",14.463
3/19/23,4.0,"14,454.00",14.454
3/19/23,5.0,"14,447.00",14.447
3/19/23,6.0,"14,441.00",14.441
3/19/23,7.0,"14,476.00",14.476
3/19/23,8.0,"14,486.00",14.486
3/19/23,9.0,"14,502.00",14.502
3/19/23,10.0,"14,512.00",14.512
3/19/23,11.0,"14,515.00",14.515
3/19/23,12.0,"14,538.00",14.538
3/19/23,13.0,"14,548.00",14.548
3/19/23,14.0,"14,557.00",14.557
3/19/23,15.0,"14,580.00",14.58
3/19/23,16.0,"14,574.00",14.574
3/19/23,17.0,"14,577.00",14.577
3/19/23,18.0,"14,580.00",14.58
3/19/23,19.0,"14,574.00",14.574
3/19/23,20.0,"14,554.00",14.554
3/19/23,21.0,"14,541.00",14.541
3/19/23,22.0,"14,531.00",14.531
3/19/23,23.0,"14,522.00",14.522
3/19/23,24.0,"14,509.00",14.509
3/20/23,1.0,"14,502.00",14.502
3/20/23,2.0,"14,496.00",14.496
3/20/23,3.0,"14,499.00",14.499
3/20/23,4.0,"14,493.00",14.493
3/20/23,5.0,"14,499.00",14.499
3/20/23,6.0,"14,493.00",14.493
3/20/23,7.0,"14,493.00",14.493
3/20/23,8.0,"14,489.00",14.489
3/20/23,9.0,"14,493.00",14.493
3/20/23,10.0,"14,518.00",14.518
3/20/23,11.0,"14,541.00",14.541
3/20/23,12.0,"14,596.00",14.596
3/20/23,13.0,"14,651.00",14.651
3/20/23,14.0,"14,687.00",14.687
3/20/23,15.0,"14,755.00",14.755
3/20/23,16.0,"14,823.00",14.823
3/20/23,17.0,"14,865.00",14.865
3/20/23,18.0,"14,885.00",14.885
3/20/23,19.0,"14,885.00",14.885
3/20/23,20.0,"14,813.00",14.813
3/20/23,21.0,"14,655.00",14.655
3/20/23,22.0,"14,612.00",14.612
3/20/23,23.0,"14,590.00",14.59
3/20/23,24.0,"14,564.00",14.564
3/21/23,1.0,"14,557.00",14.557
3/21/23,2.0,"14,541.00",14.541
3/21/23,3.0,"14,528.00",14.528
3/21/23,4.0,"14,528.00",14.528
3/21/23,5.0,"14,522.00",14.522
3/21/23,6.0,"14,525.00",14.525
3/21/23,7.0,"14,518.00",14.518
3/21/23,8.0,"14,518.00",14.518
3/21/23,9.0,"14,538.00",14.538
3/21/23,10.0,"14,606.00",14.606
3/21/23,11.0,"14,710.00",14.71
3/21/23,12.0,"14,813.00",14.813
3/21/23,13.0,"14,975.00",14.975
3/21/23,14.0,"15,115.00",15.115
3/21/23,15.0,"15,238.00",15.238
3/21/23,16.0,"15,348.00",15.348
3/21/23,17.0,"15,328.00",15.328
3/21/23,18.0,"15,374.00",15.374
3/21/23,19.0,"15,371.00",15.371
3/21/23,20.0,"15,260.00",15.26
3/21/23,21.0,"15,105.00",15.105
3/21/23,22.0,"14,985.00",14.985
3/21/23,23.0,"14,800.00",14.8
3/21/23,24.0,"14,677.00",14.677
3/22/23,1.0,"14,622.00",14.622
3/22/23,2.0,"14,599.00",14.599
3/22/23,3.0,"14,583.00",14.583
3/22/23,4.0,"14,580.00",14.58
3/22/23,5.0,"14,577.00",14.577
3/22/23,6.0,"14,593.00",14.593
3/22/23,7.0,"14,629.00",14.629
3/22/23,8.0,"14,680.00",14.68
3/22/23,9.0,"14,710.00",14.71
3/22/23,10.0,"14,739.00",14.739
3/22/23,11.0,"14,820.00",14.82
3/22/23,12.0,"14,914.00",14.914
3/22/23,13.0,"15,040.00",15.04
3/22/23,14.0,"15,234.00",15.234
3/22/23,15.0,"15,400.00",15.4
3/22/23,16.0,"15,487.00",15.487
3/22/23,17.0,"15,487.00",15.487
3/22/23,18.0,"15,484.00",15.484
3/22/23,19.0,"15,468.00",15.468
3/22/23,20.0,"15,371.00",15.371
3/22/23,21.0,"15,254.00",15.254
3/22/23,22.0,"15,124.00",15.124
3/22/23,23.0,"15,072.00",15.072
3/22/23,24.0,"14,988.00",14.988
3/23/23,1.0,"14,985.00",14.985
3/23/23,2.0,"14,904.00",14.904
3/23/23,3.0,"14,833.00",14.833
3/23/23,4.0,"14,833.00",14.833
3/23/23,5.0,"14,823.00",14.823
3/23/23,6.0,"14,820.00",14.82
3/23/23,7.0,"14,836.00",14.836
3/23/23,8.0,"14,846.00",14.846
3/23/23,9.0,"14,839.00",14.839
3/23/23,10.0,"14,898.00",14.898
3/23/23,11.0,"15,141.00",15.141
3/23/23,12.0,"15,520.00",15.52
3/23/23,13.0,"15,947.00",15.947
3/23/23,14.0,"16,420.00",16.42
3/23/23,15.0,"16,543.00",16.543
3/23/23,16.0,"15,899.00",15.899
3/23/23,17.0,"15,905.00",15.905
3/23/23,18.0,"15,902.00",15.902
3/23/23,19.0,"15,853.00",15.853
3/23/23,20.0,"15,727.00",15.727
3/23/23,21.0,"15,526.00",15.526
3/23/23,22.0,"15,348.00",15.348
3/23/23,23.0,"15,241.00",15.241
3/23/23,24.0,"15,267.00",15.267
3/24/23,1.0,"15,325.00",15.325
3/24/23,2.0,"15,273.00",15.273
3/24/23,3.0,"15,183.00",15.183
3/24/23,4.0,"15,134.00",15.134
3/24/23,5.0,"15,160.00",15.16
3/24/23,6.0,"15,189.00",15.189
3/24/23,7.0,"15,111.00",15.111
3/24/23,8.0,"14,953.00",14.953
3/24/23,9.0,"14,953.00",14.953
3/24/23,10.0,"15,131.00",15.131
3/24/23,11.0,"15,231.00",15.231
3/24/23,12.0,"15,380.00",15.38
3/24/23,13.0,"15,588.00",15.588
3/24/23,14.0,"15,743.00",15.743
3/24/23,15.0,"15,902.00",15.902
3/24/23,16.0,"15,954.00",15.954
3/24/23,17.0,"15,792.00",15.792
3/24/23,18.0,"15,652.00",15.652
3/24/23,19.0,"15,633.00",15.633
3/24/23,20.0,"15,562.00",15.562
3/24/23,21.0,"15,413.00",15.413
3/24/23,22.0,"15,384.00",15.384
3/24/23,23.0,"15,393.00",15.393
3/24/23,24.0,"15,426.00",15.426
3/25/23,1.0,"15,374.00",15.374
3/25/23,2.0,"15,354.00",15.354
3/25/23,3.0,"15,351.00",15.351
3/25/23,4.0,"15,354.00",15.354
3/25/23,5.0,"15,384.00",15.384
3/25/23,6.0,"14,392.00",14.392
3/25/23,7.0,"15,111.00",15.111
3/25/23,8.0,"14,859.00",14.859
3/25/23,9.0,"14,829.00",14.829
3/25/23,10.0,"14,862.00",14.862
3/25/23,11.0,"14,949.00",14.949
3/25/23,12.0,"15,192.00",15.192
3/25/23,13.0,"15,364.00",15.364
3/25/23,14.0,"15,546.00",15.546
3/25/23,15.0,"15,711.00",15.711
3/25/23,16.0,"15,857.00",15.857
3/25/23,17.0,"15,951.00",15.951
3/25/23,18.0,"15,967.00",15.967
3/25/23,19.0,"15,905.00",15.905
3/25/23,20.0,"15,792.00",15.792
3/25/23,21.0,"15,584.00",15.584
3/25/23,22.0,"15,306.00",15.306
3/25/23,23.0,"15,199.00",15.199
3/25/23,24.0,"15,150.00",15.15
3/26/23,1.0,"15,092.00",15.092
3/26/23,2.0,"15,011.00",15.011
3/26/23,3.0,"14,962.00",14.962
3/26/23,4.0,"15,118.00",15.118
3/26/23,5.0,"15,053.00",15.053
3/26/23,6.0,"15,060.00",15.06
3/26/23,7.0,"15,066.00",15.066
3/26/23,8.0,"15,102.00",15.102
3/26/23,9.0,"15,066.00",15.066
3/26/23,10.0,"15,014.00",15.014
3/26/23,11.0,"14,901.00",14.901
3/26/23,12.0,"14,959.00",14.959
3/26/23,13.0,"15,066.00",15.066
3/26/23,14.0,"15,160.00",15.16
3/26/23,15.0,"15,231.00",15.231
3/26/23,16.0,"15,351.00",15.351
3/26/23,17.0,"15,432.00",15.432
3/26/23,18.0,"15,432.00",15.432
3/26/23,19.0,"15,422.00",15.422
3/26/23,20.0,"15,452.00",15.452
3/26/23,21.0,"15,409.00",15.409
3/26/23,22.0,"15,367.00",15.367
3/26/23,23.0,"15,196.00",15.196
3/26/23,24.0,"15,157.00",15.157
3/27/23,1.0,"15,234.00",15.234
3/27/23,2.0,"15,173.00",15.173
3/27/23,3.0,"15,150.00",15.15
3/27/23,4.0,"15,121.00",15.121
3/27/23,5.0,"15,118.00",15.118
3/27/23,6.0,"15,128.00",15.128
3/27/23,7.0,"15,121.00",15.121
3/27/23,8.0,"15,150.00",15.15
3/27/23,9.0,"15,160.00",15.16
3/27/23,10.0,"15,163.00",15.163
3/27/23,11.0,"15,212.00",15.212
3/27/23,12.0,"15,351.00",15.351
3/27/23,13.0,"15,465.00",15.465
3/27/23,14.0,"15,516.00",15.516
3/27/23,15.0,"15,604.00",15.604
3/27/23,16.0,"15,691.00",15.691
3/27/23,17.0,"15,730.00",15.73
3/27/23,18.0,"15,759.00",15.759
3/27/23,19.0,"15,695.00",15.695
3/27/23,20.0,"15,581.00",15.581
3/27/23,21.0,"15,351.00",15.351
3/27/23,22.0,"15,183.00",15.183
3/27/23,23.0,"15,186.00",15.186
3/27/23,24.0,"15,085.00",15.085
3/28/23,1.0,"14,949.00",14.949
3/28/23,2.0,"14,807.00",14.807
3/28/23,3.0,"14,723.00",14.723
3/28/23,4.0,"14,667.00",14.667
3/28/23,5.0,"14,635.00",14.635
3/28/23,6.0,"14,638.00",14.638
3/28/23,7.0,"14,622.00",14.622
3/28/23,8.0,"14,632.00",14.632
3/28/23,9.0,"14,661.00",14.661
3/28/23,10.0,"14,791.00",14.791
3/28/23,11.0,"14,943.00",14.943
3/28/23,12.0,"15,137.00",15.137
3/28/23,13.0,"15,364.00",15.364
3/28/23,14.0,"15,422.00",15.422
3/28/23,15.0,"15,465.00",15.465
3/28/23,16.0,"15,377.00",15.377
3/28/23,17.0,"15,338.00",15.338
3/28/23,18.0,"15,325.00",15.325
3/28/23,19.0,"15,293.00",15.293
3/28/23,20.0,"15,222.00",15.222
3/28/23,21.0,"15,037.00",15.037
3/28/23,22.0,"14,898.00",14.898
3/28/23,23.0,"14,804.00",14.804
3/28/23,24.0,"14,729.00",14.729
3/29/23,1.0,"14,671.00",14.671
3/29/23,2.0,"14,625.00",14.625
3/29/23,3.0,"14,603.00",14.603
3/29/23,4.0,"14,580.00",14.58
3/29/23,5.0,"14,567.00",14.567
3/29/23,6.0,"14,557.00",14.557
3/29/23,7.0,"14,557.00",14.557
3/29/23,8.0,"14,557.00",14.557
3/29/23,9.0,"14,577.00",14.577
3/29/23,10.0,"14,616.00",14.616
3/29/23,11.0,"14,661.00",14.661
3/29/23,12.0,"14,716.00",14.716
3/29/23,13.0,"14,765.00",14.765
3/29/23,14.0,"14,829.00",14.829
3/29/23,15.0,"14,842.00",14.842
3/29/23,16.0,"14,930.00",14.93
3/29/23,17.0,"14,998.00",14.998
3/29/23,18.0,"15,024.00",15.024
3/29/23,19.0,"15,024.00",15.024
3/29/23,20.0,"14,972.00",14.972
3/29/23,21.0,"14,817.00",14.817
3/29/23,22.0,"14,667.00",14.667
3/29/23,23.0,"14,599.00",14.599
3/29/23,24.0,"14,574.00",14.574
3/30/23,1.0,"14,561.00",14.561
3/30/23,2.0,"14,541.00",14.541
3/30/23,3.0,"14,535.00",14.535
3/30/23,4.0,"14,528.00",14.528
3/30/23,5.0,"14,528.00",14.528
3/30/23,6.0,"14,531.00",14.531
3/30/23,7.0,"14,531.00",14.531
3/30/23,8.0,"14,538.00",14.538
3/30/23,9.0,"14,561.00",14.561
3/30/23,10.0,"14,651.00",14.651
3/30/23,11.0,"14,787.00",14.787
3/30/23,12.0,"14,943.00",14.943
3/30/23,13.0,"15,085.00",15.085
3/30/23,14.0,"15,215.00",15.215
3/30/23,15.0,"15,254.00",15.254
3/30/23,16.0,"15,189.00",15.189
3/30/23,17.0,"15,267.00",15.267
3/30/23,18.0,"15,260.00",15.26
3/30/23,19.0,"15,251.00",15.251
3/30/23,20.0,"15,212.00",15.212
3/30/23,21.0,"15,011.00",15.011
3/30/23,22.0,"14,817.00",14.817
3/30/23,23.0,"14,778.00",14.778
3/30/23,24.0,"14,729.00",14.729
3/31/23,1.0,"14,700.00",14.7
3/31/23,2.0,"14,664.00",14.664
3/31/23,3.0,"14,671.00",14.671
3/31/23,4.0,"14,736.00",14.736
3/31/23,5.0,"14,713.00",14.713
3/31/23,6.0,"14,726.00",14.726
3/31/23,7.0,"14,713.00",14.713
3/31/23,8.0,"14,703.00",14.703
3/31/23,9.0,"14,736.00",14.736
3/31/23,10.0,"14,865.00",14.865
3/31/23,11.0,"14,953.00",14.953
3/31/23,12.0,"15,021.00",15.021
3/31/23,13.0,"15,196.00",15.196
3/31/23,14.0,"15,364.00",15.364
3/31/23,15.0,"15,481.00",15.481
3/31/23,16.0,"15,617.00",15.617
3/31/23,17.0,"15,669.00",15.669
3/31/23,18.0,"15,633.00",15.633
3/31/23,19.0,"15,594.00",15.594
3/31/23,20.0,"15,578.00",15.578
3/31/23,21.0,"15,435.00",15.435
3/31/23,22.0,"15,367.00",15.367
3/31/23,23.0,"15,341.00",15.341
3/31/23,24.0,"15,358.00",15.358
4/1/23,1.0,"15,354.00",15.354
4/1/23,2.0,"15,332.00",15.332
4/1/23,3.0,"15,290.00",15.29
4/1/23,4.0,"15,312.00",15.312
4/1/23,5.0,"15,354.00",15.354
4/1/23,6.0,"15,345.00",15.345
4/1/23,7.0,"15,380.00",15.38
4/1/23,8.0,"15,406.00",15.406
4/1/23,9.0,"15,212.00",15.212
4/1/23,10.0,"15,024.00",15.024
4/1/23,11.0,"14,946.00",14.946
4/1/23,12.0,"14,982.00",14.982
4/1/23,13.0,"15,192.00",15.192
4/1/23,14.0,"15,419.00",15.419
4/1/23,15.0,"15,659.00",15.659
4/1/23,16.0,"15,789.00",15.789
4/1/23,17.0,"15,831.00",15.831
4/1/23,18.0,"15,837.00",15.837
4/1/23,19.0,"15,727.00",15.727
4/1/23,20.0,"15,558.00",15.558
4/1/23,21.0,"15,445.00",15.445
4/1/23,22.0,"15,319.00",15.319
4/1/23,23.0,"15,212.00",15.212
4/1/23,24.0,"15,102.00",15.102
4/2/23,1.0,"14,936.00",14.936
4/2/23,2.0,"14,765.00",14.765
4/2/23,3.0,"14,677.00",14.677
4/2/23,4.0,"14,629.00",14.629
4/2/23,5.0,"14,593.00",14.593
4/2/23,6.0,"14,570.00",14.57
4/2/23,7.0,"14,548.00",14.548
4/2/23,8.0,"14,544.00",14.544
4/2/23,9.0,"14,561.00",14.561
4/2/23,10.0,"14,606.00",14.606
4/2/23,11.0,"14,664.00",14.664
4/2/23,12.0,"14,768.00",14.768
4/2/23,13.0,"14,852.00",14.852
4/2/23,14.0,"14,985.00",14.985
4/2/23,15.0,"15,141.00",15.141
4/2/23,16.0,"15,260.00",15.26
4/2/23,17.0,"15,273.00",15.273
4/2/23,18.0,"15,315.00",15.315
4/2/23,19.0,"15,283.00",15.283
4/2/23,20.0,"15,141.00",15.141
4/2/23,21.0,"14,872.00",14.872
4/2/23,22.0,"14,761.00",14.761
4/2/23,23.0,"14,723.00",14.723
4/2/23,24.0,"14,655.00",14.655
4/3/23,1.0,"14,622.00",14.622
4/3/23,2.0,"14,590.00",14.59
4/3/23,3.0,"14,596.00",14.596
4/3/23,4.0,"14,583.00",14.583
4/3/23,5.0,"14,583.00",14.583
4/3/23,6.0,"14,603.00",14.603
4/3/23,7.0,"14,616.00",14.616
4/3/23,8.0,"14,645.00",14.645
4/3/23,9.0,"14,671.00",14.671
4/3/23,10.0,"14,690.00",14.69
4/3/23,11.0,"14,690.00",14.69
4/3/23,12.0,"14,745.00",14.745
4/3/23,13.0,"14,807.00",14.807
