Date,Hour,kWh,MWh
5/16/23,17.0,"15,533.00",15.533
5/16/23,18.0,"15,053.00",15.053
5/16/23,19.0,"14,930.00",14.93
5/16/23,20.0,"14,936.00",14.936
5/16/23,21.0,"14,868.00",14.868
5/16/23,22.0,"14,849.00",14.849
5/16/23,23.0,"14,849.00",14.849
5/16/23,24.0,"14,839.00",14.839
5/17/23,1.0,"14,829.00",14.829
5/17/23,2.0,"14,817.00",14.817
5/17/23,3.0,"14,810.00",14.81
5/17/23,4.0,"14,787.00",14.787
5/17/23,5.0,"14,774.00",14.774
5/17/23,6.0,"14,755.00",14.755
5/17/23,7.0,"14,755.00",14.755
5/17/23,8.0,"14,771.00",14.771
5/17/23,9.0,"14,794.00",14.794
5/17/23,10.0,"14,826.00",14.826
5/17/23,11.0,"14,888.00",14.888
5/17/23,12.0,"14,917.00",14.917
5/17/23,13.0,"14,969.00",14.969
5/17/23,14.0,"15,017.00",15.017
5/17/23,15.0,"15,037.00",15.037
5/17/23,16.0,"15,047.00",15.047
5/17/23,17.0,"15,043.00",15.043
5/17/23,18.0,"14,975.00",14.975
5/17/23,19.0,"14,995.00",14.995
5/17/23,20.0,"14,966.00",14.966
5/17/23,21.0,"14,936.00",14.936
5/17/23,22.0,"14,907.00",14.907
5/17/23,23.0,"14,885.00",14.885
5/17/23,24.0,"14,868.00",14.868
5/18/23,1.0,"14,833.00",14.833
5/18/23,2.0,"14,813.00",14.813
5/18/23,3.0,"14,800.00",14.8
5/18/23,4.0,"14,833.00",14.833
5/18/23,5.0,"14,859.00",14.859
5/18/23,6.0,"14,842.00",14.842
5/18/23,7.0,"14,820.00",14.82
5/18/23,8.0,"14,791.00",14.791
5/18/23,9.0,"14,797.00",14.797
5/18/23,10.0,"14,739.00",14.739
5/18/23,11.0,"14,739.00",14.739
5/18/23,12.0,"14,739.00",14.739
5/18/23,13.0,"14,755.00",14.755
5/18/23,14.0,"14,784.00",14.784
5/18/23,15.0,"14,784.00",14.784
5/18/23,16.0,"14,729.00",14.729
5/18/23,17.0,"14,706.00",14.706
5/18/23,18.0,"14,684.00",14.684
5/18/23,19.0,"14,655.00",14.655
5/18/23,20.0,"14,625.00",14.625
5/18/23,21.0,"14,629.00",14.629
5/18/23,22.0,"14,622.00",14.622
5/18/23,23.0,"14,622.00",14.622
5/18/23,24.0,"14,583.00",14.583
5/19/23,1.0,"14,557.00",14.557
5/19/23,2.0,"14,509.00",14.509
5/19/23,3.0,"14,489.00",14.489
5/19/23,4.0,"14,476.00",14.476
5/19/23,5.0,"14,470.00",14.47
5/19/23,6.0,"14,454.00",14.454
5/19/23,7.0,"14,450.00",14.45
5/19/23,8.0,"14,457.00",14.457
5/19/23,9.0,"14,493.00",14.493
5/19/23,10.0,"14,535.00",14.535
5/19/23,11.0,"14,590.00",14.59
5/19/23,12.0,"14,616.00",14.616
5/19/23,13.0,"14,713.00",14.713
5/19/23,14.0,"14,794.00",14.794
5/19/23,15.0,"14,807.00",14.807
5/19/23,16.0,"14,813.00",14.813
5/19/23,17.0,"14,804.00",14.804
5/19/23,18.0,"14,865.00",14.865
5/19/23,19.0,"14,855.00",14.855
5/19/23,20.0,"14,826.00",14.826
5/19/23,21.0,"14,791.00",14.791
5/19/23,22.0,"14,797.00",14.797
5/19/23,23.0,"14,781.00",14.781
5/19/23,24.0,"14,797.00",14.797
5/20/23,1.0,"14,810.00",14.81
5/20/23,2.0,"14,794.00",14.794
5/20/23,3.0,"14,758.00",14.758
5/20/23,4.0,"14,732.00",14.732
5/20/23,5.0,"14,716.00",14.716
5/20/23,6.0,"14,697.00",14.697
5/20/23,7.0,"14,690.00",14.69
5/20/23,8.0,"14,697.00",14.697
5/20/23,9.0,"14,726.00",14.726
5/20/23,10.0,"14,748.00",14.748
5/20/23,11.0,"14,726.00",14.726
5/20/23,12.0,"14,771.00",14.771
5/20/23,13.0,"14,791.00",14.791
5/20/23,14.0,"14,923.00",14.923
5/20/23,15.0,"14,927.00",14.927
5/20/23,16.0,"14,959.00",14.959
5/20/23,17.0,"15,021.00",15.021
5/20/23,18.0,"10,841.00",10.841
5/20/23,19.0,"13,433.00",13.433
5/20/23,20.0,"15,001.00",15.001
5/20/23,21.0,"14,998.00",14.998
5/20/23,22.0,"15,014.00",15.014
5/20/23,23.0,"14,995.00",14.995
5/20/23,24.0,"14,943.00",14.943
5/21/23,1.0,"14,817.00",14.817
5/21/23,2.0,"14,700.00",14.7
5/21/23,3.0,"14,674.00",14.674
5/21/23,4.0,"14,667.00",14.667
5/21/23,5.0,"14,684.00",14.684
5/21/23,6.0,"14,690.00",14.69
5/21/23,7.0,"14,671.00",14.671
5/21/23,8.0,"14,684.00",14.684
5/21/23,9.0,"14,723.00",14.723
5/21/23,10.0,"14,839.00",14.839
5/21/23,11.0,"14,920.00",14.92
5/21/23,12.0,"14,901.00",14.901
5/21/23,13.0,"14,953.00",14.953
5/21/23,14.0,"15,069.00",15.069
5/21/23,15.0,"15,137.00",15.137
5/21/23,16.0,"15,144.00",15.144
5/21/23,17.0,"15,157.00",15.157
5/21/23,18.0,"15,166.00",15.166
5/21/23,19.0,"15,153.00",15.153
5/21/23,20.0,"15,131.00",15.131
5/21/23,21.0,"15,027.00",15.027
5/21/23,22.0,"14,953.00",14.953
5/21/23,23.0,"14,995.00",14.995
5/21/23,24.0,"14,969.00",14.969
5/22/23,1.0,"14,930.00",14.93
5/22/23,2.0,"14,859.00",14.859
5/22/23,3.0,"14,829.00",14.829
5/22/23,4.0,"14,823.00",14.823
5/22/23,5.0,"14,826.00",14.826
5/22/23,6.0,"14,829.00",14.829
5/22/23,7.0,"14,797.00",14.797
5/22/23,8.0,"14,787.00",14.787
5/22/23,9.0,"14,781.00",14.781
5/22/23,10.0,"14,761.00",14.761
5/22/23,11.0,"14,804.00",14.804
5/22/23,12.0,"14,781.00",14.781
5/22/23,13.0,"14,881.00",14.881
5/22/23,14.0,"14,923.00",14.923
5/22/23,15.0,"14,804.00",14.804
5/22/23,16.0,"14,645.00",14.645
5/22/23,17.0,"14,690.00",14.69
5/22/23,18.0,"14,739.00",14.739
5/22/23,19.0,"14,755.00",14.755
5/22/23,20.0,"14,752.00",14.752
5/22/23,21.0,"14,710.00",14.71
5/22/23,22.0,"14,648.00",14.648
5/22/23,23.0,"14,596.00",14.596
5/22/23,24.0,"14,567.00",14.567
5/23/23,1.0,"14,567.00",14.567
5/23/23,2.0,"14,554.00",14.554
5/23/23,3.0,"14,551.00",14.551
5/23/23,4.0,"14,538.00",14.538
5/23/23,5.0,"14,538.00",14.538
5/23/23,6.0,"14,502.00",14.502
5/23/23,7.0,"14,535.00",14.535
5/23/23,8.0,"14,551.00",14.551
5/23/23,9.0,"14,551.00",14.551
5/23/23,10.0,"14,574.00",14.574
5/23/23,11.0,"14,574.00",14.574
5/23/23,12.0,"14,570.00",14.57
5/23/23,13.0,"14,548.00",14.548
5/23/23,14.0,"14,612.00",14.612
5/23/23,15.0,"14,655.00",14.655
5/23/23,16.0,"14,664.00",14.664
5/23/23,17.0,"14,742.00",14.742
5/23/23,18.0,"14,729.00",14.729
5/23/23,19.0,"14,703.00",14.703
5/23/23,20.0,"14,661.00",14.661
5/23/23,21.0,"14,622.00",14.622
5/23/23,22.0,"14,583.00",14.583
5/23/23,23.0,"14,564.00",14.564
5/23/23,24.0,"14,548.00",14.548
5/24/23,1.0,"14,515.00",14.515
5/24/23,2.0,"14,493.00",14.493
5/24/23,3.0,"14,505.00",14.505
5/24/23,4.0,"14,476.00",14.476
5/24/23,5.0,"14,441.00",14.441
5/24/23,6.0,"14,428.00",14.428
5/24/23,7.0,"14,399.00",14.399
5/24/23,8.0,"14,412.00",14.412
5/24/23,9.0,"14,408.00",14.408
5/24/23,10.0,"14,470.00",14.47
5/24/23,11.0,"14,599.00",14.599
5/24/23,12.0,"14,745.00",14.745
5/24/23,13.0,"14,771.00",14.771
5/24/23,14.0,"14,836.00",14.836
5/24/23,15.0,"14,910.00",14.91
5/24/23,16.0,"14,966.00",14.966
5/24/23,17.0,"14,982.00",14.982
5/24/23,18.0,"14,966.00",14.966
5/24/23,19.0,"14,930.00",14.93
5/24/23,20.0,"14,914.00",14.914
5/24/23,21.0,"14,878.00",14.878
5/24/23,22.0,"14,787.00",14.787
5/24/23,23.0,"14,684.00",14.684
5/24/23,24.0,"14,622.00",14.622
5/25/23,1.0,"14,551.00",14.551
5/25/23,2.0,"14,463.00",14.463
5/25/23,3.0,"14,402.00",14.402
5/25/23,4.0,"14,373.00",14.373
5/25/23,5.0,"14,343.00",14.343
5/25/23,6.0,"14,308.00",14.308
5/25/23,7.0,"14,298.00",14.298
5/25/23,8.0,"14,337.00",14.337
5/25/23,9.0,"14,450.00",14.45
5/25/23,10.0,"14,541.00",14.541
5/25/23,11.0,"14,697.00",14.697
5/25/23,12.0,"14,868.00",14.868
5/25/23,13.0,"14,998.00",14.998
5/25/23,14.0,"15,001.00",15.001
5/25/23,15.0,"15,030.00",15.03
5/25/23,16.0,"15,092.00",15.092
5/25/23,17.0,"15,105.00",15.105
5/25/23,18.0,"15,128.00",15.128
5/25/23,19.0,"15,066.00",15.066
5/25/23,20.0,"14,975.00",14.975
5/25/23,21.0,"14,923.00",14.923
5/25/23,22.0,"14,833.00",14.833
5/25/23,23.0,"14,752.00",14.752
5/25/23,24.0,"14,716.00",14.716
5/26/23,1.0,"14,674.00",14.674
5/26/23,2.0,"14,635.00",14.635
5/26/23,3.0,"14,561.00",14.561
5/26/23,4.0,"14,502.00",14.502
5/26/23,5.0,"14,463.00",14.463
5/26/23,6.0,"14,473.00",14.473
5/26/23,7.0,"14,470.00",14.47
5/26/23,8.0,"14,483.00",14.483
5/26/23,9.0,"14,493.00",14.493
5/26/23,10.0,"14,564.00",14.564
5/26/23,11.0,"14,606.00",14.606
5/26/23,12.0,"14,671.00",14.671
5/26/23,13.0,"14,736.00",14.736
5/26/23,14.0,"14,817.00",14.817
5/26/23,15.0,"14,875.00",14.875
5/26/23,16.0,"14,907.00",14.907
5/26/23,17.0,"14,953.00",14.953
5/26/23,18.0,"15,024.00",15.024
5/26/23,19.0,"15,030.00",15.03
5/26/23,20.0,"14,881.00",14.881
5/26/23,21.0,"14,813.00",14.813
5/26/23,22.0,"14,710.00",14.71
5/26/23,23.0,"14,580.00",14.58
5/26/23,24.0,"14,483.00",14.483
5/27/23,1.0,"14,402.00",14.402
5/27/23,2.0,"14,376.00",14.376
5/27/23,3.0,"14,343.00",14.343
5/27/23,4.0,"14,324.00",14.324
5/27/23,5.0,"14,318.00",14.318
5/27/23,6.0,"14,301.00",14.301
5/27/23,7.0,"14,301.00",14.301
5/27/23,8.0,"14,298.00",14.298
5/27/23,9.0,"14,321.00",14.321
5/27/23,10.0,"14,373.00",14.373
5/27/23,11.0,"14,444.00",14.444
5/27/23,12.0,"14,512.00",14.512
5/27/23,13.0,"14,593.00",14.593
5/27/23,14.0,"14,693.00",14.693
5/27/23,15.0,"14,736.00",14.736
5/27/23,16.0,"14,794.00",14.794
5/27/23,17.0,"14,820.00",14.82
5/27/23,18.0,"14,797.00",14.797
5/27/23,19.0,"14,736.00",14.736
5/27/23,20.0,"14,609.00",14.609
5/27/23,21.0,"14,437.00",14.437
5/27/23,22.0,"14,353.00",14.353
5/27/23,23.0,"14,360.00",14.36
5/27/23,24.0,"14,350.00",14.35
5/28/23,1.0,"14,363.00",14.363
5/28/23,2.0,"14,350.00",14.35
5/28/23,3.0,"14,353.00",14.353
5/28/23,4.0,"14,347.00",14.347
5/28/23,5.0,"14,340.00",14.34
5/28/23,6.0,"14,331.00",14.331
5/28/23,7.0,"14,318.00",14.318
5/28/23,8.0,"14,343.00",14.343
5/28/23,9.0,"14,382.00",14.382
5/28/23,10.0,"14,447.00",14.447
5/28/23,11.0,"14,502.00",14.502
5/28/23,12.0,"14,593.00",14.593
5/28/23,13.0,"14,687.00",14.687
5/28/23,14.0,"14,765.00",14.765
5/28/23,15.0,"14,833.00",14.833
5/28/23,16.0,"14,891.00",14.891
5/28/23,17.0,"14,927.00",14.927
5/28/23,18.0,"14,946.00",14.946
5/28/23,19.0,"14,917.00",14.917
5/28/23,20.0,"14,855.00",14.855
5/28/23,21.0,"14,752.00",14.752
5/28/23,22.0,"14,635.00",14.635
5/28/23,23.0,"14,606.00",14.606
5/28/23,24.0,"14,590.00",14.59
5/29/23,1.0,"14,554.00",14.554
5/29/23,2.0,"14,518.00",14.518
5/29/23,3.0,"14,463.00",14.463
5/29/23,4.0,"14,431.00",14.431
5/29/23,5.0,"14,424.00",14.424
5/29/23,6.0,"14,424.00",14.424
5/29/23,7.0,"14,408.00",14.408
5/29/23,8.0,"14,421.00",14.421
5/29/23,9.0,"14,437.00",14.437
5/29/23,10.0,"14,408.00",14.408
5/29/23,11.0,"14,421.00",14.421
5/29/23,12.0,"14,463.00",14.463
5/29/23,13.0,"14,574.00",14.574
5/29/23,14.0,"14,697.00",14.697
5/29/23,15.0,"14,791.00",14.791
5/29/23,16.0,"14,865.00",14.865
5/29/23,17.0,"14,917.00",14.917
5/29/23,18.0,"14,920.00",14.92
5/29/23,19.0,"14,878.00",14.878
5/29/23,20.0,"14,823.00",14.823
5/29/23,21.0,"14,736.00",14.736
5/29/23,22.0,"14,651.00",14.651
5/29/23,23.0,"14,619.00",14.619
5/29/23,24.0,"14,567.00",14.567
5/30/23,1.0,"14,541.00",14.541
5/30/23,2.0,"14,499.00",14.499
5/30/23,3.0,"14,473.00",14.473
5/30/23,4.0,"14,441.00",14.441
5/30/23,5.0,"14,418.00",14.418
5/30/23,6.0,"14,415.00",14.415
5/30/23,7.0,"14,428.00",14.428
5/30/23,8.0,"14,486.00",14.486
5/30/23,9.0,"14,651.00",14.651
5/30/23,10.0,"14,813.00",14.813
5/30/23,11.0,"14,842.00",14.842
5/30/23,12.0,"14,904.00",14.904
5/30/23,13.0,"14,959.00",14.959
5/30/23,14.0,"15,021.00",15.021
5/30/23,15.0,"15,082.00",15.082
5/30/23,16.0,"15,128.00",15.128
5/30/23,17.0,"15,137.00",15.137
5/30/23,18.0,"15,153.00",15.153
5/30/23,19.0,"15,098.00",15.098
5/30/23,20.0,"15,095.00",15.095
5/30/23,21.0,"15,014.00",15.014
5/30/23,22.0,"14,904.00",14.904
5/30/23,23.0,"14,804.00",14.804
5/30/23,24.0,"14,755.00",14.755
5/31/23,1.0,"14,739.00",14.739
5/31/23,2.0,"14,739.00",14.739
5/31/23,3.0,"14,752.00",14.752
5/31/23,4.0,"14,742.00",14.742
5/31/23,5.0,"14,736.00",14.736
5/31/23,6.0,"14,748.00",14.748
5/31/23,7.0,"14,752.00",14.752
5/31/23,8.0,"14,748.00",14.748
5/31/23,9.0,"14,765.00",14.765
5/31/23,10.0,"14,791.00",14.791
5/31/23,11.0,"14,807.00",14.807
5/31/23,12.0,"14,846.00",14.846
5/31/23,13.0,"14,878.00",14.878
5/31/23,14.0,"14,907.00",14.907
5/31/23,15.0,"14,901.00",14.901
5/31/23,16.0,"14,927.00",14.927
5/31/23,17.0,"14,975.00",14.975
5/31/23,18.0,"14,985.00",14.985
5/31/23,19.0,"14,975.00",14.975
5/31/23,20.0,"14,975.00",14.975
5/31/23,21.0,"14,907.00",14.907
5/31/23,22.0,"14,862.00",14.862
5/31/23,23.0,"14,865.00",14.865
5/31/23,24.0,"14,823.00",14.823
6/1/23,1.0,"14,774.00",14.774
6/1/23,2.0,"14,732.00",14.732
6/1/23,3.0,"14,667.00",14.667
6/1/23,4.0,"14,622.00",14.622
6/1/23,5.0,"14,609.00",14.609
6/1/23,6.0,"14,619.00",14.619
6/1/23,7.0,"14,642.00",14.642
6/1/23,8.0,"14,667.00",14.667
6/1/23,9.0,"14,755.00",14.755
6/1/23,10.0,"14,823.00",14.823
6/1/23,11.0,"14,865.00",14.865
6/1/23,12.0,"14,946.00",14.946
6/1/23,13.0,"15,024.00",15.024
6/1/23,14.0,"15,105.00",15.105
6/1/23,15.0,"15,147.00",15.147
6/1/23,16.0,"15,173.00",15.173
6/1/23,17.0,"15,228.00",15.228
6/1/23,18.0,"15,270.00",15.27
6/1/23,19.0,"15,247.00",15.247
6/1/23,20.0,"15,199.00",15.199
6/1/23,21.0,"15,128.00",15.128
6/1/23,22.0,"14,962.00",14.962
6/1/23,23.0,"14,800.00",14.8
6/1/23,24.0,"14,732.00",14.732
6/2/23,1.0,"14,716.00",14.716
6/2/23,2.0,"14,703.00",14.703
6/2/23,3.0,"14,677.00",14.677
6/2/23,4.0,"14,638.00",14.638
6/2/23,5.0,"14,664.00",14.664
6/2/23,6.0,"14,658.00",14.658
6/2/23,7.0,"14,629.00",14.629
6/2/23,8.0,"14,664.00",14.664
6/2/23,9.0,"14,729.00",14.729
6/2/23,10.0,"14,839.00",14.839
6/2/23,11.0,"15,014.00",15.014
6/2/23,12.0,"15,134.00",15.134
6/2/23,13.0,"15,192.00",15.192
6/2/23,14.0,"15,251.00",15.251
6/2/23,15.0,"15,283.00",15.283
6/2/23,16.0,"15,393.00",15.393
6/2/23,17.0,"15,448.00",15.448
6/2/23,18.0,"15,510.00",15.51
6/2/23,19.0,"15,477.00",15.477
6/2/23,20.0,"15,406.00",15.406
6/2/23,21.0,"15,306.00",15.306
6/2/23,22.0,"15,157.00",15.157
6/2/23,23.0,"15,030.00",15.03
6/2/23,24.0,"14,852.00",14.852
6/3/23,1.0,"14,703.00",14.703
6/3/23,2.0,"14,674.00",14.674
6/3/23,3.0,"14,648.00",14.648
6/3/23,4.0,"14,593.00",14.593
6/3/23,5.0,"14,538.00",14.538
6/3/23,6.0,"14,505.00",14.505
6/3/23,7.0,"14,483.00",14.483
6/3/23,8.0,"14,538.00",14.538
6/3/23,9.0,"14,674.00",14.674
6/3/23,10.0,"14,810.00",14.81
6/3/23,11.0,"14,959.00",14.959
6/3/23,12.0,"15,141.00",15.141
6/3/23,13.0,"15,286.00",15.286
6/3/23,14.0,"15,409.00",15.409
6/3/23,15.0,"15,448.00",15.448
6/3/23,16.0,"15,526.00",15.526
6/3/23,17.0,"15,578.00",15.578
6/3/23,18.0,"15,584.00",15.584
6/3/23,19.0,"15,542.00",15.542
6/3/23,20.0,"15,481.00",15.481
6/3/23,21.0,"15,384.00",15.384
6/3/23,22.0,"15,098.00",15.098
6/3/23,23.0,"14,829.00",14.829
6/3/23,24.0,"14,710.00",14.71
6/4/23,1.0,"14,632.00",14.632
6/4/23,2.0,"14,632.00",14.632
6/4/23,3.0,"14,752.00",14.752
6/4/23,4.0,"14,794.00",14.794
6/4/23,5.0,"14,752.00",14.752
6/4/23,6.0,"14,697.00",14.697
6/4/23,7.0,"14,651.00",14.651
6/4/23,8.0,"14,664.00",14.664
6/4/23,9.0,"14,693.00",14.693
6/4/23,10.0,"14,719.00",14.719
6/4/23,11.0,"14,732.00",14.732
6/4/23,12.0,"14,784.00",14.784
6/4/23,13.0,"14,872.00",14.872
6/4/23,14.0,"14,901.00",14.901
6/4/23,15.0,"14,953.00",14.953
6/4/23,16.0,"15,115.00",15.115
6/4/23,17.0,"15,163.00",15.163
6/4/23,18.0,"15,192.00",15.192
6/4/23,19.0,"14,962.00",14.962
6/4/23,20.0,"14,719.00",14.719
6/4/23,21.0,"14,800.00",14.8
6/4/23,22.0,"14,791.00",14.791
6/4/23,23.0,"14,778.00",14.778
6/4/23,24.0,"14,758.00",14.758
6/5/23,1.0,"14,706.00",14.706
6/5/23,2.0,"14,680.00",14.68
6/5/23,3.0,"14,651.00",14.651
6/5/23,4.0,"14,622.00",14.622
6/5/23,5.0,"14,574.00",14.574
6/5/23,6.0,"14,538.00",14.538
6/5/23,7.0,"14,525.00",14.525
6/5/23,8.0,"14,535.00",14.535
6/5/23,9.0,"14,596.00",14.596
6/5/23,10.0,"14,684.00",14.684
6/5/23,11.0,"14,761.00",14.761
6/5/23,12.0,"14,800.00",14.8
6/5/23,13.0,"14,852.00",14.852
6/5/23,14.0,"14,943.00",14.943
6/5/23,15.0,"15,056.00",15.056
6/5/23,16.0,"15,134.00",15.134
6/5/23,17.0,"15,222.00",15.222
6/5/23,18.0,"15,270.00",15.27
6/5/23,19.0,"15,277.00",15.277
6/5/23,20.0,"15,234.00",15.234
6/5/23,21.0,"15,189.00",15.189
6/5/23,22.0,"15,047.00",15.047
6/5/23,23.0,"14,956.00",14.956
6/5/23,24.0,"14,875.00",14.875
6/6/23,1.0,"14,868.00",14.868
6/6/23,2.0,"14,881.00",14.881
6/6/23,3.0,"14,836.00",14.836
6/6/23,4.0,"14,820.00",14.82
6/6/23,5.0,"14,823.00",14.823
6/6/23,6.0,"14,836.00",14.836
6/6/23,7.0,"14,842.00",14.842
6/6/23,8.0,"14,813.00",14.813
6/6/23,9.0,"14,894.00",14.894
6/6/23,10.0,"14,982.00",14.982
6/6/23,11.0,"15,121.00",15.121
6/6/23,12.0,"15,273.00",15.273
6/6/23,13.0,"15,409.00",15.409
6/6/23,14.0,"15,461.00",15.461
6/6/23,15.0,"15,529.00",15.529
6/6/23,16.0,"15,646.00",15.646
6/6/23,17.0,"15,639.00",15.639
6/6/23,18.0,"15,539.00",15.539
6/6/23,19.0,"15,296.00",15.296
6/6/23,20.0,"15,186.00",15.186
6/6/23,21.0,"15,085.00",15.085
6/6/23,22.0,"15,027.00",15.027
6/6/23,23.0,"14,988.00",14.988
6/6/23,24.0,"14,904.00",14.904
6/7/23,1.0,"14,881.00",14.881
6/7/23,2.0,"14,836.00",14.836
6/7/23,3.0,"14,820.00",14.82
6/7/23,4.0,"14,813.00",14.813
6/7/23,5.0,"14,778.00",14.778
6/7/23,6.0,"14,778.00",14.778
6/7/23,7.0,"14,774.00",14.774
6/7/23,8.0,"14,797.00",14.797
6/7/23,9.0,"14,898.00",14.898
6/7/23,10.0,"14,966.00",14.966
6/7/23,11.0,"15,105.00",15.105
6/7/23,12.0,"15,251.00",15.251
6/7/23,13.0,"15,345.00",15.345
6/7/23,14.0,"15,432.00",15.432
6/7/23,15.0,"15,549.00",15.549
6/7/23,16.0,"15,461.00",15.461
6/7/23,17.0,"15,487.00",15.487
6/7/23,18.0,"15,533.00",15.533
6/7/23,19.0,"15,513.00",15.513
6/7/23,20.0,"15,461.00",15.461
6/7/23,21.0,"15,306.00",15.306
6/7/23,22.0,"15,076.00",15.076
6/7/23,23.0,"15,034.00",15.034
6/7/23,24.0,"14,959.00",14.959
6/8/23,1.0,"14,894.00",14.894
6/8/23,2.0,"14,842.00",14.842
6/8/23,3.0,"14,826.00",14.826
6/8/23,4.0,"14,781.00",14.781
6/8/23,5.0,"14,729.00",14.729
6/8/23,6.0,"14,684.00",14.684
6/8/23,7.0,"14,655.00",14.655
6/8/23,8.0,"14,651.00",14.651
6/8/23,9.0,"14,667.00",14.667
6/8/23,10.0,"14,700.00",14.7
6/8/23,11.0,"14,784.00",14.784
6/8/23,12.0,"14,920.00",14.92
6/8/23,13.0,"15,066.00",15.066
6/8/23,14.0,"15,131.00",15.131
6/8/23,15.0,"15,196.00",15.196
6/8/23,16.0,"15,231.00",15.231
6/8/23,17.0,"15,228.00",15.228
6/8/23,18.0,"15,192.00",15.192
6/8/23,19.0,"15,141.00",15.141
6/8/23,20.0,"15,056.00",15.056
6/8/23,21.0,"14,933.00",14.933
6/8/23,22.0,"14,791.00",14.791
6/8/23,23.0,"14,706.00",14.706
6/8/23,24.0,"14,609.00",14.609
6/9/23,1.0,"14,476.00",14.476
6/9/23,2.0,"14,470.00",14.47
6/9/23,3.0,"14,431.00",14.431
6/9/23,4.0,"14,373.00",14.373
6/9/23,5.0,"14,340.00",14.34
6/9/23,6.0,"14,340.00",14.34
6/9/23,7.0,"14,363.00",14.363
6/9/23,8.0,"14,392.00",14.392
6/9/23,9.0,"14,499.00",14.499
6/9/23,10.0,"14,645.00",14.645
6/9/23,11.0,"14,765.00",14.765
6/9/23,12.0,"14,865.00",14.865
6/9/23,13.0,"14,894.00",14.894
6/9/23,14.0,"15,011.00",15.011
6/9/23,15.0,"15,095.00",15.095
6/9/23,16.0,"15,170.00",15.17
6/9/23,17.0,"15,189.00",15.189
6/9/23,18.0,"15,183.00",15.183
6/9/23,19.0,"15,157.00",15.157
6/9/23,20.0,"15,092.00",15.092
6/9/23,21.0,"14,949.00",14.949
6/9/23,22.0,"14,710.00",14.71
6/9/23,23.0,"14,557.00",14.557
6/9/23,24.0,"14,437.00",14.437
6/10/23,1.0,"14,392.00",14.392
6/10/23,2.0,"14,379.00",14.379
6/10/23,3.0,"14,356.00",14.356
6/10/23,4.0,"14,350.00",14.35
6/10/23,5.0,"14,327.00",14.327
6/10/23,6.0,"14,308.00",14.308
6/10/23,7.0,"11,700.00",11.7
6/10/23,8.0,"9,775.00",9.775
6/10/23,9.0,"12,688.00",12.688
6/10/23,10.0,"14,583.00",14.583
6/10/23,11.0,"14,820.00",14.82
6/10/23,12.0,"15,047.00",15.047
6/10/23,13.0,"15,147.00",15.147
6/10/23,14.0,"15,196.00",15.196
6/10/23,15.0,"15,222.00",15.222
6/10/23,16.0,"15,296.00",15.296
6/10/23,17.0,"15,338.00",15.338
6/10/23,18.0,"15,338.00",15.338
6/10/23,19.0,"15,303.00",15.303
6/10/23,20.0,"15,299.00",15.299
6/10/23,21.0,"15,202.00",15.202
6/10/23,22.0,"14,975.00",14.975
6/10/23,23.0,"14,771.00",14.771
6/10/23,24.0,"14,703.00",14.703
6/11/23,1.0,"14,690.00",14.69
6/11/23,2.0,"14,739.00",14.739
6/11/23,3.0,"14,732.00",14.732
6/11/23,4.0,"14,674.00",14.674
6/11/23,5.0,"14,638.00",14.638
6/11/23,6.0,"14,632.00",14.632
6/11/23,7.0,"14,645.00",14.645
6/11/23,8.0,"14,677.00",14.677
6/11/23,9.0,"14,797.00",14.797
6/11/23,10.0,"14,833.00",14.833
6/11/23,11.0,"14,833.00",14.833
6/11/23,12.0,"14,833.00",14.833
6/11/23,13.0,"14,885.00",14.885
6/11/23,14.0,"14,962.00",14.962
6/11/23,15.0,"15,076.00",15.076
6/11/23,16.0,"15,166.00",15.166
6/11/23,17.0,"15,322.00",15.322
6/11/23,18.0,"15,445.00",15.445
6/11/23,19.0,"15,516.00",15.516
6/11/23,20.0,"15,231.00",15.231
6/11/23,21.0,"15,115.00",15.115
6/11/23,22.0,"15,089.00",15.089
6/11/23,23.0,"15,069.00",15.069
6/11/23,24.0,"15,043.00",15.043
6/12/23,1.0,"15,021.00",15.021
6/12/23,2.0,"14,995.00",14.995
6/12/23,3.0,"14,739.00",14.739
6/12/23,4.0,"14,719.00",14.719
6/12/23,5.0,"14,787.00",14.787
6/12/23,6.0,"14,781.00",14.781
6/12/23,7.0,"14,745.00",14.745
6/12/23,8.0,"14,752.00",14.752
6/12/23,9.0,"14,761.00",14.761
6/12/23,10.0,"14,855.00",14.855
6/12/23,11.0,"14,979.00",14.979
6/12/23,12.0,"14,962.00",14.962
6/12/23,13.0,"14,975.00",14.975
6/12/23,14.0,"15,050.00",15.05
6/12/23,15.0,"15,040.00",15.04
6/12/23,16.0,"15,040.00",15.04
6/12/23,17.0,"15,063.00",15.063
6/12/23,18.0,"15,082.00",15.082
6/12/23,19.0,"15,069.00",15.069
6/12/23,20.0,"14,979.00",14.979
6/12/23,21.0,"14,910.00",14.91
6/12/23,22.0,"14,784.00",14.784
6/12/23,23.0,"14,700.00",14.7
6/12/23,24.0,"14,648.00",14.648
6/13/23,1.0,"14,655.00",14.655
6/13/23,2.0,"14,619.00",14.619
6/13/23,3.0,"14,561.00",14.561
6/13/23,4.0,"14,541.00",14.541
6/13/23,5.0,"14,512.00",14.512
6/13/23,6.0,"14,473.00",14.473
6/13/23,7.0,"14,460.00",14.46
6/13/23,8.0,"14,486.00",14.486
6/13/23,9.0,"14,505.00",14.505
