zone,January,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,February,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,March,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,April,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,May,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,June,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,July,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,August,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,September,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER
ZoneA,2023-01-22 21:00,556,379,0,8,59,1357,0,8,26,3,372,,ZoneA,2023-02-22 21:00,524,321,0,241,50,869,0,5,41,15,312,,ZoneA,2023-03-22 22:00,540,253,0,61,87,1092,0,4,34,7,325,,ZoneA,2023-04-22 21:00,183,794,0,629,73,1135,0,7,31,25,404,,ZoneA,2023-05-22 21:00,317,554,0,253,86,1632,0,8,23,12,400,,ZoneA,2023-06-22 21:00,629,425,0,210,310,1238,0,4,41,18,335,,ZoneA,2023-07-22 21:00,603,444,0,711,22,1577,0,4,40,22,329,,ZoneA,2023-08-22 21:00,601,630,0,632,86,2037,0,5,33,17,343,,ZoneA,2023-09-22 21:00,582,537,0,621,19,1043,0,5,44,23,315
ZoneA,2023-01-22 22:00,565,383,0,1,79,1421,0,8,26,3,370,,ZoneA,2023-02-22 22:00,526,323,0,69,103,964,0,5,35,9,336,,ZoneA,2023-03-22 23:00,537,310,0,6,88,1153,0,5,30,5,351,,ZoneA,2023-04-22 22:00,191,812,0,487,77,1119,0,7,28,21,427,,ZoneA,2023-05-22 22:00,320,550,0,147,92,1679,0,8,20,9,414,,ZoneA,2023-06-22 22:00,631,462,0,88,345,1247,0,3,38,16,334,,ZoneA,2023-07-22 22:00,602,441,0,630,29,1765,0,3,37,19,343,,ZoneA,2023-08-22 22:00,606,658,0,630,110,2121,0,5,33,18,345,,ZoneA,2023-09-22 22:00,571,542,0,574,20,1076,0,5,42,21,323
ZoneA,2023-01-22 23:00,560,376,0,0,146,1415,0,7,28,6,360,,ZoneA,2023-02-22 23:00,542,332,0,2,173,1031,0,5,35,9,337,,ZoneA,2023-03-23 0:00,538,359,0,0,41,1161,0,4,28,2,371,,ZoneA,2023-04-22 23:00,197,804,0,91,147,1335,0,7,17,9,477,,ZoneA,2023-05-22 23:00,320,554,0,60,91,1689,0,8,17,6,428,,ZoneA,2023-06-22 23:00,639,477,0,48,316,1271,0,4,36,13,332,,ZoneA,2023-07-22 23:00,604,452,0,610,42,1900,0,3,35,18,346,,ZoneA,2023-08-22 23:00,607,665,0,607,122,2206,0,5,32,17,348,,ZoneA,2023-09-22 23:00,564,579,0,478,34,1003,0,5,40,19,339
ZoneA,2023-01-23 0:00,559,374,0,0,95,1391,0,7,27,4,366,,ZoneA,2023-02-23 0:00,553,353,0,0,201,998,0,5,36,10,336,,ZoneA,2023-03-23 1:00,531,362,0,0,38,1083,0,5,28,2,372,,ZoneA,2023-04-23 0:00,200,747,0,1,167,1437,0,8,14,7,478,,ZoneA,2023-05-23 0:00,322,556,0,2,111,1666,0,8,16,4,434,,ZoneA,2023-06-23 0:00,631,470,0,6,315,1237,0,4,36,12,335,,ZoneA,2023-07-23 0:00,601,514,0,578,52,1948,0,3,34,17,347,,ZoneA,2023-08-23 0:00,599,665,0,552,202,2239,0,5,32,17,347,,ZoneA,2023-09-23 0:00,560,595,0,470,48,950,0,5,41,20,341
ZoneA,2023-01-23 1:00,552,375,0,0,65,1335,0,7,26,3,371,,ZoneA,2023-02-23 1:00,541,349,0,0,186,959,0,5,36,9,337,,ZoneA,2023-03-23 2:00,531,332,0,0,26,993,0,4,30,1,365,,ZoneA,2023-04-23 1:00,218,656,0,0,199,1370,0,9,17,8,457,,ZoneA,2023-05-23 1:00,319,560,0,0,107,1578,0,8,17,4,437,,ZoneA,2023-06-23 1:00,623,455,0,0,296,1221,0,5,35,11,323,,ZoneA,2023-07-23 1:00,611,551,0,361,103,2094,0,3,29,13,349,,ZoneA,2023-08-23 1:00,606,735,0,425,251,2221,0,4,30,16,361,,ZoneA,2023-09-23 1:00,553,578,0,356,74,977,0,5,39,17,351
ZoneA,2023-01-23 2:00,548,373,0,0,57,1253,0,7,27,3,372,,ZoneA,2023-02-23 2:00,528,334,0,0,122,940,0,5,34,7,346,,ZoneA,2023-03-23 3:00,523,269,0,0,26,904,0,6,32,2,348,,ZoneA,2023-04-23 2:00,231,553,0,0,170,1344,0,9,17,7,443,,ZoneA,2023-05-23 2:00,316,524,0,0,99,1408,0,8,18,4,435,,ZoneA,2023-06-23 2:00,614,417,0,0,284,1123,0,5,37,12,335,,ZoneA,2023-07-23 2:00,600,598,0,195,160,2136,0,3,26,10,351,,ZoneA,2023-08-23 2:00,603,749,0,229,308,2237,0,3,28,16,375,,ZoneA,2023-09-23 2:00,555,559,0,133,114,1071,0,5,33,10,375
ZoneA,2023-01-23 3:00,543,369,0,0,51,1175,0,7,28,2,371,,ZoneA,2023-02-23 3:00,509,319,0,0,77,873,0,5,33,5,352,,ZoneA,2023-03-23 4:00,513,264,0,0,24,870,0,6,32,1,348,,ZoneA,2023-04-23 3:00,246,497,0,0,104,1266,0,10,17,5,444,,ZoneA,2023-05-23 3:00,318,450,0,0,86,1296,0,8,19,4,423,,ZoneA,2023-06-23 3:00,602,407,0,0,270,950,0,5,39,12,347,,ZoneA,2023-07-23 3:00,597,605,0,171,174,2053,0,4,26,10,367,,ZoneA,2023-08-23 3:00,612,759,0,39,288,2266,0,4,24,12,396,,ZoneA,2023-09-23 3:00,562,567,0,1,155,1104,0,6,30,7,390
ZoneA,2023-01-23 4:00,544,357,0,0,50,1053,0,7,30,2,366,,ZoneA,2023-02-23 4:00,517,324,0,0,51,834,0,6,33,3,356,,ZoneA,2023-03-23 5:00,515,244,0,0,23,934,0,6,31,1,344,,ZoneA,2023-04-23 4:00,234,408,0,0,89,1245,0,9,16,5,432,,ZoneA,2023-05-23 4:00,308,404,0,0,76,1207,0,8,19,4,418,,ZoneA,2023-06-23 4:00,591,391,0,0,218,896,0,5,39,10,365,,ZoneA,2023-07-23 4:00,590,593,0,61,160,2039,0,4,24,7,389,,ZoneA,2023-08-23 4:00,605,761,0,0,211,2263,0,5,21,8,409,,ZoneA,2023-09-23 4:00,556,564,0,0,177,1042,0,5,31,8,387
ZoneA,2023-01-23 5:00,539,354,0,0,32,963,0,8,30,2,368,,ZoneA,2023-02-23 5:00,517,319,0,0,46,819,0,5,33,3,355,,ZoneA,2023-03-23 6:00,519,233,0,0,24,912,0,6,32,1,338,,ZoneA,2023-04-23 5:00,232,381,0,0,52,1218,0,8,15,3,436,,ZoneA,2023-05-23 5:00,315,300,0,0,69,1202,0,8,20,4,395,,ZoneA,2023-06-23 5:00,587,381,0,0,165,871,0,5,37,8,389,,ZoneA,2023-07-23 5:00,597,589,0,9,198,1917,0,4,25,7,402,,ZoneA,2023-08-23 5:00,588,726,0,0,100,2188,0,4,19,6,419,,ZoneA,2023-09-23 5:00,550,532,0,0,160,963,0,6,32,7,383
ZoneA,2023-01-23 6:00,531,343,0,0,30,925,0,7,31,2,366,,ZoneA,2023-02-23 6:00,530,324,0,0,48,802,0,5,34,3,354,,ZoneA,2023-03-23 7:00,521,243,0,0,24,878,0,5,33,1,339,,ZoneA,2023-04-23 6:00,241,380,1,0,37,1170,0,9,15,2,438,,ZoneA,2023-05-23 6:00,310,255,0,0,25,1245,0,8,18,2,395,,ZoneA,2023-06-23 6:00,600,381,0,0,156,901,0,5,37,8,395,,ZoneA,2023-07-23 6:00,590,545,0,0,195,1870,0,4,25,7,388,,ZoneA,2023-08-23 6:00,574,652,0,0,32,2039,0,4,18,3,420,,ZoneA,2023-09-23 6:00,542,499,0,0,147,857,0,6,34,7,379
ZoneA,2023-01-23 7:00,527,334,0,0,29,912,0,7,31,2,365,,ZoneA,2023-02-23 7:00,524,307,0,0,49,782,0,6,34,3,349,,ZoneA,2023-03-23 8:00,520,240,0,0,25,904,0,6,32,1,340,,ZoneA,2023-04-23 7:00,240,379,1,0,36,1139,0,9,15,2,439,,ZoneA,2023-05-23 7:00,311,256,0,0,23,1160,0,8,19,2,394,,ZoneA,2023-06-23 7:00,611,387,0,0,155,892,0,6,37,8,397,,ZoneA,2023-07-23 7:00,597,491,0,0,130,1726,0,5,25,5,371,,ZoneA,2023-08-23 7:00,588,531,0,0,21,1862,0,5,20,1,403,,ZoneA,2023-09-23 7:00,547,446,0,0,54,833,0,6,32,3,383
ZoneA,2023-01-23 8:00,532,339,0,0,29,937,0,7,30,2,366,,ZoneA,2023-02-23 8:00,520,317,0,0,49,767,0,6,34,3,353,,ZoneA,2023-03-23 9:00,529,232,0,0,27,1014,0,5,31,2,339,,ZoneA,2023-04-23 8:00,243,383,1,0,35,1181,0,9,15,2,438,,ZoneA,2023-05-23 8:00,314,259,0,0,22,1164,0,9,19,2,395,,ZoneA,2023-06-23 8:00,615,378,0,0,157,888,0,6,38,8,413,,ZoneA,2023-07-23 8:00,590,439,0,0,28,1675,0,5,23,1,388,,ZoneA,2023-08-23 8:00,580,425,0,0,22,1759,0,6,22,1,388,,ZoneA,2023-09-23 8:00,533,354,0,0,11,833,0,6,31,1,371
ZoneA,2023-01-23 9:00,537,343,0,0,30,1015,0,8,29,2,367,,ZoneA,2023-02-23 9:00,527,324,0,0,51,838,0,6,33,3,355,,ZoneA,2023-03-23 10:00,516,235,0,0,89,1026,0,5,32,5,332,,ZoneA,2023-04-23 9:00,236,382,1,0,35,1206,0,9,15,2,439,,ZoneA,2023-05-23 9:00,317,261,0,0,34,1263,0,9,19,2,393,,ZoneA,2023-06-23 9:00,604,370,0,0,156,901,0,6,37,8,419,,ZoneA,2023-07-23 9:00,585,433,0,0,29,1496,0,5,24,1,387,,ZoneA,2023-08-23 9:00,576,414,0,0,18,1616,0,7,23,1,386,,ZoneA,2023-09-23 9:00,528,297,0,0,11,865,0,6,32,1,356
ZoneA,2023-01-23 10:00,552,356,0,0,40,1185,0,8,28,2,369,,ZoneA,2023-02-23 10:00,537,329,0,0,49,897,0,6,32,3,356,,ZoneA,2023-03-23 11:00,519,237,0,8,134,1036,0,5,34,7,323,,ZoneA,2023-04-23 10:00,225,375,0,0,39,1162,0,8,15,2,440,,ZoneA,2023-05-23 10:00,317,290,0,2,27,1306,0,9,18,2,401,,ZoneA,2023-06-23 10:00,599,387,0,3,153,932,0,6,36,8,416,,ZoneA,2023-07-23 10:00,579,424,0,0,22,1362,0,5,25,1,385,,ZoneA,2023-08-23 10:00,579,403,0,0,16,1536,0,8,23,1,383,,ZoneA,2023-09-23 10:00,521,288,0,0,10,803,0,7,33,1,353
ZoneA,2023-01-23 11:00,559,367,0,0,57,1390,0,8,26,2,371,,ZoneA,2023-02-23 11:00,530,326,0,0,56,985,0,6,31,3,358,,ZoneA,2023-03-23 12:00,512,230,0,168,105,915,0,5,41,14,295,,ZoneA,2023-04-23 11:00,211,388,0,141,58,1085,0,8,22,11,410,,ZoneA,2023-05-23 11:00,305,345,0,98,27,1297,0,8,21,6,396,,ZoneA,2023-06-23 11:00,586,383,0,35,151,909,0,6,37,9,415,,ZoneA,2023-07-23 11:00,580,413,0,0,21,1328,0,6,26,1,383,,ZoneA,2023-08-23 11:00,582,405,0,0,18,1504,0,8,24,1,382,,ZoneA,2023-09-23 11:00,521,285,0,0,11,754,0,7,34,1,351
ZoneA,2023-01-23 12:00,549,385,0,9,73,1466,0,6,25,3,373,,ZoneA,2023-02-23 12:00,534,333,0,42,57,1015,0,6,32,5,352,,ZoneA,2023-03-23 13:00,508,226,0,433,39,780,0,5,49,24,257,,ZoneA,2023-04-23 12:00,191,387,0,506,49,911,0,7,36,27,343,,ZoneA,2023-05-23 12:00,296,342,0,218,30,1199,1,8,26,12,374,,ZoneA,2023-06-23 12:00,608,396,0,92,165,983,0,5,38,11,414,,ZoneA,2023-07-23 12:00,576,410,0,0,23,1278,0,6,26,1,384,,ZoneA,2023-08-23 12:00,587,410,0,0,16,1560,0,7,23,1,383,,ZoneA,2023-09-23 12:00,527,288,0,0,10,752,0,7,34,1,350
ZoneA,2023-01-23 13:00,549,377,0,215,62,1289,0,6,33,11,340,,ZoneA,2023-02-23 13:00,541,341,0,206,55,891,0,5,39,13,321,,ZoneA,2023-03-23 14:00,526,230,0,621,33,760,0,6,54,30,234,,ZoneA,2023-04-23 13:00,187,408,0,741,50,916,0,7,42,34,313,,ZoneA,2023-05-23 13:00,303,297,0,337,30,1226,0,8,31,17,343,,ZoneA,2023-06-23 13:00,605,403,0,132,168,1023,0,5,39,13,415,,ZoneA,2023-07-23 13:00,579,411,0,0,21,1260,0,6,26,1,382,,ZoneA,2023-08-23 13:00,589,416,0,0,17,1619,0,7,23,1,384,,ZoneA,2023-09-23 13:00,532,290,0,0,10,771,0,7,34,1,351
ZoneA,2023-01-23 14:00,553,372,0,495,52,1020,0,6,44,22,294,,ZoneA,2023-02-23 14:00,550,356,0,413,57,824,0,5,46,21,291,,ZoneA,2023-03-23 15:00,540,230,0,679,29,781,0,5,55,31,228,,ZoneA,2023-04-23 14:00,178,421,0,808,55,918,0,7,44,36,308,,ZoneA,2023-05-23 14:00,301,275,0,470,34,1219,0,8,35,22,318,,ZoneA,2023-06-23 14:00,595,397,0,207,166,988,0,4,41,16,414,,ZoneA,2023-07-23 14:00,587,420,0,0,20,1268,0,6,26,1,382,,ZoneA,2023-08-23 14:00,588,422,0,0,17,1708,0,6,22,1,386,,ZoneA,2023-09-23 14:00,539,293,0,0,11,820,0,7,33,1,352
ZoneA,2023-01-23 15:00,573,387,0,556,37,1033,0,7,45,23,291,,ZoneA,2023-02-23 15:00,566,366,0,479,56,888,0,5,47,23,286,,ZoneA,2023-03-23 16:00,525,216,0,642,21,771,0,7,54,30,230,,ZoneA,2023-04-23 15:00,186,419,0,821,55,991,0,7,43,35,308,,ZoneA,2023-05-23 15:00,306,282,0,530,33,1260,0,8,36,23,313,,ZoneA,2023-06-23 15:00,594,409,0,265,210,1002,0,4,43,19,413,,ZoneA,2023-07-23 15:00,586,420,0,0,19,1235,0,6,27,1,384,,ZoneA,2023-08-23 15:00,589,416,0,24,17,1693,0,7,23,1,382,,ZoneA,2023-09-23 15:00,528,287,0,10,6,851,0,7,32,1,352
ZoneA,2023-01-23 16:00,564,381,0,536,32,1004,0,6,45,22,292,,ZoneA,2023-02-23 16:00,562,362,0,397,53,1002,0,5,42,19,302,,ZoneA,2023-03-23 17:00,535,224,0,687,21,755,0,6,56,32,225,,ZoneA,2023-04-23 16:00,183,409,0,797,59,1010,0,7,42,35,309,,ZoneA,2023-05-23 16:00,313,296,0,589,38,1379,0,9,36,24,312,,ZoneA,2023-06-23 16:00,595,417,0,395,170,1056,0,5,44,21,395,,ZoneA,2023-07-23 16:00,587,422,0,57,22,1237,0,6,29,3,367,,ZoneA,2023-08-23 16:00,594,418,0,146,16,1684,0,8,26,1,365,,ZoneA,2023-09-23 16:00,524,286,0,138,5,789,0,7,38,8,325
ZoneA,2023-01-23 17:00,565,374,0,521,31,1014,0,6,44,22,293,,ZoneA,2023-02-23 17:00,563,361,0,396,52,1019,0,5,42,19,302,,ZoneA,2023-03-23 18:00,535,235,0,664,22,802,0,6,54,30,234,,ZoneA,2023-04-23 17:00,187,412,0,813,62,1051,0,7,42,35,309,,ZoneA,2023-05-23 17:00,317,375,0,513,41,1487,0,9,32,20,339,,ZoneA,2023-06-23 17:00,614,428,0,441,177,1150,0,3,44,22,359,,ZoneA,2023-07-23 17:00,595,428,0,154,24,1393,0,6,30,7,323,,ZoneA,2023-08-23 17:00,604,413,0,215,16,1741,0,9,28,5,356,,ZoneA,2023-09-23 17:00,550,301,0,318,6,835,0,7,43,16,297
ZoneA,2023-01-23 18:00,556,383,0,510,33,971,0,7,45,22,295,,ZoneA,2023-02-23 18:00,561,364,0,433,51,1010,0,5,43,20,298,,ZoneA,2023-03-23 19:00,546,241,0,684,25,833,0,8,54,30,235,,ZoneA,2023-04-23 18:00,188,413,0,806,61,1096,0,7,41,34,311,,ZoneA,2023-05-23 18:00,312,485,0,378,48,1571,0,8,26,15,377,,ZoneA,2023-06-23 18:00,620,425,0,523,190,1072,0,3,47,25,350,,ZoneA,2023-07-23 18:00,599,434,0,350,24,1520,0,5,33,13,317,,ZoneA,2023-08-23 18:00,600,412,0,373,16,1776,0,8,31,8,339,,ZoneA,2023-09-23 18:00,568,312,0,442,9,926,0,7,45,20,285
ZoneA,2023-01-23 19:00,559,408,0,500,34,914,0,7,45,22,299,,ZoneA,2023-02-23 19:00,558,362,0,420,51,1012,0,5,43,20,300,,ZoneA,2023-03-23 20:00,537,263,0,605,19,859,0,8,51,27,252,,ZoneA,2023-04-23 19:00,187,412,0,798,61,1112,0,7,41,33,313,,ZoneA,2023-05-23 19:00,308,516,0,291,66,1561,0,8,24,13,392,,ZoneA,2023-06-23 19:00,638,433,0,521,202,1117,0,3,47,25,347,,ZoneA,2023-07-23 19:00,612,451,0,589,25,1561,0,5,38,19,306,,ZoneA,2023-08-23 19:00,602,414,0,587,17,1660,0,8,37,12,314,,ZoneA,2023-09-23 19:00,563,313,0,481,7,967,0,6,45,21,284
ZoneA,2023-01-23 20:00,570,417,0,498,37,980,0,8,44,21,302,,ZoneA,2023-02-23 20:00,567,365,0,361,57,1093,0,5,40,17,310,,ZoneA,2023-03-23 21:00,536,300,0,575,24,816,0,5,50,27,262,,ZoneA,2023-04-23 20:00,185,430,0,767,62,1106,0,7,40,33,320,,ZoneA,2023-05-23 20:00,309,517,0,237,103,1624,0,8,23,12,395,,ZoneA,2023-06-23 20:00,638,430,0,441,223,1287,0,3,43,22,342,,ZoneA,2023-07-23 20:00,616,462,0,664,23,1647,0,5,38,20,312,,ZoneA,2023-08-23 20:00,594,412,0,647,18,1737,0,7,37,18,311,,ZoneA,2023-09-23 20:00,548,325,0,550,8,823,0,5,49,25,272
ZoneA,2023-01-23 21:00,559,409,0,309,37,1016,0,9,39,15,328,,ZoneA,2023-02-23 21:00,566,373,0,294,65,1182,0,5,37,14,322,,ZoneA,2023-03-23 22:00,530,321,0,272,92,1012,0,4,40,16,308,,ZoneA,2023-04-23 21:00,184,453,0,705,75,1135,0,7,38,31,332,,ZoneA,2023-05-23 21:00,318,525,0,167,146,1697,0,8,22,11,399,,ZoneA,2023-06-23 21:00,649,436,0,465,235,1299,0,3,44,23,353,,ZoneA,2023-07-23 21:00,604,444,0,626,27,1766,0,4,36,19,315,,ZoneA,2023-08-23 21:00,578,407,0,654,28,1736,0,6,37,19,310,,ZoneA,2023-09-23 21:00,545,332,0,527,12,904,0,5,47,23,281
ZoneA,2023-01-23 22:00,552,387,0,43,39,1229,0,9,28,4,370,,ZoneA,2023-02-23 22:00,574,410,0,89,168,1227,0,5,34,10,344,,ZoneA,2023-03-23 23:00,531,352,0,17,264,1048,0,5,37,13,329,,ZoneA,2023-04-23 22:00,198,485,0,455,158,1303,0,7,31,24,363,,ZoneA,2023-05-23 22:00,322,524,0,67,149,1738,0,8,19,8,413,,ZoneA,2023-06-23 22:00,642,436,0,317,235,1354,0,3,40,18,357,,ZoneA,2023-07-23 22:00,611,460,0,590,40,1876,0,3,35,18,321,,ZoneA,2023-08-23 22:00,586,418,0,679,53,1756,0,5,38,20,307,,ZoneA,2023-09-23 22:00,545,335,0,539,12,925,0,5,46,23,281
ZoneA,2023-01-23 23:00,546,398,0,0,44,1347,0,8,25,2,381,,ZoneA,2023-02-23 23:00,572,414,0,2,296,1233,0,5,35,12,340,,ZoneA,2023-03-24 0:00,528,367,0,0,289,1071,0,4,36,13,332,,ZoneA,2023-04-23 23:00,191,532,0,72,310,1416,0,7,23,15,408,,ZoneA,2023-05-23 23:00,339,520,0,28,142,1682,0,8,19,6,416,,ZoneA,2023-06-23 23:00,633,433,0,92,307,1424,0,2,36,14,361,,ZoneA,2023-07-23 23:00,608,516,0,503,97,1939,0,3,33,17,326,,ZoneA,2023-08-23 23:00,591,422,0,701,48,1864,0,6,37,20,309,,ZoneA,2023-09-23 23:00,545,335,0,508,14,929,0,5,46,22,285
ZoneA,2023-01-24 0:00,547,406,0,0,46,1377,0,9,25,2,382,,ZoneA,2023-02-24 0:00,562,408,0,0,292,1223,0,5,34,12,340,,ZoneA,2023-03-24 1:00,532,367,0,0,227,1021,0,4,35,11,340,,ZoneA,2023-04-24 0:00,186,544,0,0,364,1411,0,7,22,15,414,,ZoneA,2023-05-24 0:00,352,526,0,2,125,1639,0,8,18,5,422,,ZoneA,2023-06-24 0:00,643,438,0,6,349,1359,0,3,36,13,365,,ZoneA,2023-07-24 0:00,615,571,0,270,151,2062,0,3,28,12,323,,ZoneA,2023-08-24 0:00,596,432,0,671,55,1951,0,6,36,20,314,,ZoneA,2023-09-24 0:00,550,346,0,393,35,1079,0,5,41,18,306
ZoneA,2023-01-24 1:00,545,403,0,0,46,1392,0,7,25,2,382,,ZoneA,2023-02-24 1:00,553,399,0,0,236,1187,0,6,33,10,347,,ZoneA,2023-03-24 2:00,521,362,0,0,133,949,0,4,33,7,354,,ZoneA,2023-04-24 1:00,189,544,0,0,238,1439,0,7,18,10,435,,ZoneA,2023-05-24 1:00,345,519,0,0,118,1580,0,8,18,5,424,,ZoneA,2023-06-24 1:00,625,445,0,0,368,1260,0,3,37,14,359,,ZoneA,2023-07-24 1:00,602,663,0,99,172,2050,0,3,25,8,329,,ZoneA,2023-08-24 1:00,592,518,0,588,57,1964,0,6,33,19,334,,ZoneA,2023-09-24 1:00,555,343,0,279,78,1114,0,6,38,15,315
ZoneA,2023-01-24 2:00,551,410,0,0,44,1437,0,7,24,2,383,,ZoneA,2023-02-24 2:00,555,399,0,0,109,1212,0,5,29,5,366,,ZoneA,2023-03-24 3:00,510,359,0,0,109,799,0,5,35,6,356,,ZoneA,2023-04-24 2:00,194,539,0,0,120,1398,0,7,14,5,457,,ZoneA,2023-05-24 2:00,347,466,0,0,103,1434,0,9,19,4,418,,ZoneA,2023-06-24 2:00,607,482,0,0,227,1169,0,4,34,9,377,,ZoneA,2023-07-24 2:00,586,670,0,67,119,1972,0,4,23,6,334,,ZoneA,2023-08-24 2:00,585,574,0,347,127,1977,0,5,29,17,359,,ZoneA,2023-09-24 2:00,560,353,0,90,168,1189,0,6,35,11,333
ZoneA,2023-01-24 3:00,553,405,0,0,42,1406,0,6,25,2,382,,ZoneA,2023-02-24 3:00,547,349,0,0,60,1122,0,5,29,3,363,,ZoneA,2023-03-24 4:00,507,351,0,0,38,725,0,5,33,2,367,,ZoneA,2023-04-24 3:00,213,491,0,0,43,1339,0,8,12,2,462,,ZoneA,2023-05-24 3:00,351,373,0,0,94,1345,0,10,20,4,401,,ZoneA,2023-06-24 3:00,593,459,0,0,184,1019,0,4,34,8,395,,ZoneA,2023-07-24 3:00,582,609,0,59,66,1893,0,4,22,4,346,,ZoneA,2023-08-24 3:00,589,588,0,52,192,2003,0,6,24,13,385,,ZoneA,2023-09-24 3:00,561,352,0,3,211,1235,0,6,33,9,340
ZoneA,2023-01-24 4:00,558,407,0,0,36,1386,0,6,25,2,382,,ZoneA,2023-02-24 4:00,535,304,0,0,51,1028,0,4,31,3,353,,ZoneA,2023-03-24 5:00,506,364,0,0,22,720,0,5,33,1,374,,ZoneA,2023-04-24 4:00,223,403,0,0,44,1272,0,8,14,2,443,,ZoneA,2023-05-24 4:00,362,296,0,0,50,1296,0,10,21,3,389,,ZoneA,2023-06-24 4:00,558,380,0,0,146,1003,0,4,34,7,410,,ZoneA,2023-07-24 4:00,579,579,0,50,54,1720,0,4,23,4,380,,ZoneA,2023-08-24 4:00,587,511,0,0,202,1966,0,7,24,7,379,,ZoneA,2023-09-24 4:00,556,348,0,0,216,1189,0,6,33,9,338
ZoneA,2023-01-24 5:00,584,421,0,0,55,1347,0,7,26,2,377,,ZoneA,2023-02-24 5:00,533,295,0,0,49,894,0,4,33,3,347,,ZoneA,2023-03-24 6:00,506,356,0,0,23,727,0,5,33,1,372,,ZoneA,2023-04-24 5:00,218,392,0,0,40,1235,0,8,14,2,443,,ZoneA,2023-05-24 5:00,367,257,0,0,44,1252,0,10,22,3,380,,ZoneA,2023-06-24 5:00,549,365,0,0,146,913,0,3,35,8,427,,ZoneA,2023-07-24 5:00,582,563,0,5,46,1660,0,4,22,2,393,,ZoneA,2023-08-24 5:00,577,505,0,0,181,1753,0,6,25,6,380,,ZoneA,2023-09-24 5:00,558,348,0,0,181,1128,0,6,33,8,342
ZoneA,2023-01-24 6:00,594,424,1,0,53,1386,0,8,26,2,377,,ZoneA,2023-02-24 6:00,512,242,0,0,47,885,0,4,33,3,336,,ZoneA,2023-03-24 7:00,509,357,0,0,22,735,0,6,33,1,372,,ZoneA,2023-04-24 6:00,228,398,0,0,38,1269,0,8,14,2,442,,ZoneA,2023-05-24 6:00,369,255,0,0,36,1187,0,10,22,2,380,,ZoneA,2023-06-24 6:00,549,363,0,0,147,902,0,3,36,8,416,,ZoneA,2023-07-24 6:00,570,466,0,0,32,1689,0,5,22,2,405,,ZoneA,2023-08-24 6:00,573,436,0,0,181,1532,0,7,28,6,366,,ZoneA,2023-09-24 6:00,551,336,0,0,33,1156,0,7,28,2,365
ZoneA,2023-01-24 7:00,601,427,0,0,51,1461,0,8,26,2,378,,ZoneA,2023-02-24 7:00,517,211,0,0,45,871,0,4,34,3,325,,ZoneA,2023-03-24 8:00,511,357,0,0,23,745,0,6,33,1,372,,ZoneA,2023-04-24 7:00,223,392,0,0,38,1240,0,8,14,2,442,,ZoneA,2023-05-24 7:00,372,255,0,0,36,1138,0,11,23,2,378,,ZoneA,2023-06-24 7:00,548,360,0,0,142,882,0,3,36,7,408,,ZoneA,2023-07-24 7:00,563,427,0,0,28,1583,0,5,23,1,401,,ZoneA,2023-08-24 7:00,556,398,0,0,45,1463,0,6,24,7,380,,ZoneA,2023-09-24 7:00,549,312,0,0,8,1064,0,7,29,0,362
ZoneA,2023-01-24 8:00,598,439,1,0,111,1469,0,8,27,4,372,,ZoneA,2023-02-24 8:00,511,197,0,0,43,860,0,4,34,3,322,,ZoneA,2023-03-24 9:00,500,353,0,0,24,743,0,6,32,1,373,,ZoneA,2023-04-24 8:00,221,391,0,0,50,1217,0,8,15,3,440,,ZoneA,2023-05-24 8:00,374,254,0,0,37,1120,0,12,23,2,377,,ZoneA,2023-06-24 8:00,547,365,0,0,143,885,0,3,36,8,420,,ZoneA,2023-07-24 8:00,569,424,0,0,27,1394,0,5,25,1,389,,ZoneA,2023-08-24 8:00,532,384,0,0,16,1326,0,5,24,2,384,,ZoneA,2023-09-24 8:00,552,314,0,0,11,954,0,7,31,1,359
