zone,January,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,February,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,March,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,April,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,May,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,June,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,July,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,August,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER,,zone,September,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER
ZoneA,2023-01-01 0:00,357,230,0,0,87,664,0,0,33,7,348,,ZoneA,2023-02-01 0:00,661,560,0,0,166,1300,0,0,31,6,374,,ZoneA,2023-03-01 0:00,562,233,1,0,302,1271,0,5,36,13,303,,ZoneA,2023-04-01 0:00,577,500,0,0,281,803,0,3,40,13,348,,ZoneA,2023-05-01 0:00,252,459,0,1,258,1511,0,11,21,11,405,,ZoneA,2023-06-01 0:00,564,385,0,2,236,1317,0,7,32,9,303,,ZoneA,2023-07-01 0:00,581,665,0,550,65,1821,0,5,32,17,310,,ZoneA,2023-08-01 0:00,605,544,0,515,84,2198,0,5,30,17,345,,ZoneA,2023-09-01 0:00,609,288,0,561,87,1962,0,8,36,18,299
ZoneA,2023-01-01 1:00,364,229,0,0,80,682,0,0,33,6,349,,ZoneA,2023-02-01 1:00,661,611,0,0,117,1211,0,0,30,5,389,,ZoneA,2023-03-01 1:00,547,225,1,0,227,1251,0,5,34,10,312,,ZoneA,2023-04-01 1:00,566,490,0,0,275,756,0,3,40,13,348,,ZoneA,2023-05-01 1:00,234,456,0,0,241,1443,0,11,20,10,411,,ZoneA,2023-06-01 1:00,556,380,0,0,194,1300,0,6,31,8,305,,ZoneA,2023-07-01 1:00,588,669,0,482,113,1899,0,5,31,16,314,,ZoneA,2023-08-01 1:00,598,542,0,446,165,2168,0,5,31,16,343,,ZoneA,2023-09-01 1:00,599,344,0,449,137,1962,0,5,34,17,313
ZoneA,2023-01-01 2:00,348,219,0,0,58,657,0,0,32,5,354,,ZoneA,2023-02-01 2:00,661,645,0,0,33,1162,0,0,28,1,408,,ZoneA,2023-03-01 2:00,545,220,1,0,133,1210,0,6,32,6,323,,ZoneA,2023-04-01 2:00,560,442,0,0,256,702,0,4,42,13,338,,ZoneA,2023-05-01 2:00,244,449,0,0,188,1357,0,12,19,8,417,,ZoneA,2023-06-01 2:00,546,364,0,0,80,1221,0,7,28,4,314,,ZoneA,2023-07-01 2:00,587,678,0,417,215,1897,0,5,32,17,321,,ZoneA,2023-08-01 2:00,606,557,0,350,202,2143,0,5,30,17,350,,ZoneA,2023-09-01 2:00,594,431,0,242,187,1932,0,5,30,13,341
ZoneA,2023-01-01 3:00,344,215,0,0,40,639,0,0,31,3,358,,ZoneA,2023-02-01 3:00,663,690,0,0,25,1010,0,0,29,1,418,,ZoneA,2023-03-01 3:00,541,210,1,0,48,1109,0,6,31,3,331,,ZoneA,2023-04-01 3:00,551,399,0,0,177,714,0,4,39,10,343,,ZoneA,2023-05-01 3:00,250,436,0,0,156,1280,0,13,19,7,420,,ZoneA,2023-06-01 3:00,536,336,0,0,33,1085,0,7,29,2,324,,ZoneA,2023-07-01 3:00,576,671,0,293,227,1898,0,5,30,14,338,,ZoneA,2023-08-01 3:00,603,593,0,100,274,2154,0,6,26,14,371,,ZoneA,2023-09-01 3:00,598,519,0,31,159,1906,0,6,24,6,379
ZoneA,2023-01-01 4:00,331,208,0,0,27,604,0,0,31,2,362,,ZoneA,2023-02-01 4:00,661,643,0,0,25,946,0,0,30,1,409,,ZoneA,2023-03-01 4:00,518,197,1,0,45,991,0,7,32,3,327,,ZoneA,2023-04-01 4:00,526,377,1,0,95,702,0,4,36,6,357,,ZoneA,2023-05-01 4:00,225,355,0,0,128,1201,0,12,19,7,414,,ZoneA,2023-06-01 4:00,518,310,0,0,28,955,0,7,30,2,355,,ZoneA,2023-07-01 4:00,584,667,0,102,259,1917,0,4,27,10,353,,ZoneA,2023-08-01 4:00,600,562,0,3,299,2053,0,6,26,10,374,,ZoneA,2023-09-01 4:00,589,519,0,0,144,1792,0,5,24,5,385
ZoneA,2023-01-01 5:00,319,201,0,0,23,563,0,0,31,2,362,,ZoneA,2023-02-01 5:00,662,631,0,0,24,943,0,0,30,1,407,,ZoneA,2023-03-01 5:00,504,198,1,0,41,888,0,6,33,3,326,,ZoneA,2023-04-01 5:00,529,373,1,0,48,660,0,3,36,3,364,,ZoneA,2023-05-01 5:00,217,346,0,0,118,1119,0,12,19,7,417,,ZoneA,2023-06-01 5:00,551,331,0,0,24,962,0,8,31,1,388,,ZoneA,2023-07-01 5:00,571,653,0,8,249,1855,0,0,25,8,359,,ZoneA,2023-08-01 5:00,599,474,0,0,288,1959,0,6,27,9,362,,ZoneA,2023-09-01 5:00,592,477,0,0,62,1721,0,6,23,2,389
ZoneA,2023-01-01 6:00,336,212,0,0,13,591,0,0,30,1,365,,ZoneA,2023-02-01 6:00,662,678,0,0,24,906,0,0,30,1,416,,ZoneA,2023-03-01 6:00,492,191,1,0,37,826,0,7,34,2,323,,ZoneA,2023-04-01 6:00,527,350,1,0,40,634,0,4,36,3,359,,ZoneA,2023-05-01 6:00,218,348,0,0,113,1080,0,12,19,7,418,,ZoneA,2023-06-01 6:00,552,330,0,0,23,970,0,8,31,1,389,,ZoneA,2023-07-01 6:00,560,623,0,0,238,1750,0,0,25,8,353,,ZoneA,2023-08-01 6:00,594,451,0,0,237,1712,0,6,28,9,362,,ZoneA,2023-09-01 6:00,588,307,0,0,23,1700,0,6,23,1,365
ZoneA,2023-01-01 7:00,327,210,0,0,11,579,0,0,30,1,367,,ZoneA,2023-02-01 7:00,661,677,0,0,25,900,0,0,30,1,416,,ZoneA,2023-03-01 7:00,492,185,1,0,37,803,0,6,35,2,320,,ZoneA,2023-04-01 7:00,535,351,1,0,39,668,0,4,36,3,359,,ZoneA,2023-05-01 7:00,215,345,0,0,108,1063,0,11,19,6,420,,ZoneA,2023-06-01 7:00,558,340,0,0,22,998,0,7,30,1,402,,ZoneA,2023-07-01 7:00,566,457,0,0,200,1706,0,0,26,7,356,,ZoneA,2023-08-01 7:00,589,439,0,0,64,1589,0,6,24,8,381,,ZoneA,2023-09-01 7:00,575,271,0,0,21,1476,0,6,25,1,356
ZoneA,2023-01-01 8:00,339,225,0,0,10,608,0,0,30,1,371,,ZoneA,2023-02-01 8:00,661,686,0,0,23,931,0,0,30,1,418,,ZoneA,2023-03-01 8:00,497,189,1,0,36,805,0,6,35,2,321,,ZoneA,2023-04-01 8:00,534,354,1,0,40,666,0,6,36,3,360,,ZoneA,2023-05-01 8:00,219,348,0,0,111,1102,0,11,19,6,418,,ZoneA,2023-06-01 8:00,560,339,0,0,22,1002,0,7,30,1,385,,ZoneA,2023-07-01 8:00,593,417,0,0,42,1642,0,0,24,2,368,,ZoneA,2023-08-01 8:00,584,432,0,0,20,1419,0,6,25,2,386,,ZoneA,2023-09-01 8:00,577,268,0,0,21,1276,0,7,28,1,350
ZoneA,2023-01-01 9:00,349,235,0,0,18,645,0,0,29,1,371,,ZoneA,2023-02-01 9:00,662,670,0,0,25,972,0,0,29,1,414,,ZoneA,2023-03-01 9:00,507,193,1,0,40,866,0,8,34,3,323,,ZoneA,2023-04-01 9:00,528,345,1,0,40,668,0,4,36,3,358,,ZoneA,2023-05-01 9:00,221,353,0,0,112,1212,0,11,18,6,418,,ZoneA,2023-06-01 9:00,562,341,0,0,20,1008,0,8,30,1,375,,ZoneA,2023-07-01 9:00,584,410,0,0,20,1488,0,0,24,1,351,,ZoneA,2023-08-01 9:00,583,417,0,0,20,1336,0,7,26,1,383,,ZoneA,2023-09-01 9:00,579,264,0,0,18,1174,0,10,29,1,347
ZoneA,2023-01-01 10:00,353,240,0,0,32,679,0,0,30,2,368,,ZoneA,2023-02-01 10:00,661,658,0,0,24,1010,0,0,29,1,412,,ZoneA,2023-03-01 10:00,509,199,1,0,42,901,0,9,33,3,326,,ZoneA,2023-04-01 10:00,538,352,1,0,40,677,0,4,36,3,358,,ZoneA,2023-05-01 10:00,211,366,0,1,124,1359,0,11,16,6,419,,ZoneA,2023-06-01 10:00,547,330,0,9,18,973,0,8,31,2,370,,ZoneA,2023-07-01 10:00,568,392,0,0,17,1349,0,0,25,1,347,,ZoneA,2023-08-01 10:00,582,403,0,0,17,1325,0,6,26,1,380,,ZoneA,2023-09-01 10:00,578,250,0,0,18,1108,0,11,30,1,342
ZoneA,2023-01-01 11:00,370,262,0,0,53,747,0,0,30,4,368,,ZoneA,2023-02-01 11:00,662,656,0,0,24,1044,0,0,29,1,412,,ZoneA,2023-03-01 11:00,518,211,1,0,71,1019,0,9,32,4,328,,ZoneA,2023-04-01 11:00,538,356,1,17,41,695,0,3,36,3,356,,ZoneA,2023-05-01 11:00,196,377,0,164,173,1257,0,10,25,16,384,,ZoneA,2023-06-01 11:00,548,335,0,123,18,952,0,7,35,7,368,,ZoneA,2023-07-01 11:00,589,386,0,0,18,1354,0,0,26,1,342,,ZoneA,2023-08-01 11:00,588,404,0,0,19,1293,0,7,26,1,379,,ZoneA,2023-09-01 11:00,568,246,0,0,17,1056,0,9,31,1,340
ZoneA,2023-01-01 12:00,386,276,0,8,93,801,0,0,31,6,359,,ZoneA,2023-02-01 12:00,661,657,0,7,23,1124,0,0,28,1,411,,ZoneA,2023-03-01 12:00,521,188,0,56,118,1024,0,6,36,9,303,,ZoneA,2023-04-01 12:00,531,352,0,129,44,691,0,4,40,10,333,,ZoneA,2023-05-01 12:00,185,362,0,480,199,982,0,9,39,31,320,,ZoneA,2023-06-01 12:00,549,341,0,306,16,859,0,7,42,16,366,,ZoneA,2023-07-01 12:00,597,392,0,0,17,1431,0,0,25,1,341,,ZoneA,2023-08-01 12:00,588,406,0,0,16,1287,0,7,26,1,379,,ZoneA,2023-09-01 12:00,571,252,1,0,17,1054,0,8,31,1,341
ZoneA,2023-01-01 13:00,399,273,0,128,83,770,0,0,37,13,330,,ZoneA,2023-02-01 13:00,661,655,0,130,26,1013,0,0,33,6,390,,ZoneA,2023-03-01 13:00,520,153,0,233,101,905,0,5,45,17,262,,ZoneA,2023-04-01 13:00,537,358,0,227,44,663,0,4,44,15,315,,ZoneA,2023-05-01 13:00,175,360,0,622,164,893,0,8,43,35,303,,ZoneA,2023-06-01 13:00,551,343,0,409,17,867,0,6,45,19,366,,ZoneA,2023-07-01 13:00,590,391,0,0,18,1367,0,0,26,1,341,,ZoneA,2023-08-01 13:00,590,409,0,0,17,1256,0,7,27,1,379,,ZoneA,2023-09-01 13:00,573,255,0,0,14,1064,0,8,31,1,343
ZoneA,2023-01-01 14:00,386,245,0,257,28,634,0,1,43,18,301,,ZoneA,2023-02-01 14:00,662,649,0,443,25,882,0,0,42,18,342,,ZoneA,2023-03-01 14:00,518,148,0,372,42,875,0,7,48,21,248,,ZoneA,2023-04-01 14:00,556,447,0,229,45,742,0,4,41,14,338,,ZoneA,2023-05-01 14:00,177,365,0,670,93,904,0,8,42,35,307,,ZoneA,2023-06-01 14:00,566,356,0,518,18,861,0,6,47,23,367,,ZoneA,2023-07-01 14:00,588,394,0,0,17,1337,0,0,26,1,342,,ZoneA,2023-08-01 14:00,592,412,0,1,17,1341,0,6,26,1,380,,ZoneA,2023-09-01 14:00,574,263,1,0,15,1213,0,7,28,1,349
ZoneA,2023-01-01 15:00,388,243,0,277,8,594,0,0,45,19,297,,ZoneA,2023-02-01 15:00,662,645,0,643,23,724,0,0,49,25,312,,ZoneA,2023-03-01 15:00,532,150,0,489,35,901,0,8,50,25,236,,ZoneA,2023-04-01 15:00,563,510,0,243,47,739,0,3,41,14,350,,ZoneA,2023-05-01 15:00,178,374,0,690,89,884,0,11,43,35,307,,ZoneA,2023-06-01 15:00,564,364,0,523,19,950,0,6,46,22,367,,ZoneA,2023-07-01 15:00,585,393,0,9,19,1317,0,0,26,1,344,,ZoneA,2023-08-01 15:00,578,405,0,70,17,1353,0,6,27,1,370,,ZoneA,2023-09-01 15:00,560,255,0,44,14,1206,0,7,30,3,342
ZoneA,2023-01-01 16:00,384,238,0,273,0,561,0,0,45,19,296,,ZoneA,2023-02-01 16:00,661,646,0,677,23,718,0,0,50,26,309,,ZoneA,2023-03-01 16:00,565,160,0,527,32,1020,0,6,49,24,240,,ZoneA,2023-04-01 16:00,554,520,0,283,44,709,0,3,42,15,347,,ZoneA,2023-05-01 16:00,184,381,0,734,93,934,0,8,43,35,303,,ZoneA,2023-06-01 16:00,563,373,0,537,23,1047,0,6,44,22,338,,ZoneA,2023-07-01 16:00,586,399,0,135,18,1322,0,0,30,6,337,,ZoneA,2023-08-01 16:00,578,407,0,297,16,1315,0,5,34,3,338,,ZoneA,2023-09-01 16:00,581,256,0,288,14,1153,0,8,38,13,301
ZoneA,2023-01-01 17:00,389,232,0,273,0,558,0,0,46,19,292,,ZoneA,2023-02-01 17:00,662,637,0,598,23,718,0,0,49,24,316,,ZoneA,2023-03-01 17:00,578,155,0,465,33,1145,0,9,45,21,253,,ZoneA,2023-04-01 17:00,548,494,0,290,43,643,0,3,44,16,338,,ZoneA,2023-05-01 17:00,187,374,0,731,95,945,0,9,43,35,302,,ZoneA,2023-06-01 17:00,552,373,0,482,33,1124,0,5,42,20,301,,ZoneA,2023-07-01 17:00,593,407,0,362,17,1290,0,0,36,14,330,,ZoneA,2023-08-01 17:00,584,413,0,521,16,1295,0,5,40,11,311,,ZoneA,2023-09-01 17:00,598,262,0,487,15,1212,0,9,43,19,280
ZoneA,2023-01-01 18:00,389,233,0,253,0,581,0,0,44,17,298,,ZoneA,2023-02-01 18:00,660,643,0,463,25,757,0,0,45,19,335,,ZoneA,2023-03-01 18:00,564,187,0,441,27,1222,0,13,42,19,271,,ZoneA,2023-04-01 18:00,558,407,0,302,43,711,0,2,45,17,315,,ZoneA,2023-05-01 18:00,185,376,0,717,99,1030,0,9,42,34,307,,ZoneA,2023-06-01 18:00,565,389,0,480,67,1174,0,5,42,20,293,,ZoneA,2023-07-01 18:00,604,420,0,539,20,1320,0,0,40,19,317,,ZoneA,2023-08-01 18:00,600,427,0,631,19,1522,0,4,39,18,308,,ZoneA,2023-09-01 18:00,604,258,0,554,14,1238,0,10,44,21,273
ZoneA,2023-01-01 19:00,400,239,0,247,0,607,0,0,43,17,302,,ZoneA,2023-02-01 19:00,662,640,0,423,26,803,0,0,43,18,341,,ZoneA,2023-03-01 19:00,557,231,0,357,27,1185,0,8,40,16,289,,ZoneA,2023-04-01 19:00,568,383,0,354,43,711,0,3,47,19,299,,ZoneA,2023-05-01 19:00,183,379,0,711,113,1138,0,9,40,33,312,,ZoneA,2023-06-01 19:00,558,454,0,472,116,1149,0,5,42,21,295,,ZoneA,2023-07-01 19:00,592,421,0,615,16,1291,0,0,42,22,308,,ZoneA,2023-08-01 19:00,600,436,0,673,16,1639,0,4,38,20,309,,ZoneA,2023-09-01 19:00,606,257,0,608,15,1305,0,11,44,22,270
ZoneA,2023-01-01 20:00,382,229,0,221,0,585,0,0,43,16,305,,ZoneA,2023-02-01 20:00,661,642,0,351,24,866,0,0,41,15,353,,ZoneA,2023-03-01 20:00,587,243,0,230,35,1261,0,7,36,11,306,,ZoneA,2023-04-01 20:00,564,375,0,569,40,621,0,3,54,28,264,,ZoneA,2023-05-01 20:00,185,374,0,691,120,1169,0,9,39,32,313,,ZoneA,2023-06-01 20:00,565,546,0,417,119,1154,0,5,39,19,302,,ZoneA,2023-07-01 20:00,598,428,0,645,18,1426,0,0,40,21,310,,ZoneA,2023-08-01 20:00,595,442,0,694,15,1682,0,4,38,20,310,,ZoneA,2023-09-01 20:00,596,249,0,650,14,1343,0,11,44,23,267
ZoneA,2023-01-01 21:00,376,224,0,106,2,618,0,0,37,8,333,,ZoneA,2023-02-01 21:00,661,638,0,185,92,1010,0,0,36,11,369,,ZoneA,2023-03-01 21:00,576,293,0,123,61,1279,0,8,32,8,331,,ZoneA,2023-04-01 21:00,571,387,0,620,45,632,0,2,55,29,260,,ZoneA,2023-05-01 21:00,185,370,0,634,159,1115,0,9,40,32,312,,ZoneA,2023-06-01 21:00,568,544,0,397,125,1184,0,6,39,18,312,,ZoneA,2023-07-01 21:00,604,489,0,658,17,1579,0,0,38,20,309,,ZoneA,2023-08-01 21:00,594,442,0,686,27,1820,0,4,37,20,313,,ZoneA,2023-09-01 21:00,595,252,0,671,27,1335,0,9,45,24,265
ZoneA,2023-01-01 22:00,366,223,0,8,19,682,0,0,30,2,360,,ZoneA,2023-02-01 22:00,661,638,0,26,236,1043,0,0,35,10,371,,ZoneA,2023-03-01 22:00,582,322,0,44,108,1284,0,6,31,7,341,,ZoneA,2023-04-01 22:00,576,457,0,307,117,727,0,3,46,19,314,,ZoneA,2023-05-01 22:00,198,394,0,483,172,1228,0,10,34,26,338,,ZoneA,2023-06-01 22:00,565,536,0,323,134,1219,0,6,37,16,317,,ZoneA,2023-07-01 22:00,600,515,0,664,64,1627,0,0,38,21,309,,ZoneA,2023-08-01 22:00,591,435,0,672,59,1950,0,3,36,19,314,,ZoneA,2023-09-01 22:00,603,259,0,685,39,1380,0,9,45,24,265
ZoneA,2023-01-01 23:00,393,248,0,0,56,757,0,0,31,4,357,,ZoneA,2023-02-01 23:00,662,641,0,0,297,1135,0,0,35,11,368,,ZoneA,2023-03-01 23:00,586,349,0,4,130,1319,0,6,30,6,350,,ZoneA,2023-04-01 23:00,561,561,0,26,300,709,0,3,41,15,355,,ZoneA,2023-05-01 23:00,201,410,0,109,258,1466,0,10,23,15,387,,ZoneA,2023-06-01 23:00,568,536,0,117,202,1277,0,6,33,12,328,,ZoneA,2023-07-01 23:00,595,587,0,605,102,1690,0,0,36,20,328,,ZoneA,2023-08-01 23:00,600,443,0,608,88,2041,0,4,34,19,320,,ZoneA,2023-09-01 23:00,605,273,0,664,57,1465,0,8,43,23,272
ZoneA,2023-01-02 0:00,374,224,0,0,81,650,0,0,34,6,343,,ZoneA,2023-02-02 0:00,484,549,0,1,257,911,0,6,34,12,381,,ZoneA,2023-03-02 0:00,567,343,0,0,127,1324,0,5,29,5,352,,ZoneA,2023-04-02 0:00,562,572,0,0,310,708,0,3,40,14,360,,ZoneA,2023-05-02 0:00,202,410,0,1,327,1519,0,10,22,13,393,,ZoneA,2023-06-02 0:00,567,528,0,3,189,1316,0,8,29,7,328,,ZoneA,2023-07-02 0:00,598,618,0,575,118,1762,0,0,35,19,339,,ZoneA,2023-08-02 0:00,592,433,0,560,123,2092,0,3,34,18,321,,ZoneA,2023-09-02 0:00,604,275,0,618,110,1541,0,6,42,23,274
ZoneA,2023-01-02 1:00,366,221,0,0,72,624,0,0,34,6,345,,ZoneA,2023-02-02 1:00,481,573,0,0,246,811,0,6,34,12,388,,ZoneA,2023-03-02 1:00,570,302,0,0,127,1266,0,5,31,6,341,,ZoneA,2023-04-02 1:00,564,596,0,0,193,740,0,3,36,9,386,,ZoneA,2023-05-02 1:00,198,400,0,0,336,1411,0,9,23,14,390,,ZoneA,2023-06-02 1:00,561,521,0,0,158,1263,0,7,29,6,326,,ZoneA,2023-07-02 1:00,598,609,0,556,133,1807,0,0,35,19,341,,ZoneA,2023-08-02 1:00,582,433,0,457,158,2061,0,3,32,18,328,,ZoneA,2023-09-02 1:00,601,279,0,513,162,1568,0,5,41,22,281
ZoneA,2023-01-02 2:00,339,205,0,0,51,554,0,0,34,4,348,,ZoneA,2023-02-02 2:00,471,485,0,0,203,837,0,6,34,10,378,,ZoneA,2023-03-02 2:00,556,239,0,0,101,1246,0,5,31,5,332,,ZoneA,2023-04-02 2:00,555,620,0,0,75,707,0,4,32,4,417,,ZoneA,2023-05-02 2:00,203,398,0,0,257,1313,0,10,21,12,402,,ZoneA,2023-06-02 2:00,554,482,0,0,85,1199,0,7,27,4,317,,ZoneA,2023-07-02 2:00,607,684,0,500,190,1723,0,0,35,19,348,,ZoneA,2023-08-02 2:00,581,450,0,300,195,2066,0,4,30,16,341,,ZoneA,2023-09-02 2:00,601,283,0,256,238,1605,0,5,37,17,300
ZoneA,2023-01-02 3:00,322,195,0,0,31,491,0,0,34,3,352,,ZoneA,2023-02-02 3:00,456,442,0,0,162,806,0,6,33,9,378,,ZoneA,2023-03-02 3:00,533,226,0,1,46,1169,0,5,29,2,339,,ZoneA,2023-04-02 3:00,549,605,0,0,45,629,0,5,32,2,422,,ZoneA,2023-05-02 3:00,220,396,0,0,183,1219,0,11,20,9,412,,ZoneA,2023-06-02 3:00,547,387,0,0,62,1096,0,7,29,3,325,,ZoneA,2023-07-02 3:00,623,786,0,371,209,1676,0,0,33,16,347,,ZoneA,2023-08-02 3:00,585,469,0,78,205,2133,0,4,25,13,366,,ZoneA,2023-09-02 3:00,592,339,0,17,274,1563,0,5,32,10,333
ZoneA,2023-01-02 4:00,288,176,0,0,17,408,0,0,34,2,355,,ZoneA,2023-02-02 4:00,453,424,0,0,65,822,0,7,29,4,395,,ZoneA,2023-03-02 4:00,522,223,1,4,41,1050,0,6,31,2,336,,ZoneA,2023-04-02 4:00,530,574,1,0,40,523,0,5,34,2,421,,ZoneA,2023-05-02 4:00,230,361,1,0,127,1171,0,11,19,7,415,,ZoneA,2023-06-02 4:00,544,334,0,0,20,996,0,7,30,1,364,,ZoneA,2023-07-02 4:00,621,785,0,122,267,1706,0,0,29,11,349,,ZoneA,2023-08-02 4:00,584,480,0,0,194,2038,0,4,24,8,376,,ZoneA,2023-09-02 4:00,595,355,0,0,109,1614,0,6,26,4,360
ZoneA,2023-01-02 5:00,279,171,0,0,9,374,0,0,35,1,358,,ZoneA,2023-02-02 5:00,457,424,0,0,50,773,0,8,30,3,397,,ZoneA,2023-03-02 5:00,511,215,1,4,41,945,0,6,32,3,332,,ZoneA,2023-04-02 5:00,527,497,2,0,63,493,0,5,37,4,395,,ZoneA,2023-05-02 5:00,230,357,0,0,123,1117,0,11,19,7,415,,ZoneA,2023-06-02 5:00,528,319,0,0,17,889,0,7,31,1,375,,ZoneA,2023-07-02 5:00,626,787,0,2,256,1682,0,3,26,8,356,,ZoneA,2023-08-02 5:00,587,477,0,0,183,1917,0,5,24,6,376,,ZoneA,2023-09-02 5:00,580,346,0,0,34,1552,0,6,24,1,369
ZoneA,2023-01-02 6:00,289,178,0,0,7,385,0,0,34,1,359,,ZoneA,2023-02-02 6:00,453,419,1,0,49,739,0,8,30,3,397,,ZoneA,2023-03-02 6:00,508,207,1,3,40,900,0,6,33,3,328,,ZoneA,2023-04-02 6:00,527,407,2,0,79,505,0,5,40,5,364,,ZoneA,2023-05-02 6:00,230,351,0,0,121,1087,0,11,20,7,414,,ZoneA,2023-06-02 6:00,528,314,0,0,16,815,0,7,33,1,381,,ZoneA,2023-07-02 6:00,618,773,0,0,246,1572,0,3,27,8,357,,ZoneA,2023-08-02 6:00,578,462,0,0,135,1716,0,5,25,6,378,,ZoneA,2023-09-02 6:00,570,307,0,0,26,1371,0,5,26,1,361
ZoneA,2023-01-02 7:00,282,175,0,0,7,375,0,0,34,1,359,,ZoneA,2023-02-02 7:00,454,420,1,0,48,730,0,9,30,3,397,,ZoneA,2023-03-02 7:00,523,205,1,1,42,964,0,6,33,3,327,,ZoneA,2023-04-02 7:00,517,396,2,0,35,511,0,5,38,3,374,,ZoneA,2023-05-02 7:00,237,355,0,0,121,1084,0,11,20,7,413,,ZoneA,2023-06-02 7:00,523,312,0,0,15,778,0,7,33,1,380,,ZoneA,2023-07-02 7:00,602,651,0,0,171,1556,0,3,26,6,355,,ZoneA,2023-08-02 7:00,575,450,0,0,55,1522,0,5,24,5,386,,ZoneA,2023-09-02 7:00,566,266,0,0,26,1239,0,6,28,1,350
ZoneA,2023-01-02 8:00,278,176,0,0,9,373,0,0,34,1,360,,ZoneA,2023-02-02 8:00,450,418,0,0,48,750,0,9,30,3,397,,ZoneA,2023-03-02 8:00,524,204,1,0,42,994,0,6,32,2,328,,ZoneA,2023-04-02 8:00,520,395,2,0,35,501,0,6,38,3,373,,ZoneA,2023-05-02 8:00,195,364,0,0,122,1141,0,10,17,7,425,,ZoneA,2023-06-02 8:00,533,321,0,0,17,788,0,7,33,1,388,,ZoneA,2023-07-02 8:00,606,480,0,0,53,1595,0,4,24,2,353,,ZoneA,2023-08-02 8:00,576,449,0,0,19,1376,0,5,25,2,390,,ZoneA,2023-09-02 8:00,564,265,0,0,22,1104,0,7,30,1,347
ZoneA,2023-01-02 9:00,280,179,0,0,11,388,0,0,34,1,362,,ZoneA,2023-02-02 9:00,460,426,1,0,50,788,0,9,29,3,397,,ZoneA,2023-03-02 9:00,537,211,1,0,44,1006,0,7,32,2,329,,ZoneA,2023-04-02 9:00,516,390,3,0,36,500,0,6,38,3,372,,ZoneA,2023-05-02 9:00,177,375,1,0,142,1218,0,10,17,8,425,,ZoneA,2023-06-02 9:00,542,324,0,0,17,856,0,7,32,1,376,,ZoneA,2023-07-02 9:00,586,400,0,0,17,1523,0,4,24,1,345,,ZoneA,2023-08-02 9:00,570,430,0,0,17,1258,0,6,26,1,387,,ZoneA,2023-09-02 9:00,551,256,0,0,21,1019,0,7,31,1,344
ZoneA,2023-01-02 10:00,302,198,0,0,22,465,0,0,33,2,363,,ZoneA,2023-02-02 10:00,474,436,1,0,71,845,0,9,30,4,392,,ZoneA,2023-03-02 10:00,526,207,0,0,44,1011,0,6,32,3,329,,ZoneA,2023-04-02 10:00,513,391,2,0,38,519,0,6,38,3,373,,ZoneA,2023-05-02 10:00,169,381,1,3,186,1347,0,9,17,9,418,,ZoneA,2023-06-02 10:00,554,332,0,16,19,959,0,8,31,2,372,,ZoneA,2023-07-02 10:00,587,392,0,0,18,1390,0,4,25,1,343,,ZoneA,2023-08-02 10:00,567,407,0,0,19,1170,0,6,27,1,381,,ZoneA,2023-09-02 10:00,537,230,0,0,20,930,0,7,32,1,336
ZoneA,2023-01-02 11:00,344,230,0,0,67,609,0,0,33,5,355,,ZoneA,2023-02-02 11:00,484,458,0,0,120,1041,0,9,29,6,387,,ZoneA,2023-03-02 11:00,538,218,0,0,87,1093,0,6,32,4,326,,ZoneA,2023-04-02 11:00,519,398,1,43,44,535,0,6,39,6,362,,ZoneA,2023-05-02 11:00,144,374,0,183,240,1217,0,7,26,20,377,,ZoneA,2023-06-02 11:00,549,337,0,170,16,929,0,8,37,9,369,,ZoneA,2023-07-02 11:00,578,382,0,0,18,1299,0,4,26,1,341,,ZoneA,2023-08-02 11:00,565,408,0,0,16,1156,0,6,27,1,382,,ZoneA,2023-09-02 11:00,535,226,0,0,19,879,0,7,33,1,333
