Zone,Date,Nuclear,Coal,Wind,Solar,Hydro,Gas,Oil,Unknown,fossilFreePercentage,renewablePercentage,AOER
ZoneA,2023-01-01 0:00,357.0,230.0,0.0,0.0,87.0,664.0,0.0,0.0,33.0,7.0,348.0
ZoneA,2023-01-01 1:00,364.0,229.0,0.0,0.0,80.0,682.0,0.0,0.0,33.0,6.0,349.0
ZoneA,2023-01-01 2:00,348.0,219.0,0.0,0.0,58.0,657.0,0.0,0.0,32.0,5.0,354.0
ZoneA,2023-01-01 3:00,344.0,215.0,0.0,0.0,40.0,639.0,0.0,0.0,31.0,3.0,358.0
ZoneA,2023-01-01 4:00,331.0,208.0,0.0,0.0,27.0,604.0,0.0,0.0,31.0,2.0,362.0
ZoneA,2023-01-01 5:00,319.0,201.0,0.0,0.0,23.0,563.0,0.0,0.0,31.0,2.0,362.0
ZoneA,2023-01-01 6:00,336.0,212.0,0.0,0.0,13.0,591.0,0.0,0.0,30.0,1.0,365.0
ZoneA,2023-01-01 7:00,327.0,210.0,0.0,0.0,11.0,579.0,0.0,0.0,30.0,1.0,367.0
ZoneA,2023-01-01 8:00,339.0,225.0,0.0,0.0,10.0,608.0,0.0,0.0,30.0,1.0,371.0
ZoneA,2023-01-01 9:00,349.0,235.0,0.0,0.0,18.0,645.0,0.0,0.0,29.0,1.0,371.0
ZoneA,2023-01-01 10:00,353.0,240.0,0.0,0.0,32.0,679.0,0.0,0.0,30.0,2.0,368.0
ZoneA,2023-01-01 11:00,370.0,262.0,0.0,0.0,53.0,747.0,0.0,0.0,30.0,4.0,368.0
ZoneA,2023-01-01 12:00,386.0,276.0,0.0,8.0,93.0,801.0,0.0,0.0,31.0,6.0,359.0
ZoneA,2023-01-01 13:00,399.0,273.0,0.0,128.0,83.0,770.0,0.0,0.0,37.0,13.0,330.0
ZoneA,2023-01-01 14:00,386.0,245.0,0.0,257.0,28.0,634.0,0.0,1.0,43.0,18.0,301.0
ZoneA,2023-01-01 15:00,388.0,243.0,0.0,277.0,8.0,594.0,0.0,0.0,45.0,19.0,297.0
ZoneA,2023-01-01 16:00,384.0,238.0,0.0,273.0,0.0,561.0,0.0,0.0,45.0,19.0,296.0
ZoneA,2023-01-01 17:00,389.0,232.0,0.0,273.0,0.0,558.0,0.0,0.0,46.0,19.0,292.0
ZoneA,2023-01-01 18:00,389.0,233.0,0.0,253.0,0.0,581.0,0.0,0.0,44.0,17.0,298.0
ZoneA,2023-01-01 19:00,400.0,239.0,0.0,247.0,0.0,607.0,0.0,0.0,43.0,17.0,302.0
ZoneA,2023-01-01 20:00,382.0,229.0,0.0,221.0,0.0,585.0,0.0,0.0,43.0,16.0,305.0
ZoneA,2023-01-01 21:00,376.0,224.0,0.0,106.0,2.0,618.0,0.0,0.0,37.0,8.0,333.0
ZoneA,2023-01-01 22:00,366.0,223.0,0.0,8.0,19.0,682.0,0.0,0.0,30.0,2.0,360.0
ZoneA,2023-01-01 23:00,393.0,248.0,0.0,0.0,56.0,757.0,0.0,0.0,31.0,4.0,357.0
ZoneA,2023-01-02 0:00,374.0,224.0,0.0,0.0,81.0,650.0,0.0,0.0,34.0,6.0,343.0
ZoneA,2023-01-02 1:00,366.0,221.0,0.0,0.0,72.0,624.0,0.0,0.0,34.0,6.0,345.0
ZoneA,2023-01-02 2:00,339.0,205.0,0.0,0.0,51.0,554.0,0.0,0.0,34.0,4.0,348.0
ZoneA,2023-01-02 3:00,322.0,195.0,0.0,0.0,31.0,491.0,0.0,0.0,34.0,3.0,352.0
ZoneA,2023-01-02 4:00,288.0,176.0,0.0,0.0,17.0,408.0,0.0,0.0,34.0,2.0,355.0
ZoneA,2023-01-02 5:00,279.0,171.0,0.0,0.0,9.0,374.0,0.0,0.0,35.0,1.0,358.0
ZoneA,2023-01-02 6:00,289.0,178.0,0.0,0.0,7.0,385.0,0.0,0.0,34.0,1.0,359.0
ZoneA,2023-01-02 7:00,282.0,175.0,0.0,0.0,7.0,375.0,0.0,0.0,34.0,1.0,359.0
ZoneA,2023-01-02 8:00,278.0,176.0,0.0,0.0,9.0,373.0,0.0,0.0,34.0,1.0,360.0
ZoneA,2023-01-02 9:00,280.0,179.0,0.0,0.0,11.0,388.0,0.0,0.0,34.0,1.0,362.0
ZoneA,2023-01-02 10:00,302.0,198.0,0.0,0.0,22.0,465.0,0.0,0.0,33.0,2.0,363.0
ZoneA,2023-01-02 11:00,344.0,230.0,0.0,0.0,67.0,609.0,0.0,0.0,33.0,5.0,355.0
ZoneA,2023-01-02 12:00,345.0,233.0,0.0,5.0,99.0,641.0,0.0,0.0,34.0,8.0,347.0
ZoneA,2023-01-02 13:00,354.0,233.0,0.0,118.0,65.0,574.0,0.0,0.0,40.0,14.0,321.0
ZoneA,2023-01-02 14:00,350.0,213.0,0.0,246.0,18.0,470.0,0.0,0.0,47.0,20.0,287.0
ZoneA,2023-01-02 15:00,351.0,212.0,0.0,271.0,7.0,425.0,0.0,0.0,50.0,22.0,279.0
ZoneA,2023-01-02 16:00,348.0,205.0,0.0,255.0,5.0,407.0,0.0,1.0,50.0,21.0,279.0
ZoneA,2023-01-02 17:00,353.0,206.0,0.0,247.0,5.0,424.0,0.0,0.0,49.0,20.0,281.0
ZoneA,2023-01-02 18:00,373.0,220.0,0.0,256.0,5.0,443.0,0.0,1.0,49.0,20.0,283.0
ZoneA,2023-01-02 19:00,362.0,219.0,0.0,240.0,5.0,430.0,0.0,1.0,48.0,20.0,288.0
ZoneA,2023-01-02 20:00,348.0,210.0,0.0,210.0,4.0,422.0,0.0,1.0,47.0,18.0,293.0
ZoneA,2023-01-02 21:00,314.0,186.0,0.0,103.0,8.0,413.0,0.0,0.0,41.0,11.0,319.0
ZoneA,2023-01-02 22:00,309.0,186.0,0.0,9.0,35.0,477.0,0.0,0.0,35.0,4.0,347.0
ZoneA,2023-01-02 23:00,326.0,198.0,0.0,0.0,68.0,554.0,0.0,0.0,34.0,6.0,344.0
ZoneA,2023-01-03 0:00,335.0,198.0,0.0,0.0,70.0,576.0,0.0,0.0,34.0,6.0,342.0
ZoneA,2023-01-03 1:00,346.0,206.0,0.0,0.0,65.0,584.0,0.0,0.0,34.0,5.0,344.0
ZoneA,2023-01-03 2:00,312.0,186.0,0.0,0.0,44.0,505.0,0.0,0.0,34.0,4.0,347.0
ZoneA,2023-01-03 3:00,301.0,180.0,0.0,0.0,27.0,453.0,0.0,0.0,34.0,3.0,351.0
ZoneA,2023-01-03 4:00,283.0,170.0,0.0,0.0,14.0,396.0,0.0,0.0,34.0,2.0,354.0
ZoneA,2023-01-03 5:00,538.0,305.0,1.0,0.0,29.0,747.0,0.0,9.0,35.0,2.0,350.0
ZoneA,2023-01-03 6:00,549.0,309.0,1.0,0.0,21.0,760.0,0.0,9.0,35.0,1.0,351.0
ZoneA,2023-01-03 7:00,546.0,305.0,1.0,0.0,19.0,767.0,0.0,9.0,34.0,1.0,351.0
ZoneA,2023-01-03 8:00,542.0,307.0,1.0,0.0,19.0,765.0,0.0,9.0,34.0,1.0,352.0
ZoneA,2023-01-03 9:00,544.0,312.0,1.0,0.0,19.0,788.0,0.0,9.0,34.0,1.0,354.0
ZoneA,2023-01-03 10:00,561.0,328.0,1.0,0.0,35.0,882.0,0.0,10.0,33.0,2.0,355.0
ZoneA,2023-01-03 11:00,593.0,360.0,1.0,0.0,101.0,1043.0,0.0,10.0,33.0,5.0,350.0
ZoneA,2023-01-03 12:00,590.0,370.0,0.0,7.0,159.0,1097.0,0.0,9.0,34.0,7.0,344.0
ZoneA,2023-01-03 13:00,574.0,359.0,0.0,146.0,101.0,984.0,0.0,8.0,38.0,11.0,328.0
ZoneA,2023-01-03 14:00,569.0,339.0,0.0,314.0,38.0,854.0,0.0,7.0,43.0,17.0,302.0
ZoneA,2023-01-03 15:00,552.0,329.0,0.0,344.0,24.0,770.0,0.0,7.0,45.0,18.0,295.0
ZoneA,2023-01-03 16:00,549.0,322.0,0.0,334.0,16.0,743.0,0.0,7.0,46.0,18.0,295.0
ZoneA,2023-01-03 17:00,543.0,315.0,0.0,320.0,12.0,750.0,0.0,7.0,45.0,17.0,296.0
ZoneA,2023-01-03 18:00,539.0,320.0,0.0,315.0,13.0,740.0,0.0,7.0,45.0,17.0,299.0
ZoneA,2023-01-03 19:00,533.0,323.0,0.0,296.0,16.0,735.0,0.0,7.0,44.0,16.0,303.0
ZoneA,2023-01-03 20:00,534.0,319.0,0.0,266.0,19.0,745.0,0.0,7.0,43.0,15.0,306.0
ZoneA,2023-01-03 21:00,527.0,309.0,0.0,141.0,39.0,773.0,0.0,6.0,39.0,10.0,324.0
ZoneA,2023-01-03 22:00,529.0,312.0,0.0,12.0,99.0,863.0,0.0,6.0,35.0,6.0,341.0
ZoneA,2023-01-03 23:00,552.0,331.0,0.0,0.0,153.0,961.0,0.0,6.0,35.0,8.0,338.0
ZoneA,2023-01-04 0:00,550.0,326.0,0.0,0.0,157.0,973.0,0.0,6.0,35.0,8.0,337.0
ZoneA,2023-01-04 1:00,538.0,319.0,0.0,0.0,130.0,942.0,0.0,6.0,35.0,7.0,341.0
ZoneA,2023-01-04 2:00,548.0,321.0,0.0,0.0,98.0,922.0,0.0,6.0,34.0,5.0,344.0
ZoneA,2023-01-04 3:00,532.0,310.0,0.0,0.0,65.0,853.0,0.0,6.0,34.0,4.0,348.0
ZoneA,2023-01-04 4:00,530.0,300.0,1.0,0.0,44.0,781.0,0.0,7.0,35.0,3.0,347.0
ZoneA,2023-01-04 5:00,517.0,287.0,0.0,0.0,43.0,747.0,0.0,6.0,35.0,3.0,345.0
ZoneA,2023-01-04 6:00,537.0,301.0,0.0,0.0,41.0,794.0,0.0,7.0,34.0,3.0,347.0
ZoneA,2023-01-04 7:00,542.0,307.0,0.0,0.0,39.0,808.0,0.0,7.0,34.0,2.0,349.0
ZoneA,2023-01-04 8:00,553.0,309.0,0.0,0.0,42.0,839.0,0.0,7.0,34.0,2.0,348.0
ZoneA,2023-01-04 9:00,553.0,308.0,0.0,0.0,42.0,851.0,0.0,7.0,34.0,2.0,348.0
ZoneA,2023-01-04 10:00,540.0,305.0,0.0,0.0,53.0,800.0,0.0,7.0,35.0,3.0,345.0
ZoneA,2023-01-04 11:00,562.0,313.0,0.0,0.0,90.0,870.0,0.0,6.0,35.0,5.0,339.0
ZoneA,2023-01-04 12:00,557.0,316.0,0.0,3.0,116.0,957.0,0.0,6.0,35.0,6.0,338.0
ZoneA,2023-01-04 13:00,552.0,320.0,0.0,39.0,71.0,957.0,0.0,7.0,34.0,6.0,342.0
ZoneA,2023-01-04 14:00,560.0,326.0,0.0,61.0,55.0,980.0,0.0,6.0,34.0,6.0,342.0
ZoneA,2023-01-04 15:00,556.0,326.0,0.0,84.0,53.0,991.0,0.0,6.0,34.0,7.0,339.0
ZoneA,2023-01-04 16:00,555.0,323.0,0.0,69.0,52.0,1021.0,0.0,6.0,33.0,6.0,342.0
ZoneA,2023-01-04 17:00,549.0,317.0,0.0,53.0,53.0,1091.0,0.0,6.0,32.0,5.0,347.0
ZoneA,2023-01-04 18:00,551.0,318.0,0.0,60.0,71.0,1045.0,0.0,5.0,33.0,6.0,341.0
ZoneA,2023-01-04 19:00,534.0,324.0,0.0,64.0,78.0,1052.0,0.0,6.0,33.0,7.0,344.0
ZoneA,2023-01-04 20:00,526.0,321.0,0.0,81.0,77.0,1041.0,0.0,6.0,33.0,8.0,341.0
ZoneA,2023-01-04 21:00,529.0,328.0,0.0,55.0,132.0,1033.0,0.0,6.0,34.0,9.0,337.0
ZoneA,2023-01-04 22:00,536.0,330.0,0.0,5.0,232.0,1058.0,0.0,6.0,36.0,11.0,330.0
ZoneA,2023-01-04 23:00,545.0,338.0,0.0,0.0,233.0,1103.0,0.0,5.0,35.0,10.0,333.0
ZoneA,2023-01-05 0:00,563.0,331.0,0.0,0.0,178.0,1110.0,0.0,6.0,34.0,8.0,337.0
ZoneA,2023-01-05 1:00,552.0,319.0,0.0,0.0,131.0,1105.0,0.0,6.0,32.0,6.0,343.0
ZoneA,2023-01-05 2:00,547.0,312.0,0.0,0.0,121.0,1020.0,0.0,6.0,33.0,6.0,341.0
ZoneA,2023-01-05 3:00,550.0,311.0,0.0,0.0,110.0,889.0,0.0,6.0,35.0,6.0,337.0
ZoneA,2023-01-05 4:00,535.0,296.0,0.0,0.0,104.0,784.0,0.0,6.0,37.0,6.0,333.0
ZoneA,2023-01-05 5:00,537.0,294.0,0.0,0.0,101.0,750.0,0.0,6.0,38.0,6.0,331.0
ZoneA,2023-01-05 6:00,526.0,293.0,0.0,0.0,98.0,704.0,0.0,6.0,38.0,6.0,331.0
ZoneA,2023-01-05 7:00,532.0,292.0,0.0,0.0,98.0,702.0,0.0,7.0,39.0,6.0,329.0
ZoneA,2023-01-05 8:00,532.0,290.0,0.0,0.0,98.0,699.0,0.0,9.0,39.0,6.0,329.0
ZoneA,2023-01-05 9:00,530.0,295.0,0.0,0.0,97.0,736.0,0.0,6.0,38.0,6.0,332.0
ZoneA,2023-01-05 10:00,545.0,308.0,0.0,0.0,104.0,826.0,0.0,6.0,36.0,6.0,335.0
ZoneA,2023-01-05 11:00,563.0,325.0,0.0,0.0,120.0,1002.0,0.0,8.0,34.0,6.0,340.0
ZoneA,2023-01-05 12:00,550.0,324.0,0.0,7.0,126.0,1045.0,0.0,10.0,33.0,6.0,343.0
ZoneA,2023-01-05 13:00,546.0,319.0,0.0,133.0,120.0,908.0,0.0,7.0,39.0,13.0,317.0
ZoneA,2023-01-05 14:00,541.0,314.0,0.0,285.0,109.0,763.0,0.0,6.0,46.0,20.0,288.0
ZoneA,2023-01-05 15:00,538.0,315.0,0.0,312.0,106.0,723.0,0.0,10.0,48.0,21.0,283.0
ZoneA,2023-01-05 16:00,537.0,314.0,0.0,311.0,103.0,699.0,0.0,7.0,48.0,21.0,282.0
ZoneA,2023-01-05 17:00,554.0,321.0,0.0,353.0,108.0,720.0,0.0,11.0,49.0,22.0,277.0
ZoneA,2023-01-05 18:00,545.0,313.0,0.0,423.0,106.0,705.0,0.0,6.0,51.0,25.0,265.0
ZoneA,2023-01-05 19:00,556.0,317.0,0.0,494.0,110.0,723.0,0.0,11.0,53.0,27.0,258.0
ZoneA,2023-01-05 20:00,557.0,321.0,0.0,473.0,108.0,719.0,0.0,11.0,52.0,27.0,261.0
ZoneA,2023-01-05 21:00,559.0,325.0,0.0,214.0,117.0,831.0,0.0,9.0,43.0,16.0,301.0
ZoneA,2023-01-05 22:00,548.0,325.0,0.0,11.0,159.0,1001.0,0.0,10.0,35.0,9.0,335.0
ZoneA,2023-01-05 23:00,556.0,330.0,0.0,0.0,172.0,1120.0,0.0,10.0,33.0,8.0,338.0
ZoneA,2023-01-06 0:00,553.0,331.0,0.0,0.0,170.0,1126.0,0.0,12.0,33.0,8.0,339.0
ZoneA,2023-01-06 1:00,555.0,332.0,0.0,0.0,180.0,1090.0,0.0,9.0,34.0,8.0,338.0
ZoneA,2023-01-06 2:00,546.0,326.0,0.0,0.0,157.0,1045.0,0.0,8.0,34.0,8.0,339.0
ZoneA,2023-01-06 3:00,550.0,330.0,0.0,0.0,150.0,1007.0,0.0,10.0,34.0,8.0,339.0
ZoneA,2023-01-06 4:00,546.0,323.0,0.0,0.0,140.0,961.0,0.0,11.0,35.0,7.0,339.0
ZoneA,2023-01-06 5:00,540.0,310.0,0.0,0.0,136.0,847.0,0.0,13.0,37.0,8.0,333.0
ZoneA,2023-01-06 6:00,540.0,311.0,0.0,0.0,138.0,799.0,0.0,11.0,38.0,8.0,332.0
ZoneA,2023-01-06 7:00,539.0,316.0,0.0,0.0,136.0,805.0,0.0,11.0,37.0,8.0,334.0
ZoneA,2023-01-06 8:00,545.0,319.0,0.0,0.0,140.0,815.0,0.0,10.0,37.0,8.0,333.0
ZoneA,2023-01-06 9:00,547.0,330.0,0.0,0.0,150.0,861.0,0.0,10.0,37.0,8.0,336.0
ZoneA,2023-01-06 10:00,565.0,395.0,0.0,0.0,164.0,964.0,0.0,11.0,35.0,8.0,350.0
ZoneA,2023-01-06 11:00,576.0,460.0,0.0,0.0,180.0,1168.0,0.0,10.0,32.0,8.0,364.0
ZoneA,2023-01-06 12:00,573.0,500.0,0.0,9.0,191.0,1271.0,0.0,10.0,30.0,8.0,371.0
ZoneA,2023-01-06 13:00,563.0,454.0,0.0,237.0,180.0,1099.0,0.0,9.0,39.0,16.0,330.0
ZoneA,2023-01-06 14:00,560.0,341.0,0.0,524.0,162.0,828.0,0.0,7.0,51.0,28.0,261.0
ZoneA,2023-01-06 15:00,547.0,323.0,0.0,510.0,116.0,737.0,0.0,8.0,52.0,28.0,258.0
ZoneA,2023-01-06 16:00,549.0,318.0,0.0,392.0,105.0,734.0,0.0,12.0,50.0,24.0,273.0
ZoneA,2023-01-06 17:00,541.0,308.0,0.0,376.0,102.0,722.0,0.0,11.0,49.0,23.0,273.0
ZoneA,2023-01-06 18:00,532.0,306.0,0.0,368.0,101.0,706.0,0.0,11.0,49.0,23.0,274.0
ZoneA,2023-01-06 19:00,511.0,289.0,0.0,362.0,97.0,676.0,0.0,10.0,50.0,24.0,271.0
ZoneA,2023-01-06 20:00,523.0,293.0,0.0,352.0,100.0,690.0,0.0,10.0,50.0,23.0,272.0
ZoneA,2023-01-06 21:00,540.0,310.0,0.0,189.0,111.0,861.0,0.0,11.0,42.0,15.0,307.0
ZoneA,2023-01-06 22:00,562.0,384.0,0.0,11.0,128.0,1067.0,0.0,13.0,32.0,6.0,355.0
ZoneA,2023-01-06 23:00,570.0,406.0,0.0,0.0,139.0,1182.0,0.0,11.0,31.0,6.0,361.0
ZoneA,2023-01-07 0:00,571.0,372.0,0.0,0.0,141.0,1254.0,0.0,11.0,30.0,6.0,355.0
ZoneA,2023-01-07 1:00,572.0,346.0,0.0,0.0,135.0,1286.0,0.0,11.0,30.0,6.0,351.0
ZoneA,2023-01-07 2:00,563.0,338.0,0.0,0.0,133.0,1278.0,0.0,11.0,30.0,6.0,351.0
ZoneA,2023-01-07 3:00,564.0,336.0,0.0,0.0,129.0,1231.0,0.0,11.0,31.0,6.0,349.0
ZoneA,2023-01-07 4:00,565.0,337.0,0.0,0.0,127.0,1171.0,0.0,12.0,31.0,6.0,349.0
ZoneA,2023-01-07 5:00,561.0,333.0,0.0,0.0,119.0,1155.0,0.0,12.0,31.0,5.0,349.0
ZoneA,2023-01-07 6:00,562.0,334.0,0.0,0.0,119.0,1139.0,0.0,10.0,31.0,6.0,348.0
ZoneA,2023-01-07 7:00,563.0,331.0,0.0,0.0,118.0,1161.0,0.0,11.0,31.0,5.0,348.0
ZoneA,2023-01-07 8:00,571.0,339.0,0.0,0.0,118.0,1194.0,0.0,12.0,31.0,5.0,350.0
ZoneA,2023-01-07 9:00,566.0,339.0,0.0,0.0,117.0,1248.0,0.0,14.0,30.0,5.0,352.0
ZoneA,2023-01-07 10:00,576.0,361.0,0.0,0.0,115.0,1319.0,0.0,12.0,29.0,5.0,357.0
ZoneA,2023-01-07 11:00,589.0,420.0,0.0,0.0,134.0,1362.0,0.0,12.0,29.0,5.0,365.0
ZoneA,2023-01-07 12:00,588.0,407.0,0.0,9.0,247.0,1357.0,0.0,10.0,32.0,10.0,346.0
ZoneA,2023-01-07 13:00,584.0,358.0,0.0,210.0,274.0,1240.0,0.0,10.0,40.0,18.0,305.0
ZoneA,2023-01-07 14:00,575.0,327.0,0.0,418.0,265.0,951.0,0.0,9.0,49.0,27.0,263.0
ZoneA,2023-01-07 15:00,561.0,317.0,0.0,442.0,197.0,853.0,0.0,9.0,50.0,27.0,261.0
ZoneA,2023-01-07 16:00,562.0,310.0,0.0,469.0,107.0,762.0,0.0,9.0,51.0,26.0,261.0
ZoneA,2023-01-07 17:00,558.0,307.0,0.0,485.0,100.0,741.0,0.0,9.0,52.0,27.0,258.0
ZoneA,2023-01-07 18:00,562.0,305.0,0.0,492.0,100.0,731.0,0.0,10.0,52.0,27.0,256.0
ZoneA,2023-01-07 19:00,557.0,302.0,0.0,496.0,96.0,721.0,0.0,9.0,53.0,27.0,255.0
ZoneA,2023-01-07 20:00,566.0,306.0,0.0,464.0,98.0,741.0,0.0,9.0,52.0,26.0,260.0
ZoneA,2023-01-07 21:00,554.0,300.0,0.0,200.0,114.0,769.0,0.0,9.0,45.0,16.0,295.0
ZoneA,2023-01-07 22:00,561.0,309.0,0.0,13.0,198.0,984.0,0.0,9.0,37.0,10.0,323.0
ZoneA,2023-01-07 23:00,569.0,327.0,0.0,0.0,257.0,1064.0,0.0,11.0,37.0,12.0,322.0
ZoneA,2023-01-08 0:00,569.0,330.0,0.0,0.0,279.0,1063.0,0.0,10.0,38.0,12.0,320.0
ZoneA,2023-01-08 1:00,573.0,326.0,0.0,0.0,254.0,1091.0,0.0,10.0,37.0,11.0,323.0
ZoneA,2023-01-08 2:00,571.0,321.0,0.0,0.0,158.0,1140.0,0.0,9.0,33.0,7.0,338.0
ZoneA,2023-01-08 3:00,569.0,318.0,0.0,0.0,148.0,1138.0,0.0,10.0,33.0,7.0,339.0
ZoneA,2023-01-08 4:00,567.0,314.0,0.0,0.0,118.0,1097.0,0.0,11.0,33.0,6.0,342.0
ZoneA,2023-01-08 5:00,559.0,303.0,0.0,0.0,116.0,1050.0,0.0,10.0,33.0,6.0,339.0
ZoneA,2023-01-08 6:00,563.0,304.0,0.0,0.0,113.0,1033.0,0.0,10.0,33.0,6.0,339.0
ZoneA,2023-01-08 7:00,566.0,306.0,0.0,0.0,114.0,1036.0,0.0,10.0,33.0,6.0,339.0
ZoneA,2023-01-08 8:00,571.0,308.0,0.0,0.0,113.0,1038.0,0.0,10.0,34.0,6.0,339.0
ZoneA,2023-01-08 9:00,571.0,311.0,0.0,0.0,114.0,1048.0,0.0,10.0,33.0,6.0,339.0
ZoneA,2023-01-08 10:00,572.0,311.0,0.0,0.0,115.0,1083.0,0.0,11.0,33.0,6.0,341.0
ZoneA,2023-01-08 11:00,578.0,316.0,0.0,0.0,171.0,1109.0,0.0,10.0,34.0,8.0,333.0
ZoneA,2023-01-08 12:00,581.0,324.0,0.0,9.0,194.0,1153.0,0.0,11.0,35.0,9.0,331.0
ZoneA,2023-01-08 13:00,575.0,320.0,0.0,115.0,190.0,1096.0,0.0,12.0,38.0,13.0,314.0
ZoneA,2023-01-08 14:00,569.0,316.0,0.0,211.0,159.0,1013.0,0.0,16.0,41.0,16.0,302.0
ZoneA,2023-01-08 15:00,558.0,313.0,0.0,287.0,131.0,902.0,0.0,15.0,44.0,19.0,291.0
ZoneA,2023-01-08 16:00,564.0,289.0,0.0,357.0,131.0,855.0,0.0,12.0,48.0,22.0,272.0
ZoneA,2023-01-08 17:00,565.0,234.0,0.0,361.0,130.0,861.0,0.0,13.0,49.0,23.0,258.0
ZoneA,2023-01-08 18:00,564.0,224.0,0.0,284.0,129.0,908.0,0.0,13.0,46.0,19.0,268.0
ZoneA,2023-01-08 19:00,563.0,225.0,0.0,253.0,127.0,921.0,0.0,13.0,45.0,18.0,273.0
ZoneA,2023-01-08 20:00,562.0,227.0,0.0,169.0,126.0,974.0,0.0,14.0,41.0,14.0,289.0
ZoneA,2023-01-08 21:00,547.0,233.0,0.0,54.0,145.0,999.0,0.0,15.0,37.0,10.0,308.0
ZoneA,2023-01-08 22:00,561.0,242.0,0.0,5.0,183.0,1151.0,0.0,14.0,35.0,9.0,317.0
ZoneA,2023-01-08 23:00,563.0,247.0,0.0,0.0,230.0,1214.0,0.0,13.0,35.0,10.0,314.0
ZoneA,2023-01-09 0:00,564.0,226.0,0.0,0.0,234.0,1219.0,0.0,14.0,35.0,10.0,309.0
ZoneA,2023-01-09 1:00,560.0,222.0,0.0,0.0,198.0,1200.0,0.0,15.0,35.0,9.0,313.0
ZoneA,2023-01-09 2:00,556.0,213.0,0.0,0.0,165.0,1160.0,0.0,15.0,34.0,8.0,314.0
ZoneA,2023-01-09 3:00,549.0,203.0,0.0,0.0,134.0,1076.0,0.0,15.0,35.0,7.0,313.0
ZoneA,2023-01-09 4:00,542.0,200.0,1.0,0.0,107.0,1007.0,0.0,14.0,35.0,6.0,315.0
ZoneA,2023-01-09 5:00,542.0,197.0,1.0,0.0,105.0,936.0,0.0,14.0,36.0,6.0,310.0
ZoneA,2023-01-09 6:00,537.0,193.0,1.0,0.0,102.0,942.0,0.0,14.0,36.0,6.0,311.0
ZoneA,2023-01-09 7:00,547.0,197.0,1.0,0.0,103.0,950.0,0.0,13.0,36.0,6.0,310.0
ZoneA,2023-01-09 8:00,536.0,193.0,1.0,0.0,102.0,926.0,0.0,12.0,36.0,6.0,310.0
ZoneA,2023-01-09 9:00,535.0,193.0,1.0,0.0,102.0,943.0,0.0,13.0,36.0,6.0,311.0
ZoneA,2023-01-09 10:00,548.0,198.0,1.0,0.0,144.0,1061.0,0.0,12.0,35.0,7.0,309.0
ZoneA,2023-01-09 11:00,553.0,214.0,0.0,0.0,222.0,1199.0,0.0,13.0,35.0,10.0,308.0
ZoneA,2023-01-09 12:00,558.0,225.0,0.0,2.0,290.0,1221.0,0.0,12.0,37.0,13.0,302.0
ZoneA,2023-01-09 13:00,547.0,220.0,0.0,147.0,247.0,1132.0,0.0,10.0,41.0,17.0,284.0
ZoneA,2023-01-09 14:00,541.0,198.0,0.0,319.0,149.0,1022.0,0.0,11.0,45.0,21.0,264.0
ZoneA,2023-01-09 15:00,560.0,200.0,0.0,406.0,151.0,947.0,0.0,12.0,49.0,24.0,247.0
ZoneA,2023-01-09 16:00,559.0,200.0,0.0,426.0,145.0,906.0,0.0,13.0,50.0,25.0,243.0
ZoneA,2023-01-09 17:00,562.0,199.0,0.0,466.0,141.0,924.0,0.0,13.0,51.0,26.0,240.0
ZoneA,2023-01-09 18:00,569.0,202.0,0.0,468.0,145.0,947.0,0.0,15.0,50.0,26.0,241.0
ZoneA,2023-01-09 19:00,571.0,204.0,0.0,474.0,147.0,948.0,0.0,14.0,51.0,26.0,241.0
ZoneA,2023-01-09 20:00,567.0,204.0,0.0,434.0,144.0,933.0,0.0,14.0,50.0,25.0,245.0
ZoneA,2023-01-09 21:00,550.0,200.0,0.0,211.0,142.0,958.0,0.0,14.0,44.0,17.0,274.0
ZoneA,2023-01-09 22:00,555.0,215.0,0.0,16.0,224.0,1174.0,0.0,14.0,36.0,11.0,305.0
ZoneA,2023-01-09 23:00,567.0,235.0,0.0,0.0,334.0,1258.0,0.0,14.0,37.0,14.0,299.0
ZoneA,2023-01-10 0:00,567.0,234.0,0.0,0.0,352.0,1274.0,0.0,13.0,38.0,14.0,298.0
ZoneA,2023-01-10 1:00,563.0,231.0,0.0,0.0,349.0,1255.0,0.0,12.0,38.0,15.0,297.0
ZoneA,2023-01-10 2:00,560.0,238.0,0.0,0.0,299.0,1224.0,0.0,13.0,37.0,13.0,304.0
ZoneA,2023-01-10 3:00,565.0,252.0,1.0,0.0,238.0,1231.0,0.0,12.0,35.0,10.0,315.0
ZoneA,2023-01-10 4:00,562.0,249.0,1.0,0.0,145.0,1250.0,0.0,15.0,32.0,7.0,329.0
ZoneA,2023-01-10 5:00,563.0,242.0,1.0,0.0,119.0,1249.0,0.0,19.0,31.0,5.0,331.0
ZoneA,2023-01-10 6:00,558.0,241.0,1.0,0.0,115.0,1244.0,0.0,18.0,31.0,5.0,332.0
ZoneA,2023-01-10 7:00,558.0,241.0,1.0,0.0,115.0,1249.0,0.0,18.0,31.0,5.0,332.0
ZoneA,2023-01-10 8:00,560.0,247.0,1.0,0.0,117.0,1263.0,0.0,17.0,31.0,5.0,333.0
ZoneA,2023-01-10 9:00,568.0,252.0,1.0,0.0,125.0,1318.0,0.0,17.0,30.0,6.0,334.0
ZoneA,2023-01-10 10:00,572.0,256.0,0.0,0.0,193.0,1417.0,0.0,15.0,31.0,8.0,328.0
